Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.96604,1.19119,0.58931,0.37366,0.54502,0.81579,0.67261,0.61895,0.4574,0.32939,0.46192,0.61247,0.64871,0.3811,0.22232,0.22738
5 to 9,1.54472,7.59469,2.70274,0.78954,0.47339,0.45768,0.88953,0.96012,0.69436,0.50078,0.49102,0.69504,0.68469,0.62525,0.58728,0.35266
10 to 14,1.04066,1.8731,9.31097,2.95391,0.60307,0.29666,0.73302,0.91971,0.82637,0.58834,0.61523,0.46002,0.4708,0.54115,0.52831,0.49024
15 to 19,0.71821,0.73033,1.24813,6.81732,2.90466,0.90784,0.4268,0.70178,0.82885,0.94075,0.73777,0.58983,0.51422,0.31824,0.49171,0.44879
20 to 24,1.05079,0.43979,0.64147,1.91088,4.40111,2.40593,1.15315,0.73809,0.88972,0.90032,0.90343,0.71672,0.56887,0.35755,0.14017,0.13648
25 to 29,1.33126,0.91401,0.55595,0.996,2.51199,3.31631,2.02359,1.45218,1.21521,1.03037,1.29649,1.18661,0.90527,0.57578,0.24119,0.10567
30 to 34,1.37784,1.07534,0.70292,0.69089,1.60566,2.2613,2.46472,1.78019,1.61961,1.1874,1.23392,1.30747,1.0483,0.75932,0.17891,0.15304
35 to 39,1.15505,1.03109,0.84351,0.90254,1.30335,1.75374,2.03387,2.27797,1.78017,1.36386,1.17479,1.01837,1.07042,0.49786,0.3309,0.19252
40 to 44,0.84089,0.894,0.91167,0.97891,1.11955,1.44079,1.59589,2.03966,2.05694,1.42249,1.59331,1.15787,1.00913,0.55105,0.34494,0.18759
45 to 49,0.62324,0.47735,0.60392,0.87599,1.21529,1.23097,1.28174,1.38123,1.61682,1.4213,1.67732,0.99052,0.93398,0.40927,0.2244,0.25096
50 to 54,0.77322,0.42517,0.42558,0.50253,0.87595,1.17896,1.05681,1.06677,1.23434,1.13331,1.35961,1.16418,0.86433,0.47447,0.16099,0.18584
55 to 59,0.70813,0.47286,0.28594,0.26602,0.57253,0.67608,0.80216,0.63297,0.50704,0.58909,0.9066,0.85371,0.87456,0.42239,0.13555,0.07775
60 to 64,0.53351,0.47131,0.24191,0.2187,0.31435,0.39682,0.4807,0.45825,0.40669,0.29884,0.40838,0.54727,0.50162,0.4047,0.28132,0.08222
65 to 69,0.40939,0.3128,0.23746,0.16011,0.15076,0.17088,0.22116,0.25734,0.19463,0.14718,0.12887,0.19233,0.28925,0.2285,0.25072,0.12542
70 to 74,0.27955,0.17008,0.1912,0.1034,0.14618,0.06785,0.087,0.13727,0.11249,0.08255,0.06648,0.07012,0.14852,0.1483,0.22663,0.12525
75+,0.14012,0.12171,0.14235,0.0645,0.11513,0.03981,0.07634,0.05095,0.0492,0.08236,0.05795,0.04295,0.0589,0.06451,0.11803,0.07161
