Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.10062,1.32885,0.7056,0.45391,0.72805,1.19935,1.04328,1.06394,0.77778,0.46231,0.62098,0.92474,0.90421,0.5932,0.2448,0.15094
5 to 9,1.64247,6.07825,2.59373,0.87791,0.54036,0.58255,1.17891,1.43246,1.15972,0.8127,0.6096,0.93864,0.85966,0.82812,0.63379,0.19646
10 to 14,0.9443,1.82418,7.91355,2.92525,0.57338,0.28857,0.7907,1.08365,1.11838,0.80062,0.73135,0.53933,0.48629,0.60939,0.42687,0.24878
15 to 19,0.57651,0.62068,1.21016,7.06936,2.88675,0.76707,0.35815,0.59736,0.77644,0.88988,0.72406,0.60069,0.44314,0.29285,0.33541,0.18543
20 to 24,0.89536,0.38736,0.5885,1.75124,4.269,1.89249,0.81668,0.49606,0.61326,0.62171,0.67632,0.53187,0.37726,0.28035,0.09345,0.05952
25 to 29,1.31586,0.88424,0.53178,0.8844,2.05122,2.55739,1.39736,0.89924,0.73178,0.60736,0.7828,0.77789,0.53275,0.36601,0.188,0.05741
30 to 34,1.46394,1.14425,0.73806,0.61691,1.24783,1.63864,1.73965,1.20869,1.03932,0.70531,0.70253,0.82293,0.61819,0.49634,0.16164,0.08557
35 to 39,1.27773,1.18633,0.96385,0.87786,0.93104,1.14268,1.37197,1.55051,1.16571,0.85428,0.65448,0.63064,0.64236,0.4569,0.27645,0.12858
40 to 44,0.88601,1.03731,1.0869,0.98771,0.8671,0.90313,1.00733,1.28788,1.38593,0.90611,0.8736,0.6858,0.56379,0.43507,0.27713,0.12675
45 to 49,0.60953,0.53464,0.70117,0.91165,1.03536,0.83182,0.78188,0.84472,1.01123,0.9623,0.94658,0.63294,0.47749,0.2594,0.22536,0.11742
50 to 54,0.73724,0.41559,0.4557,0.50783,0.70416,0.78969,0.69647,0.6238,0.70372,0.71639,0.78581,0.75554,0.48015,0.32499,0.19514,0.12572
55 to 59,0.67386,0.45369,0.29199,0.25664,0.47625,0.47085,0.55612,0.43374,0.31761,0.37628,0.59059,0.6214,0.52831,0.31067,0.14529,0.07468
60 to 64,0.49461,0.43843,0.22945,0.18677,0.21951,0.23821,0.31233,0.35454,0.2807,0.20572,0.27107,0.3852,0.35531,0.27634,0.22549,0.05254
65 to 69,0.39288,0.30408,0.23368,0.14622,0.12801,0.12699,0.16519,0.22444,0.17451,0.11551,0.11611,0.17471,0.23953,0.22036,0.18574,0.0794
70 to 74,0.26181,0.15839,0.17658,0.08907,0.13582,0.06425,0.08362,0.12973,0.10979,0.09182,0.07925,0.0787,0.14003,0.12698,0.16574,0.06468
75+,0.13212,0.11703,0.14447,0.05895,0.10959,0.03858,0.07342,0.0517,0.05237,0.07828,0.06309,0.05451,0.05504,0.05856,0.09016,0.04081
