Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.0666,1.03636,0.24901,0.15874,0.2773,0.70966,0.78239,0.61145,0.45719,0.36394,0.55754,1.31943,1.43001,1.21065,0.53318,0.77127
5 to 9,1.07095,8.64713,2.34009,0.36505,0.22397,0.33667,0.92393,0.90318,0.76857,0.66447,0.60989,1.35501,1.32261,1.69929,1.40222,0.98516
10 to 14,0.50153,1.35209,11.84175,3.65272,0.25279,0.17376,0.651,0.75263,0.90816,0.76286,0.80437,0.85716,0.79882,1.28633,1.07119,1.29904
15 to 19,0.32526,0.37434,0.83118,10.95298,2.5184,0.52984,0.30011,0.40189,0.74693,1.08973,0.90191,1.01309,0.79065,0.67045,0.89162,0.99852
20 to 24,0.48915,0.24566,0.28695,0.9079,3.35261,1.84449,0.93423,0.57208,0.75305,0.88499,1.0698,1.10953,0.8032,0.67649,0.30308,0.3855
25 to 29,0.79125,0.53532,0.23719,0.39356,1.43669,3.32099,1.80936,1.25328,1.15493,1.05952,1.49112,1.84388,1.30509,0.90625,0.60768,0.38619
30 to 34,0.95268,0.85762,0.37657,0.28804,0.94999,1.90701,2.71942,1.54599,1.49963,1.2401,1.33473,2.00575,1.51526,1.31125,0.55436,0.63562
35 to 39,0.81942,0.90092,0.57372,0.46042,0.84258,1.49115,1.907,2.36403,1.69194,1.44671,1.28287,1.49496,1.57557,1.33083,1.01012,0.84335
40 to 44,0.49849,0.73732,0.66994,0.58598,0.74512,1.24943,1.44535,1.8084,2.30166,1.55166,1.69992,1.60721,1.34603,1.17901,1.0352,0.84254
45 to 49,0.32039,0.34328,0.38728,0.54539,0.85669,1.07959,1.16618,1.22503,1.55769,1.9624,1.86317,1.41505,1.14649,0.68232,0.79016,0.91218
50 to 54,0.38471,0.24404,0.22139,0.2712,0.61349,1.06058,0.96026,0.94802,1.14927,1.22901,1.88914,1.82026,1.14247,0.78254,0.61087,0.88582
55 to 59,0.33462,0.25921,0.13405,0.12468,0.36022,0.6036,0.75178,0.5642,0.50251,0.6507,1.09752,2.07361,1.37253,0.88326,0.49473,0.56444
60 to 64,0.25157,0.24368,0.10136,0.08239,0.17416,0.30637,0.39385,0.35728,0.35061,0.31626,0.47029,0.98134,1.37872,0.93868,0.86679,0.44717
65 to 69,0.18854,0.16712,0.10133,0.06214,0.05972,0.09438,0.14654,0.1764,0.15344,0.13364,0.16156,0.39902,0.64822,1.20206,0.79998,0.64424
70 to 74,0.12772,0.08829,0.07993,0.03907,0.06555,0.04995,0.07711,0.10621,0.10559,0.11941,0.11794,0.20272,0.3917,0.47008,0.99267,0.56787
75+,0.07011,0.06991,0.06701,0.0284,0.05588,0.03412,0.07069,0.04232,0.05048,0.11062,0.10796,0.14785,0.16392,0.22936,0.36524,0.49494
