Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.95401,0.9909,0.32307,0.26462,0.55618,1.12841,1.01099,0.71155,0.44834,0.31135,0.537,1.06488,1.23837,0.81512,0.40695,0.41309
5 to 9,1.1158,8.13199,2.37133,0.5832,0.42015,0.52814,1.11383,1.0159,0.75377,0.57408,0.58381,1.08974,1.14047,1.13622,1.06689,0.53171
10 to 14,0.53121,1.29691,10.54368,3.65621,0.50631,0.26701,0.76394,0.82788,0.86183,0.65477,0.7733,0.69214,0.68614,0.85595,0.79839,0.69599
15 to 19,0.32929,0.36045,0.88787,9.98714,3.13403,0.78573,0.34371,0.44359,0.66516,0.88984,0.85579,0.82144,0.67195,0.44088,0.66415,0.53442
20 to 24,0.49163,0.22074,0.33136,1.34818,4.94232,2.31317,0.9424,0.50774,0.61856,0.67845,0.91716,0.85528,0.6464,0.44229,0.21696,0.19969
25 to 29,0.77291,0.50176,0.28364,0.6409,2.17395,3.99885,1.85069,1.14614,0.99154,0.85325,1.26371,1.40262,1.01944,0.56611,0.43378,0.19767
30 to 34,0.97323,0.75732,0.42695,0.45016,1.3293,2.26741,2.78326,1.46337,1.31132,1.031,1.15422,1.52242,1.17485,0.83661,0.41085,0.32821
35 to 39,0.868,0.83652,0.64858,0.70217,1.03997,1.6506,1.94385,2.22414,1.49395,1.20874,1.12287,1.17238,1.21538,0.8261,0.70834,0.45772
40 to 44,0.55213,0.74529,0.80681,0.89421,0.98945,1.34609,1.43798,1.71031,2.00859,1.30799,1.50318,1.28867,1.02969,0.7312,0.72489,0.44642
45 to 49,0.33798,0.33964,0.47183,0.86089,1.2801,1.20682,1.13873,1.13348,1.37438,1.56463,1.63097,1.13585,0.86863,0.41272,0.54848,0.46151
50 to 54,0.39537,0.23771,0.27589,0.45097,0.87994,1.20871,0.97363,0.87299,1.01326,1.0225,1.57781,1.43557,0.88116,0.4792,0.44346,0.44908
55 to 59,0.3509,0.24507,0.1642,0.20013,0.53975,0.70183,0.7643,0.52556,0.43422,0.53862,0.95878,1.45193,1.0528,0.55087,0.35525,0.28528
60 to 64,0.26216,0.23493,0.12407,0.13379,0.22812,0.32923,0.39667,0.34221,0.28308,0.23937,0.38997,0.71689,0.99975,0.57131,0.62499,0.22644
65 to 69,0.20506,0.16408,0.12525,0.10341,0.11522,0.13155,0.16994,0.18418,0.13302,0.10112,0.14145,0.2984,0.51647,0.68504,0.57035,0.3282
70 to 74,0.13789,0.08632,0.098,0.06585,0.13342,0.07551,0.09483,0.11409,0.09427,0.09438,0.10674,0.15109,0.31663,0.29695,0.64262,0.29067
75+,0.07348,0.06593,0.08164,0.04537,0.11039,0.04829,0.08534,0.04602,0.04513,0.08396,0.09036,0.10501,0.13073,0.14074,0.264,0.23062
