Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.07477,1.12674,0.38558,0.256,0.44839,0.858,1.06578,1.08182,0.70008,0.40229,0.56459,0.77554,0.77667,0.44912,0.16421,0.11411
5 to 9,1.23102,8.27181,2.53776,0.57476,0.35674,0.4082,1.12159,1.49365,1.17819,0.75886,0.67728,0.85095,0.71768,0.62941,0.42902,0.14987
10 to 14,0.59367,1.56945,11.13968,3.61549,0.4271,0.2126,0.76338,1.15189,1.32787,0.87244,0.89221,0.5535,0.42904,0.46767,0.31913,0.19122
15 to 19,0.36507,0.44492,1.04398,9.95435,2.73027,0.6657,0.3648,0.59816,0.95285,1.16519,0.97962,0.64643,0.43433,0.24297,0.26816,0.14937
20 to 24,0.55487,0.27774,0.40197,1.39566,4.52008,2.11529,1.07689,0.71314,0.90042,0.92926,1.02097,0.65642,0.41497,0.2536,0.0902,0.05716
25 to 29,0.88455,0.6327,0.34664,0.66248,2.0751,3.71987,2.04646,1.47937,1.28315,1.04955,1.35551,1.07901,0.64965,0.35089,0.17793,0.05915
30 to 34,1.17761,0.97702,0.5192,0.47141,1.32058,2.14514,3.1774,1.93603,1.74542,1.26709,1.24314,1.18893,0.76127,0.50354,0.16819,0.0942
35 to 39,1.12237,1.14462,0.79773,0.70568,1.07247,1.59743,2.14673,3.02537,1.95806,1.45599,1.17568,0.90048,0.77269,0.47393,0.28848,0.12939
40 to 44,0.69903,1.03946,1.03565,0.92606,0.9942,1.32753,1.60542,2.16817,2.719,1.57443,1.5608,0.99349,0.64982,0.44033,0.30179,0.12448
45 to 49,0.40674,0.46725,0.60753,0.93982,1.26355,1.14464,1.25177,1.39431,1.7245,1.95356,1.67714,0.85985,0.5419,0.25751,0.22862,0.12897
50 to 54,0.47868,0.31686,0.3559,0.50528,0.88668,1.13669,1.02999,1.02482,1.19455,1.19779,1.63013,1.05155,0.53788,0.29954,0.18976,0.12753
55 to 59,0.41762,0.32053,0.20306,0.20676,0.49087,0.6088,0.74884,0.58469,0.4505,0.53402,0.86095,1.03816,0.61701,0.32506,0.15044,0.08106
60 to 64,0.31577,0.30771,0.15322,0.13385,0.19106,0.25941,0.38763,0.44,0.33628,0.25902,0.35613,0.49035,0.65638,0.32606,0.2616,0.06352
65 to 69,0.24401,0.21429,0.15233,0.10538,0.10121,0.11431,0.18444,0.27299,0.21182,0.14386,0.15524,0.22351,0.32924,0.41196,0.23404,0.09116
70 to 74,0.16325,0.1124,0.12065,0.06609,0.11547,0.06161,0.09841,0.16598,0.14888,0.13091,0.11494,0.11156,0.20247,0.16565,0.28335,0.08135
75+,0.08738,0.08818,0.10213,0.04724,0.09581,0.04172,0.08963,0.06773,0.07183,0.11898,0.09985,0.08077,0.08403,0.07921,0.1137,0.0679
