Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.23445,1.44123,0.58346,0.26031,0.44051,0.96107,1.11574,0.91146,0.62112,0.39182,0.54395,0.99255,0.97732,0.69724,0.23528,0.20082
5 to 9,1.49155,7.70157,3.0174,0.55217,0.32118,0.46234,1.30086,1.30762,1.01279,0.70968,0.65866,1.0696,0.89059,0.95723,0.60376,0.25749
10 to 14,0.81469,2.00556,13.76562,3.91123,0.37056,0.23066,0.91679,1.07183,1.10925,0.78373,0.90605,0.72487,0.52668,0.71258,0.43992,0.3389
15 to 19,0.50329,0.62901,1.35452,10.68513,2.47632,0.65524,0.38816,0.54246,0.85935,1.02492,0.9228,0.80656,0.526,0.35548,0.35494,0.25565
20 to 24,0.78383,0.38466,0.55604,1.21539,3.61307,2.16303,1.17389,0.70485,0.86819,0.85271,0.9304,0.79124,0.48196,0.35093,0.10901,0.09214
25 to 29,1.18511,0.91084,0.48763,0.57839,1.8708,3.40062,2.13886,1.42392,1.2402,1.03337,1.3295,1.2868,0.73995,0.44415,0.22557,0.0899
30 to 34,1.37028,1.29259,0.73228,0.40902,1.23012,2.13508,2.90707,1.7958,1.63683,1.24087,1.26897,1.43195,0.8489,0.65531,0.21081,0.14583
35 to 39,1.18929,1.35099,1.02361,0.62015,1.05765,1.6519,2.21538,2.51111,1.84155,1.4393,1.23741,1.1211,0.88263,0.65618,0.37392,0.21689
40 to 44,0.77872,1.15416,1.17503,0.74723,0.93111,1.38026,1.67625,2.06751,2.3129,1.53608,1.65502,1.25417,0.73614,0.55769,0.36942,0.20943
45 to 49,0.52231,0.56803,0.72749,0.6967,1.04732,1.18539,1.34317,1.39127,1.69468,1.7103,1.7745,1.10077,0.62728,0.30652,0.27395,0.20824
50 to 54,0.63055,0.42942,0.45502,0.38058,0.75734,1.14785,1.12476,1.07011,1.24706,1.20182,1.58755,1.33725,0.63051,0.35617,0.22298,0.2018
55 to 59,0.56969,0.45743,0.28234,0.18277,0.44961,0.63061,0.84236,0.61524,0.50232,0.60238,0.95253,1.15438,0.71768,0.40228,0.17045,0.11864
60 to 64,0.41828,0.43742,0.21385,0.12108,0.17639,0.25956,0.39443,0.38612,0.30304,0.23338,0.32445,0.54932,0.56011,0.41088,0.29322,0.09053
65 to 69,0.32254,0.30019,0.21364,0.09328,0.08208,0.10608,0.18184,0.22272,0.16571,0.10978,0.12014,0.23097,0.33445,0.41604,0.25734,0.13454
70 to 74,0.21606,0.15843,0.16628,0.05919,0.09294,0.06015,0.10192,0.13798,0.11767,0.10221,0.09084,0.11502,0.20348,0.20996,0.26711,0.1192
75+,0.11182,0.11892,0.13672,0.0403,0.07603,0.03711,0.08997,0.05508,0.05635,0.09119,0.0759,0.07925,0.08217,0.09788,0.12635,0.08501
