Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.98494,1.79353,0.84798,0.49058,0.7103,1.16694,1.02236,0.99743,0.64566,0.36166,0.44591,0.6641,0.64667,0.45643,0.21052,0.17236
5 to 9,2.35675,8.87267,3.17159,0.92093,0.51014,0.56001,1.1268,1.30351,0.95279,0.64735,0.4937,0.73998,0.64185,0.66682,0.56575,0.22578
10 to 14,1.34335,2.41278,9.32805,2.71113,0.53301,0.27362,0.73986,0.95423,0.873,0.61042,0.56984,0.4226,0.36171,0.48769,0.38462,0.27819
15 to 19,0.80676,0.7999,1.33326,6.66257,2.75536,0.93331,0.4479,0.76522,0.7457,0.86028,0.69326,0.58304,0.37177,0.32888,0.2926,0.20791
20 to 24,1.24265,0.48747,0.65565,2.13878,4.47612,2.38232,1.18775,0.80919,0.93518,0.78135,0.77943,0.63035,0.54151,0.39416,0.07835,0.06605
25 to 29,1.8279,1.13686,0.60244,1.10386,2.52558,3.31773,1.94298,1.44049,1.25873,0.99835,1.1727,0.99088,0.84071,0.72714,0.15358,0.06153
30 to 34,2.04481,1.45108,0.82391,0.82078,1.69204,2.22715,2.44732,1.74627,1.63013,1.24953,1.25241,1.23378,0.9488,0.79036,0.12745,0.08751
35 to 39,1.79162,1.52114,1.06967,1.06661,1.47204,1.78187,2.04748,2.32396,1.80239,1.44858,1.2792,1.09137,1.09781,0.49817,0.21958,0.12818
40 to 44,1.24189,1.33224,1.2075,1.19076,1.25719,1.51119,1.65337,2.11245,2.17245,1.52069,1.74226,1.32757,1.11263,0.72744,0.21865,0.1193
45 to 49,0.85798,0.6879,0.78271,1.07726,1.32746,1.26122,1.3473,1.46374,1.73333,1.56683,1.80534,1.14657,1.08435,0.5703,0.178,0.12574
50 to 54,1.03187,0.5381,0.51087,0.62246,0.97994,1.18559,1.06632,1.15557,1.33728,1.17068,1.52963,1.26145,0.98721,0.73279,0.17769,0.13936
55 to 59,0.94404,0.58721,0.32944,0.32494,0.62045,0.68646,0.80665,0.6647,0.57619,0.67777,0.98738,0.97667,0.96411,0.55875,0.12674,0.08427
60 to 64,0.69685,0.57063,0.2603,0.23048,0.36051,0.41611,0.46502,0.43408,0.4251,0.33129,0.43422,0.55077,0.48879,0.479,0.19501,0.0567
65 to 69,0.556,0.39473,0.26217,0.18103,0.17384,0.20592,0.24158,0.25583,0.21452,0.18305,0.15307,0.20293,0.27885,0.22514,0.15499,0.08433
70 to 74,0.37298,0.20549,0.19811,0.08909,0.12417,0.05913,0.07278,0.10487,0.07747,0.06097,0.05374,0.05174,0.09142,0.09164,0.13429,0.06473
75+,0.1877,0.15212,0.16222,0.05894,0.10015,0.03494,0.06481,0.04191,0.03672,0.05266,0.04201,0.03677,0.03654,0.04255,0.07406,0.03945
