Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.75631,1.08191,0.45256,0.28076,0.44907,0.81259,0.79646,0.87122,0.68786,0.39099,0.61377,0.98004,1.14677,0.80678,0.43751,0.3097
5 to 9,1.22159,9.63389,2.90822,0.61187,0.32794,0.39472,0.92301,1.25838,1.1246,0.71933,0.62989,0.99012,1.06258,1.12777,1.14841,0.4043
10 to 14,0.63857,1.58086,11.80953,3.45199,0.39445,0.19608,0.65225,1.0472,1.27297,0.82701,0.83649,0.62846,0.64453,0.86324,0.8626,0.53762
15 to 19,0.38808,0.44856,1.07663,8.46075,2.17808,0.56548,0.2794,0.5314,0.91099,1.01116,0.89015,0.73559,0.61754,0.4461,0.70626,0.41239
20 to 24,0.60944,0.26222,0.43386,1.33189,3.57065,1.72241,0.79492,0.56388,0.79554,0.81842,0.98698,0.78583,0.60685,0.47085,0.22203,0.14924
25 to 29,0.92505,0.64229,0.38404,0.64671,1.7382,2.73826,1.46696,1.12652,1.0485,0.88106,1.24297,1.23005,0.93416,0.65804,0.45236,0.14539
30 to 34,1.09489,0.919,0.58539,0.45005,1.07656,1.64001,2.03175,1.45778,1.41385,1.01623,1.07814,1.30165,1.05916,0.91125,0.42443,0.23959
35 to 39,0.95831,0.9747,0.83306,0.69836,0.87219,1.23518,1.5198,2.13297,1.64975,1.22938,1.04441,1.00142,1.10774,0.8429,0.73558,0.34583
40 to 44,0.61944,0.83146,0.96313,0.85718,0.82694,1.05013,1.176,1.70411,2.19318,1.3729,1.44294,1.12896,0.96576,0.81889,0.75842,0.3397
45 to 49,0.40517,0.3967,0.57898,0.78714,0.99555,0.92706,0.94466,1.1334,1.52122,1.60392,1.59671,1.01164,0.82901,0.48402,0.55941,0.34372
50 to 54,0.4835,0.29124,0.35146,0.42029,0.6888,0.89573,0.78848,0.8493,1.07531,1.08522,1.45942,1.25173,0.82304,0.56835,0.45214,0.33355
55 to 59,0.43562,0.31115,0.21751,0.19793,0.43234,0.51631,0.61063,0.5368,0.46348,0.55475,0.93773,1.16968,0.95959,0.58824,0.3514,0.20415
60 to 64,0.32162,0.3018,0.16906,0.13798,0.19739,0.25979,0.32846,0.40116,0.37051,0.28294,0.41438,0.64397,0.80143,0.57991,0.61676,0.15935
65 to 69,0.25153,0.2088,0.16992,0.10943,0.10073,0.11639,0.15899,0.24247,0.21943,0.15207,0.16905,0.27613,0.46074,0.57692,0.55311,0.23373
70 to 74,0.16836,0.11009,0.13188,0.06763,0.10197,0.05297,0.07514,0.13879,0.13888,0.11752,0.11425,0.12843,0.26771,0.2743,0.58814,0.20989
75+,0.08678,0.08241,0.1085,0.0459,0.08336,0.03233,0.06653,0.05552,0.06557,0.10366,0.09398,0.08773,0.10892,0.12737,0.26599,0.15333
