Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.80705,1.79745,0.91291,0.55446,0.79593,1.4362,1.22592,1.32736,0.87923,0.57906,0.49064,0.62973,0.68588,0.31962,0.15916,0.26053
5 to 9,2.03175,7.28858,2.60823,0.80464,0.45896,0.61766,1.17109,1.45521,1.11939,0.92265,0.5061,0.70058,0.49456,0.40508,0.46113,0.28606
10 to 14,1.05233,1.97881,6.25547,2.20779,0.42991,0.24692,0.66752,0.95416,0.85293,0.76402,0.55037,0.3886,0.32866,0.37099,0.3085,0.31706
15 to 19,0.64459,0.60532,1.04819,5.82907,2.58662,0.88047,0.42084,0.66636,0.64523,0.83395,0.5887,0.47816,0.3072,0.23954,0.19905,0.2137
20 to 24,0.99824,0.41262,0.55665,1.91983,4.37945,2.48955,1.22921,0.82401,0.92795,0.75056,0.69554,0.57276,0.52834,0.29864,0.04866,0.07402
25 to 29,1.47602,0.96073,0.52813,0.99385,2.55208,3.55744,2.06535,1.54358,1.35713,1.06829,1.1856,0.99549,0.85022,0.64201,0.08775,0.05112
30 to 34,1.65794,1.15393,0.68888,0.75002,1.74322,2.38313,2.58371,1.81133,1.71195,1.33373,1.28077,1.26791,0.94618,0.64827,0.09553,0.06139
35 to 39,1.4856,1.26008,0.89806,0.91254,1.54102,1.95468,2.16976,2.39234,1.90785,1.53508,1.3463,1.16533,1.09537,0.32578,0.11675,0.09879
40 to 44,1.06844,1.13602,1.01317,1.00461,1.24408,1.65001,1.74969,2.2031,2.25491,1.58394,1.81121,1.44323,1.14052,0.56613,0.1492,0.10681
45 to 49,0.77641,0.61711,0.70123,0.91615,1.26385,1.3403,1.43377,1.52058,1.78749,1.61685,1.87635,1.27074,1.15228,0.55247,0.13719,0.1443
50 to 54,0.92776,0.49061,0.47814,0.53239,0.93611,1.21356,1.10706,1.20752,1.40012,1.2567,1.56755,1.4023,1.04649,0.68182,0.16149,0.14265
55 to 59,0.84979,0.54702,0.3199,0.29594,0.60925,0.72792,0.85459,0.69609,0.62453,0.77361,1.10112,1.10746,1.07871,0.55179,0.14072,0.11395
60 to 64,0.61947,0.50038,0.23724,0.19994,0.36295,0.42907,0.46875,0.41186,0.42628,0.35579,0.45178,0.59728,0.51774,0.47444,0.21869,0.06678
65 to 69,0.50212,0.35091,0.23386,0.15334,0.16372,0.19725,0.23393,0.22317,0.1826,0.18608,0.1467,0.19926,0.29481,0.19347,0.16426,0.10192
70 to 74,0.34895,0.18862,0.18056,0.07693,0.12076,0.05999,0.07237,0.0924,0.07354,0.06227,0.0528,0.05771,0.10801,0.09843,0.13964,0.08872
75+,0.17323,0.14134,0.15142,0.05102,0.09945,0.03303,0.06529,0.03824,0.03431,0.054,0.0372,0.03678,0.04049,0.04046,0.07951,0.04733
