Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.43581,1.55172,0.74285,0.43355,0.68592,1.38922,1.23317,1.13599,0.81866,0.51253,0.76083,1.0512,1.1248,0.71329,0.30927,0.21588
5 to 9,1.91209,8.38268,2.95952,0.83023,0.5121,0.68948,1.41116,1.54855,1.21693,0.87502,0.72923,1.05345,0.99278,0.94435,0.75145,0.26576
10 to 14,1.08503,2.06553,9.06124,2.97261,0.54823,0.35475,0.97293,1.21173,1.19025,0.87483,0.86456,0.5968,0.56873,0.66903,0.49838,0.33183
15 to 19,0.66779,0.70942,1.31552,7.21017,2.72789,1.07188,0.5184,0.85278,0.98015,1.1346,0.99354,0.79254,0.56715,0.36784,0.40805,0.26018
20 to 24,1.02011,0.41885,0.60868,1.85462,4.42603,2.80492,1.38137,0.91142,1.08934,0.99641,1.07196,0.82791,0.63292,0.37468,0.11296,0.0855
25 to 29,1.45909,0.97984,0.54925,0.96934,2.56674,4.00171,2.32797,1.68076,1.48071,1.20388,1.49588,1.30933,0.97551,0.55465,0.23343,0.07791
30 to 34,1.60664,1.27323,0.7788,0.71351,1.70699,2.63571,2.90588,2.02556,1.89088,1.43961,1.4769,1.52679,1.10122,0.70553,0.20433,0.12201
35 to 39,1.37655,1.28888,1.01034,0.94628,1.48113,2.0639,2.38019,2.67455,2.06486,1.65762,1.43251,1.24163,1.19106,0.57889,0.34137,0.18434
40 to 44,0.94831,1.11565,1.12496,1.0685,1.27068,1.7245,1.87006,2.35229,2.46996,1.71465,1.89158,1.42593,1.09113,0.60464,0.33357,0.17353
45 to 49,0.64979,0.56761,0.71496,0.9515,1.33733,1.44471,1.49665,1.598,1.90694,1.76406,1.9482,1.21852,0.99285,0.36331,0.24287,0.15686
50 to 54,0.79934,0.44972,0.46816,0.56107,0.9918,1.38856,1.21098,1.24854,1.42987,1.30528,1.64516,1.37209,0.92625,0.45454,0.21986,0.16612
55 to 59,0.7315,0.48803,0.29709,0.28455,0.6217,0.80056,0.92541,0.73193,0.61222,0.72261,1.08182,1.08396,0.9317,0.39773,0.15148,0.09157
60 to 64,0.53629,0.47121,0.23553,0.19512,0.32209,0.43413,0.50317,0.48431,0.43734,0.33757,0.44304,0.58055,0.50614,0.3353,0.23911,0.06519
65 to 69,0.42134,0.32484,0.23773,0.14086,0.13325,0.17425,0.21419,0.2603,0.20973,0.14637,0.13951,0.20249,0.2738,0.22482,0.195,0.09391
70 to 74,0.27756,0.16924,0.18026,0.08062,0.12204,0.07245,0.09604,0.13667,0.11151,0.09469,0.08416,0.07942,0.14398,0.12432,0.17958,0.07621
75+,0.14008,0.12334,0.14506,0.05278,0.09777,0.04357,0.08192,0.05393,0.0537,0.08287,0.06762,0.05598,0.05762,0.0577,0.09409,0.04854
