Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.78247,1.1216,0.40741,0.24606,0.43457,0.71721,0.601,0.49948,0.29786,0.20071,0.20892,0.32801,0.27205,0.19806,0.07001,0.11412
5 to 9,1.20118,7.75419,2.5397,0.51509,0.3193,0.35326,0.7141,0.71816,0.43072,0.3,0.28374,0.35862,0.34033,0.25157,0.20916,0.1606
10 to 14,0.67888,1.68114,10.0348,3.37033,0.38537,0.20227,0.73671,0.79384,0.6487,0.40605,0.39591,0.29553,0.29673,0.29104,0.299,0.27303
15 to 19,0.4859,0.49806,1.11825,9.17416,2.79997,0.68598,0.35349,0.54845,0.69716,0.72035,0.48736,0.41918,0.31394,0.20939,0.25998,0.33212
20 to 24,0.88783,0.36556,0.49173,1.58207,4.13263,2.14199,1.00757,0.66463,0.80986,0.78792,0.72384,0.5589,0.38278,0.23367,0.10565,0.10723
25 to 29,1.10353,0.82148,0.44425,0.7525,2.08777,2.95447,1.72538,1.25209,1.05039,0.86788,1.03734,0.93181,0.65398,0.36199,0.15811,0.08303
30 to 34,1.18662,1.06854,0.74434,0.56382,1.37988,2.00193,2.16661,1.59116,1.4363,1.05922,1.06171,1.15144,0.83177,0.53941,0.17721,0.18699
35 to 39,0.97869,1.0084,0.86845,0.79539,1.15542,1.55661,1.82992,2.1199,1.61337,1.24874,1.05012,0.94039,0.96972,0.4689,0.36415,0.23305
40 to 44,0.68449,0.83555,0.89931,0.90184,1.01013,1.25478,1.4028,1.81987,1.90352,1.29213,1.38367,1.09133,0.87352,0.55456,0.4372,0.26927
45 to 49,0.51119,0.45565,0.58923,0.78057,1.11159,1.08992,1.10988,1.21826,1.4271,1.31851,1.45165,0.89883,0.76799,0.35045,0.32178,0.30388
50 to 54,0.57117,0.34957,0.37311,0.37901,0.72695,0.97089,0.91622,0.91143,1.04125,0.98629,1.17456,1.02833,0.71766,0.40871,0.21901,0.22668
55 to 59,0.52907,0.38503,0.24802,0.21288,0.47394,0.56574,0.70309,0.5615,0.45837,0.522,0.79889,0.88259,0.78467,0.3906,0.17118,0.1449
60 to 64,0.38517,0.40255,0.21767,0.16599,0.23597,0.29612,0.3908,0.42611,0.35726,0.27229,0.38206,0.54349,0.4919,0.3951,0.3345,0.12805
65 to 69,0.30884,0.25538,0.20256,0.12915,0.11818,0.12666,0.1793,0.23097,0.18767,0.1338,0.14067,0.20499,0.31457,0.27479,0.34212,0.19952
70 to 74,0.20556,0.13848,0.16758,0.08047,0.12391,0.06321,0.08436,0.13909,0.12525,0.1072,0.09301,0.09584,0.19278,0.22152,0.30495,0.17241
75+,0.1059,0.10384,0.12702,0.05562,0.10048,0.03654,0.07748,0.0524,0.05574,0.09298,0.07305,0.06716,0.08149,0.09209,0.15109,0.09706
