Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.59227,0.88205,0.30013,0.18734,0.43499,0.71053,0.84943,0.94799,0.62426,0.41041,0.67185,1.31012,1.52735,1.23823,0.5286,0.47241
5 to 9,0.82451,8.09801,2.40098,0.41259,0.31914,0.34132,0.94348,1.33634,1.02969,0.74795,0.68671,1.31292,1.41684,1.7467,1.40737,0.61295
10 to 14,0.36101,1.1135,11.10372,3.28834,0.38108,0.17115,0.66642,1.08699,1.17009,0.86183,0.90931,0.82197,0.85985,1.32432,1.05488,0.80818
15 to 19,0.2308,0.28701,0.83854,8.97938,2.35586,0.51877,0.29863,0.55741,0.84896,1.07916,0.98306,0.9583,0.81045,0.67946,0.86562,0.60968
20 to 24,0.31842,0.16921,0.29778,0.93445,3.80134,1.64861,0.86767,0.60955,0.7473,0.83818,1.06492,0.96778,0.72977,0.66526,0.28304,0.22639
25 to 29,0.49737,0.39901,0.26281,0.45016,1.79826,2.79683,1.62297,1.23019,0.99837,0.87816,1.28614,1.47636,1.06685,0.84214,0.56851,0.22506
30 to 34,0.6126,0.60149,0.40888,0.32473,1.12693,1.64921,2.39433,1.60912,1.36341,1.01706,1.08343,1.52693,1.23495,1.2343,0.52231,0.36953
35 to 39,0.54889,0.65227,0.59529,0.49098,0.90272,1.23129,1.66781,2.42141,1.53567,1.18971,0.99683,1.08138,1.23908,1.24437,0.91034,0.50753
40 to 44,0.33368,0.54819,0.69533,0.61099,0.82424,0.97881,1.19927,1.69987,2.0156,1.24787,1.2663,1.08099,0.97934,1.09838,0.95796,0.49861
45 to 49,0.21715,0.2595,0.41586,0.57108,1.00881,0.84804,0.93451,1.0945,1.28442,1.55354,1.41235,0.97653,0.76991,0.61536,0.71067,0.52532
50 to 54,0.2587,0.18454,0.24478,0.29746,0.68503,0.80264,0.77372,0.78948,0.8657,0.96505,1.3952,1.30577,0.82406,0.71709,0.57975,0.51341
55 to 59,0.22665,0.19404,0.14868,0.1344,0.40031,0.43259,0.57786,0.49316,0.35079,0.44226,0.8212,1.42306,1.03656,0.82127,0.45714,0.32549
60 to 64,0.16858,0.18585,0.11506,0.09061,0.16449,0.1904,0.29526,0.38754,0.28703,0.23842,0.37902,0.75927,1.14155,0.85476,0.80777,0.25534
65 to 69,0.12945,0.12862,0.11486,0.07097,0.08851,0.08392,0.1425,0.24099,0.18273,0.13529,0.173,0.36476,0.62832,1.01724,0.72697,0.37073
70 to 74,0.08698,0.06783,0.08983,0.04415,0.10189,0.04771,0.07858,0.14949,0.13129,0.12736,0.13126,0.18442,0.38785,0.44369,0.8354,0.32809
75+,0.04591,0.05199,0.0748,0.03086,0.08429,0.0309,0.07103,0.06009,0.06178,0.11465,0.11189,0.13024,0.15895,0.2116,0.33948,0.26339
