Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.85222,0.98124,0.33857,0.23888,0.49577,1.02143,0.96164,0.84001,0.60401,0.38419,0.58511,0.91578,1.04158,0.77723,0.40363,0.37796
5 to 9,1.05782,8.10883,2.46478,0.53099,0.38296,0.47269,1.04304,1.19899,1.00108,0.70242,0.61805,0.93899,0.96199,1.08728,1.05521,0.4864
10 to 14,0.49425,1.28555,11.21573,3.90083,0.45087,0.24026,0.71635,0.96636,1.16328,0.82518,0.82028,0.60081,0.58074,0.82111,0.79036,0.63834
15 to 19,0.31439,0.35537,0.96928,11.64321,3.28896,0.72293,0.332,0.51317,0.8606,1.10641,0.92626,0.73045,0.58385,0.42784,0.66337,0.4859
20 to 24,0.46079,0.22994,0.35649,1.28283,4.81255,2.23279,0.97951,0.61344,0.80557,0.88142,1.03365,0.79491,0.61683,0.45924,0.21639,0.18307
25 to 29,0.72456,0.48821,0.29715,0.58401,2.06144,3.74891,1.8107,1.24187,1.11085,0.94836,1.33436,1.27535,0.98665,0.65748,0.42795,0.18254
30 to 34,0.92788,0.75405,0.45174,0.41824,1.31168,2.16613,2.75549,1.63199,1.5298,1.15673,1.22376,1.43131,1.15254,0.91938,0.40702,0.30503
35 to 39,0.81811,0.84231,0.6874,0.63905,1.05488,1.57877,1.91508,2.46749,1.72027,1.34036,1.15989,1.10137,1.20599,0.83542,0.70441,0.41741
40 to 44,0.50059,0.71496,0.84689,0.81486,0.97813,1.28642,1.42804,1.83598,2.33358,1.44684,1.53469,1.21775,1.06224,0.8094,0.72879,0.41373
45 to 49,0.3157,0.32752,0.49458,0.78751,1.2413,1.13482,1.13133,1.20833,1.53401,1.79708,1.67388,1.06248,0.92374,0.49118,0.55089,0.42799
50 to 54,0.37207,0.23011,0.2832,0.40439,0.85296,1.14344,0.95259,0.92226,1.10437,1.14057,1.64337,1.32487,0.90437,0.58017,0.44838,0.42203
55 to 59,0.32927,0.23875,0.17059,0.18229,0.51764,0.65825,0.74756,0.57527,0.48465,0.59271,1.00446,1.34841,1.04726,0.61057,0.35768,0.26782
60 to 64,0.24428,0.2313,0.13136,0.12298,0.24213,0.34364,0.41631,0.41717,0.3855,0.31448,0.45915,0.69576,0.95074,0.6145,0.6351,0.21189
65 to 69,0.19048,0.16075,0.13108,0.0951,0.11349,0.1415,0.18364,0.23381,0.2018,0.15401,0.17347,0.27868,0.46162,0.69746,0.5778,0.30801
70 to 74,0.12841,0.08445,0.10193,0.05866,0.11829,0.06853,0.08767,0.13418,0.12928,0.12215,0.11811,0.13176,0.26966,0.2919,0.66982,0.27414
75+,0.067,0.06441,0.08511,0.04011,0.09725,0.04285,0.07921,0.05392,0.06121,0.10748,0.09887,0.09103,0.11087,0.13782,0.27356,0.22262
