Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.13187,1.04007,0.34253,0.20854,0.34914,0.57402,0.6302,0.63143,0.44224,0.29689,0.42352,0.73718,0.93506,0.70086,0.39624,0.32838
5 to 9,0.97912,9.40839,2.82782,0.5132,0.3252,0.257,0.64949,0.9652,0.77956,0.5753,0.52462,0.80384,0.87175,0.96423,1.00587,0.42797
10 to 14,0.38005,1.27526,12.99784,4.20181,0.39124,0.13651,0.42253,0.68687,0.99265,0.72993,0.70613,0.54462,0.53254,0.70928,0.77099,0.54078
15 to 19,0.23686,0.30853,1.11791,13.5445,4.1987,0.83716,0.44369,0.76106,0.99975,1.43884,1.167,0.92191,0.66156,0.44622,0.69885,0.44746
20 to 24,0.3029,0.22843,0.40285,2.07127,6.05562,2.13059,1.04989,0.7943,1.01912,1.07933,1.22724,0.98598,0.85136,0.49844,0.27892,0.1843
25 to 29,0.49647,0.38497,0.30434,0.92928,2.31787,3.57848,1.70958,1.42237,1.35413,1.15026,1.59172,1.57024,1.36543,0.77736,0.48854,0.19054
30 to 34,0.75578,0.63587,0.45071,0.76723,1.56402,2.02561,2.64257,1.75805,1.77394,1.44173,1.4948,1.71356,1.47222,1.05876,0.49526,0.32707
35 to 39,0.69745,0.88681,0.79513,0.96319,1.39464,1.63097,1.89365,2.80843,2.0118,1.65789,1.48148,1.40639,1.60871,0.92883,0.87,0.3969
40 to 44,0.4255,0.74397,1.1665,1.29155,1.22772,1.40127,1.51553,2.14055,2.89248,1.80386,1.97543,1.61473,1.51031,0.97707,0.92582,0.41616
45 to 49,0.23669,0.32048,0.65407,1.25635,1.57978,1.15178,1.23441,1.43517,1.87154,2.34475,2.14843,1.37113,1.36943,0.61561,0.71671,0.4759
50 to 54,0.27748,0.20606,0.3252,0.70114,1.14473,1.2147,0.9565,1.11482,1.37975,1.41044,2.23262,1.72247,1.30763,0.69993,0.59621,0.47209
55 to 59,0.23747,0.20405,0.18697,0.31225,0.65238,0.70828,0.72051,0.63998,0.59734,0.74499,1.24306,1.93036,1.5618,0.7816,0.48801,0.30701
60 to 64,0.17828,0.20143,0.14098,0.18397,0.33284,0.40657,0.40503,0.41261,0.45179,0.39534,0.57593,0.92194,1.62796,0.8834,0.94556,0.25355
65 to 69,0.14022,0.13773,0.13271,0.10923,0.10723,0.11245,0.13434,0.19324,0.18192,0.15949,0.18151,0.31661,0.626,1.26067,0.82502,0.36412
70 to 74,0.09545,0.07237,0.10558,0.05873,0.1053,0.04603,0.05459,0.10712,0.11336,0.12151,0.12071,0.15464,0.36161,0.3713,1.32015,0.34282
75+,0.05194,0.06034,0.09298,0.04504,0.08789,0.02926,0.05124,0.04324,0.05368,0.10935,0.10385,0.10606,0.15155,0.19165,0.46472,0.34988
