Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.86312,1.76024,0.86418,0.49087,0.71112,1.27695,1.14493,1.07324,0.61622,0.29556,0.38821,0.6204,0.66691,0.40367,0.13607,0.11114
5 to 9,2.26636,6.78638,3.03637,0.92752,0.5172,0.61198,1.25348,1.39978,0.90826,0.54002,0.43135,0.69117,0.67196,0.6051,0.37465,0.14693
10 to 14,1.30742,2.39285,9.75063,2.96248,0.54485,0.29521,0.81908,1.02242,0.82871,0.51442,0.52888,0.41452,0.39324,0.44206,0.2544,0.17939
15 to 19,0.77972,0.803,1.37781,6.82876,2.68684,0.88692,0.42371,0.67939,0.64867,0.68011,0.58197,0.51886,0.37635,0.25652,0.19481,0.13462
20 to 24,1.19968,0.48647,0.66401,1.89067,4.31945,2.42748,1.1913,0.77244,0.84484,0.66102,0.6862,0.58568,0.50638,0.31101,0.05128,0.04279
25 to 29,1.78528,1.14478,0.60913,1.00178,2.48984,3.67803,2.18936,1.59362,1.3503,1.03331,1.22251,1.06703,0.90678,0.64429,0.10026,0.04113
30 to 34,1.99264,1.45712,0.83552,0.72834,1.65621,2.48287,2.76939,1.92866,1.7432,1.31969,1.34222,1.35752,1.02616,0.70414,0.08667,0.05824
35 to 39,1.74869,1.5304,1.09005,0.97895,1.41793,1.99495,2.31773,2.55827,1.91638,1.50984,1.37296,1.2104,1.18678,0.44577,0.14863,0.08647
40 to 44,1.21111,1.33571,1.22577,1.0856,1.20388,1.67318,1.84864,2.30799,2.27799,1.55849,1.84091,1.46307,1.18922,0.63822,0.14882,0.07766
45 to 49,0.83657,0.69074,0.79705,0.99053,1.28248,1.38532,1.4999,1.59449,1.8208,1.59403,1.88933,1.24843,1.15448,0.49774,0.12174,0.08216
50 to 54,1.0081,0.54136,0.52459,0.57081,0.94184,1.30268,1.18872,1.26375,1.41574,1.18716,1.60312,1.36875,1.06069,0.64062,0.12273,0.09265
55 to 59,0.92023,0.58802,0.33587,0.29607,0.60868,0.76934,0.91644,0.7376,0.62739,0.71828,1.05197,1.08719,1.06167,0.50302,0.09049,0.05625
60 to 64,0.67928,0.5727,0.26587,0.21238,0.33923,0.45258,0.51053,0.45859,0.43418,0.32727,0.44023,0.58321,0.51635,0.42093,0.13391,0.03769
65 to 69,0.54148,0.39432,0.26384,0.15987,0.1567,0.20035,0.2416,0.24951,0.19047,0.15308,0.13185,0.18533,0.26714,0.18705,0.10527,0.0563
70 to 74,0.36444,0.20545,0.19991,0.08731,0.12713,0.06396,0.0802,0.10773,0.07158,0.04882,0.04657,0.04944,0.09659,0.0835,0.09232,0.04147
75+,0.18305,0.15213,0.16464,0.05763,0.10271,0.03726,0.07161,0.04311,0.03375,0.04174,0.03621,0.03484,0.03888,0.03926,0.05051,0.02544
