Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.52793,1.44927,0.63341,0.35615,0.6805,1.28604,1.20907,0.98018,0.62492,0.36616,0.55088,0.83613,0.82344,0.42735,0.1659,0.10752
5 to 9,1.9639,6.47722,2.73431,0.72332,0.49968,0.62258,1.36949,1.36044,0.98043,0.66904,0.57837,0.87751,0.76172,0.58862,0.42227,0.13941
10 to 14,1.1558,2.14705,11.64715,3.52503,0.55964,0.31537,0.9479,1.0799,0.99992,0.70839,0.76559,0.5606,0.44973,0.43581,0.29395,0.17696
15 to 19,0.69898,0.71579,1.26384,8.64206,2.85285,0.82485,0.40044,0.56651,0.72498,0.83131,0.76015,0.62642,0.43597,0.21591,0.23735,0.13557
20 to 24,1.10375,0.42679,0.55048,1.46292,4.11565,2.03258,0.87117,0.44898,0.52361,0.5512,0.65674,0.51673,0.34954,0.19914,0.06705,0.04479
25 to 29,1.62264,1.00281,0.48972,0.71916,1.9379,2.70295,1.44907,0.77709,0.58277,0.49835,0.71493,0.72645,0.48036,0.23757,0.1383,0.04244
30 to 34,1.83248,1.34045,0.70327,0.50092,1.15096,1.66645,1.84554,1.06744,0.83491,0.57578,0.61823,0.75343,0.55164,0.34633,0.12259,0.06588
35 to 39,1.59061,1.38827,0.93879,0.73782,0.85612,1.13393,1.41642,1.44159,0.98121,0.72713,0.59742,0.56582,0.57879,0.33091,0.20824,0.09809
40 to 44,1.08214,1.21433,1.07264,0.86136,0.82618,0.88588,1.01104,1.17648,1.23131,0.80683,0.82535,0.62032,0.49482,0.29269,0.20711,0.09395
45 to 49,0.73259,0.61038,0.67905,0.79425,1.02368,0.84957,0.7809,0.7698,0.89428,0.88446,0.91246,0.57448,0.42275,0.15767,0.15437,0.09007
50 to 54,0.88731,0.46737,0.43565,0.44693,0.7044,0.84107,0.74016,0.5769,0.63125,0.65289,0.79284,0.71366,0.43277,0.19275,0.13855,0.09282
55 to 59,0.80985,0.50574,0.27457,0.21905,0.46275,0.49203,0.59172,0.39188,0.26662,0.32153,0.54397,0.59819,0.4705,0.20572,0.10042,0.05356
60 to 64,0.59816,0.49109,0.21432,0.1564,0.20767,0.24763,0.34276,0.33663,0.23471,0.1758,0.24961,0.36918,0.349,0.19396,0.16307,0.03921
65 to 69,0.46997,0.33844,0.21532,0.11882,0.11784,0.12893,0.17797,0.20667,0.13936,0.08705,0.0989,0.16359,0.21828,0.17592,0.1383,0.0578
70 to 74,0.31254,0.17686,0.16417,0.07388,0.13168,0.07223,0.09953,0.1259,0.09378,0.0783,0.07433,0.07729,0.1317,0.09804,0.1306,0.04812
75+,0.15874,0.13093,0.13426,0.04908,0.10661,0.04354,0.08684,0.05018,0.04491,0.06903,0.06003,0.05368,0.05263,0.04467,0.06823,0.03171
