Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.26408,1.46162,0.68039,0.42532,0.6639,0.96035,0.7831,0.83054,0.55918,0.3536,0.54139,0.75215,0.75136,0.5126,0.24142,0.20265
5 to 9,1.69073,7.87905,3.13956,0.88226,0.46541,0.47437,0.9641,1.21538,0.91172,0.66032,0.6121,0.82994,0.71259,0.72505,0.63061,0.2629
10 to 14,0.94633,2.05344,11.84637,4.135,0.533,0.22853,0.67199,0.98612,0.96528,0.7108,0.80725,0.54477,0.42204,0.54028,0.45961,0.34487
15 to 19,0.56691,0.6483,1.3997,10.57372,2.70052,0.63557,0.28387,0.50513,0.72205,0.86849,0.8118,0.61867,0.43792,0.27948,0.36888,0.26203
20 to 24,0.89585,0.38299,0.6056,1.82826,4.39886,1.91785,0.81526,0.57203,0.69883,0.69178,0.83199,0.61879,0.46197,0.32945,0.11205,0.09142
25 to 29,1.32226,0.94127,0.54562,0.90255,2.23936,2.76515,1.40163,1.05845,0.8969,0.75825,1.05845,0.95045,0.70698,0.5095,0.22664,0.08803
30 to 34,1.48925,1.27619,0.80728,0.62385,1.3715,1.70953,1.79599,1.31917,1.15595,0.86689,0.93733,1.02515,0.77941,0.63144,0.20845,0.14126
35 to 39,1.29863,1.32743,1.09665,0.94262,1.11023,1.30026,1.43357,1.83775,1.34798,1.05437,0.93345,0.83881,0.86441,0.53307,0.35993,0.21011
40 to 44,0.87359,1.14242,1.23818,1.10028,1.01596,1.0696,1.09031,1.52903,1.66552,1.13317,1.25379,0.9534,0.78665,0.56033,0.36235,0.19915
45 to 49,0.59262,0.57447,0.78162,1.01604,1.19313,0.94135,0.87532,1.02528,1.23631,1.23996,1.36581,0.84341,0.71608,0.37093,0.26992,0.19867
50 to 54,0.70845,0.4326,0.49136,0.55621,0.84039,0.9137,0.73935,0.78999,0.91075,0.90411,1.21483,1.01839,0.6892,0.45473,0.22817,0.19717
55 to 59,0.64507,0.46513,0.31032,0.27538,0.54565,0.53616,0.57845,0.49805,0.39933,0.48562,0.81926,0.88216,0.7517,0.42168,0.1737,0.11894
60 to 64,0.47527,0.45158,0.24059,0.19703,0.27211,0.29633,0.33018,0.37164,0.31865,0.25288,0.37199,0.51022,0.49956,0.39361,0.29749,0.09046
65 to 69,0.37264,0.31058,0.24084,0.1541,0.1394,0.13907,0.16193,0.22198,0.17317,0.13424,0.14344,0.20408,0.29206,0.2996,0.2583,0.1341
70 to 74,0.24825,0.16275,0.18528,0.09381,0.13232,0.05678,0.06897,0.1171,0.0969,0.08579,0.08602,0.0832,0.14819,0.14803,0.25332,0.11692
75+,0.12647,0.12104,0.15245,0.0632,0.10709,0.03402,0.06055,0.04729,0.04615,0.07579,0.07036,0.05721,0.0599,0.06919,0.12773,0.08009
