Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.58136,0.26032,0.10748,0.04649,0.10066,0.4596,0.62696,0.48694,0.17645,0.10156,0.20034,0.34972,0.45757,0.31667,0.21701,0.24578
5 to 9,0.4317,0.74599,0.28331,0.0893,0.04831,0.11815,0.58267,0.78293,0.42592,0.20364,0.15281,0.30836,0.39121,0.4484,0.56215,0.32078
10 to 14,0.19035,0.29963,1.19504,0.35009,0.07619,0.03315,0.20449,0.61809,0.71005,0.41524,0.27379,0.20021,0.26021,0.39036,0.47901,0.46782
15 to 19,0.0831,0.10986,0.3397,1.10435,0.40767,0.07527,0.0345,0.22787,0.50376,0.75486,0.47691,0.34212,0.25219,0.23373,0.48403,0.44521
20 to 24,0.13732,0.03535,0.05454,0.19514,1.18551,0.25522,0.06622,0.03382,0.11238,0.45891,0.55528,0.3774,0.19016,0.18456,0.09503,0.13549
25 to 29,0.37245,0.12958,0.02712,0.03514,0.20743,1.189,0.24093,0.04333,0.03202,0.07471,0.34328,0.40942,0.26816,0.1899,0.19177,0.10154
30 to 34,0.65127,0.47262,0.11153,0.01845,0.04449,0.23802,1.0953,0.18479,0.07327,0.03128,0.11285,0.30754,0.37163,0.2968,0.15037,0.11937
35 to 39,0.49491,0.55764,0.36705,0.15699,0.02092,0.03759,0.23487,1.11007,0.17372,0.08194,0.05442,0.09809,0.24464,0.29855,0.33728,0.24089
40 to 44,0.15759,0.33799,0.48208,0.3641,0.12225,0.01807,0.06564,0.17697,0.92305,0.16676,0.08465,0.04088,0.12779,0.25791,0.29543,0.26814
45 to 49,0.05985,0.09375,0.20485,0.43739,0.50577,0.05755,0.02028,0.04385,0.15523,0.9123,0.21118,0.13251,0.0523,0.10369,0.25435,0.22355
50 to 54,0.05102,0.02936,0.04512,0.15666,0.26927,0.24885,0.03884,0.02306,0.03149,0.14566,0.90606,0.26766,0.11775,0.08852,0.14683,0.33555
55 to 59,0.04066,0.02142,0.01119,0.03604,0.11091,0.10592,0.06076,0.01871,0.00481,0.02682,0.17149,0.94857,0.2148,0.12222,0.0724,0.11875
60 to 64,0.02263,0.01346,0.00826,0.00818,0.01324,0.03954,0.05775,0.03332,0.01994,0.00939,0.02927,0.1404,0.92393,0.15821,0.17205,0.04943
65 to 69,0.00636,0.0062,0.0075,0.00706,0.00226,0.00833,0.00819,0.01308,0.01688,0.00942,0.00819,0.03981,0.1169,0.74778,0.23013,0.08791
70 to 74,0.00278,0.00275,0.00558,0.00479,0.002,0.00091,0.00347,0.00756,0.00614,0.00725,0.00677,0.00568,0.02662,0.1098,0.55996,0.08311
75+,0.00419,0.00236,0.00205,0.00169,0.00205,0.00406,0.00288,0.00236,0.00625,0.00925,0.02726,0.01822,0.00539,0.0148,0.13815,0.19675
