Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.32531,0.63047,0.59148,0.39524,0.49405,0.73429,0.70421,0.70389,0.55502,0.3354,0.48046,0.71111,0.82673,0.62467,0.20569,0.23281
5 to 9,0.72287,0.45127,0.86613,0.46829,0.25034,0.32185,0.67224,0.73665,0.74069,0.49551,0.37372,0.58685,0.64193,0.76324,0.50476,0.42474
10 to 14,0.55906,0.69671,0.71188,0.61466,0.21909,0.15599,0.45954,0.64917,0.64077,0.56123,0.50279,0.30468,0.39968,0.63608,0.29809,0.45745
15 to 19,0.40992,0.46543,0.6173,0.64511,0.57219,0.29176,0.16765,0.36864,0.55186,0.62658,0.57297,0.57019,0.42759,0.37296,0.45151,0.48227
20 to 24,0.47641,0.18618,0.20322,0.36113,0.41199,0.41736,0.22593,0.10753,0.19122,0.29099,0.39897,0.38976,0.2607,0.27598,0.1004,0.13902
25 to 29,0.49686,0.45221,0.20899,0.2125,0.40791,0.25684,0.34666,0.12698,0.1029,0.1062,0.26464,0.42395,0.23226,0.25693,0.14606,0.10565
30 to 34,0.44888,0.48146,0.32316,0.13652,0.16403,0.25754,0.17738,0.19871,0.17658,0.08238,0.15197,0.2965,0.30623,0.48105,0.14728,0.06755
35 to 39,0.36905,0.38032,0.37597,0.26378,0.07527,0.09151,0.20705,0.12816,0.21637,0.15693,0.09206,0.12047,0.2457,0.30993,0.30415,0.19434
40 to 44,0.20356,0.29209,0.25163,0.23116,0.11082,0.04039,0.09886,0.14006,0.08581,0.11146,0.15577,0.07173,0.1698,0.28738,0.17866,0.1654
45 to 49,0.1105,0.15529,0.16798,0.18039,0.11722,0.04731,0.04109,0.05716,0.09394,0.0915,0.1593,0.1478,0.0995,0.1024,0.11677,0.19157
50 to 54,0.10117,0.10907,0.10166,0.15139,0.10083,0.09199,0.04604,0.04057,0.07724,0.14041,0.0538,0.12555,0.13083,0.1038,0.1209,0.47219
55 to 59,0.07691,0.08571,0.03767,0.06194,0.062,0.05182,0.03899,0.02313,0.0133,0.0341,0.06662,0.06932,0.11805,0.10306,0.07286,0.05319
60 to 64,0.05164,0.06472,0.03555,0.03838,0.02369,0.02519,0.03654,0.03505,0.04194,0.02759,0.03452,0.08963,0.04925,0.1113,0.12668,0.04357
65 to 69,0.02851,0.036,0.03761,0.02415,0.01042,0.01424,0.01557,0.01824,0.03024,0.01409,0.01196,0.04136,0.07728,0.03703,0.0971,0.0545
70 to 74,0.00749,0.01239,0.01303,0.01165,0.00707,0.00207,0.00695,0.01138,0.0088,0.00729,0.01119,0.01189,0.02988,0.07065,0.06709,0.07356
75+,0.00292,0.00568,0.00426,0.00341,0.00275,0.00229,0.00091,0.00147,0.00284,0.00668,0.01831,0.00506,0.00284,0.00526,0.03746,0.01563
