Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.49105,0.49195,0.39151,0.26744,0.41593,0.91257,0.89472,0.70269,0.44599,0.23157,0.34752,0.53806,0.41995,0.26113,0.11407,0.09614
5 to 9,0.96336,0.55789,0.78143,0.43259,0.25601,0.4287,1.05863,1.01942,0.76064,0.42002,0.28085,0.50031,0.37358,0.35863,0.29881,0.1236
10 to 14,0.66289,0.67648,0.92718,0.73872,0.26938,0.19716,0.66742,0.89747,0.81033,0.51087,0.38856,0.30415,0.22888,0.28986,0.22606,0.17961
15 to 19,0.42576,0.38743,0.64431,0.94499,0.71503,0.38198,0.21262,0.4902,0.6476,0.64441,0.46215,0.42137,0.23942,0.17065,0.20885,0.17003
20 to 24,0.63023,0.16489,0.21032,0.44827,0.72668,0.63471,0.28157,0.13121,0.24059,0.37814,0.40385,0.34421,0.16022,0.14795,0.04662,0.05131
25 to 29,0.81164,0.44235,0.17705,0.21961,0.50471,0.63531,0.50369,0.14646,0.11254,0.1598,0.27969,0.3952,0.19106,0.13708,0.10155,0.03926
30 to 34,0.714,0.55624,0.30386,0.12109,0.14749,0.34815,0.43234,0.2391,0.16701,0.06899,0.15031,0.29833,0.20868,0.19608,0.07344,0.04265
35 to 39,0.55675,0.47286,0.44578,0.31838,0.07689,0.11219,0.31096,0.31804,0.20911,0.12035,0.07255,0.12347,0.16598,0.20353,0.13662,0.08637
40 to 44,0.30265,0.34579,0.40099,0.37859,0.1755,0.05968,0.14356,0.18114,0.21799,0.11785,0.08818,0.06086,0.0877,0.15747,0.12104,0.08207
45 to 49,0.1587,0.16689,0.21658,0.34261,0.29035,0.1362,0.06503,0.07009,0.1319,0.15297,0.1113,0.11283,0.04323,0.0542,0.0952,0.07318
50 to 54,0.18198,0.10779,0.11246,0.22819,0.21544,0.23725,0.10829,0.05837,0.0642,0.11738,0.11585,0.14582,0.06643,0.05594,0.06762,0.08393
55 to 59,0.17567,0.12026,0.05797,0.08807,0.12531,0.14693,0.12581,0.05492,0.02007,0.0368,0.09666,0.09797,0.07363,0.06087,0.0335,0.0312
60 to 64,0.11133,0.08704,0.0446,0.05209,0.04021,0.08077,0.10899,0.08232,0.05395,0.02282,0.02884,0.07366,0.05372,0.04708,0.04725,0.01415
65 to 69,0.05217,0.04074,0.04063,0.02984,0.0154,0.02901,0.02932,0.04501,0.0481,0.01604,0.01185,0.03576,0.03766,0.03954,0.03155,0.02308
70 to 74,0.01926,0.01947,0.02656,0.01585,0.00972,0.00579,0.01657,0.02017,0.01806,0.0133,0.01129,0.00803,0.01226,0.02222,0.01972,0.01718
75+,0.01259,0.00987,0.00993,0.00869,0.00729,0.00816,0.00637,0.00586,0.01039,0.01452,0.01446,0.01006,0.00225,0.00489,0.02101,0.00584
