Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.76716,0.3016,0.15932,0.07055,0.10249,0.36594,0.54179,0.50974,0.27224,0.1518,0.27456,0.45163,0.67654,0.56979,0.48156,0.46535
5 to 9,0.49425,0.95539,0.46913,0.13466,0.07559,0.1518,0.495,0.69819,0.54773,0.32225,0.23303,0.44576,0.60042,0.7947,1.24692,0.62767
10 to 14,0.23529,0.42248,1.3807,0.37736,0.0881,0.06121,0.2218,0.50503,0.65616,0.47603,0.38939,0.28947,0.38846,0.66686,1.03315,0.90661
15 to 19,0.11867,0.16041,0.40343,1.08227,0.36834,0.13416,0.062,0.21339,0.43348,0.6891,0.52962,0.42532,0.39239,0.38999,0.94681,0.87058
20 to 24,0.15949,0.0646,0.08752,0.222,1.00732,0.33627,0.09076,0.04262,0.12543,0.39964,0.50872,0.39696,0.28993,0.33166,0.22183,0.26429
25 to 29,0.28133,0.16738,0.05586,0.06215,0.21332,1.06648,0.23527,0.04984,0.04646,0.11559,0.31468,0.48431,0.38844,0.33435,0.44087,0.19014
30 to 34,0.51418,0.37462,0.131,0.03679,0.04974,0.23703,0.87686,0.15694,0.08763,0.04465,0.13952,0.35299,0.48268,0.54577,0.36256,0.22267
35 to 39,0.57375,0.53458,0.36441,0.15287,0.02187,0.04282,0.22387,0.81504,0.17555,0.09694,0.06751,0.12032,0.33398,0.56525,0.69886,0.44464
40 to 44,0.31204,0.5149,0.58688,0.33555,0.11087,0.02621,0.07837,0.17784,0.70295,0.16653,0.10675,0.06359,0.17337,0.47655,0.67951,0.46675
45 to 49,0.08212,0.1716,0.26882,0.41984,0.36438,0.11272,0.02426,0.04147,0.14056,0.68503,0.20149,0.15635,0.08554,0.15403,0.5097,0.4498
50 to 54,0.06789,0.0612,0.10774,0.23843,0.2678,0.30262,0.05254,0.02581,0.0436,0.16741,0.63278,0.24338,0.14167,0.14188,0.35406,0.53863
55 to 59,0.0447,0.0449,0.03019,0.05717,0.12434,0.21935,0.09853,0.0213,0.00973,0.03841,0.15888,0.61608,0.25637,0.19896,0.16557,0.20919
60 to 64,0.03866,0.02797,0.01641,0.01829,0.02535,0.09256,0.10187,0.04861,0.0273,0.01724,0.03231,0.14691,0.65876,0.21564,0.30567,0.09154
65 to 69,0.01745,0.01462,0.01478,0.01108,0.00514,0.02143,0.02245,0.02814,0.03035,0.01244,0.0109,0.04993,0.13429,0.66215,0.26569,0.14536
70 to 74,0.00615,0.00657,0.01398,0.00612,0.00575,0.00358,0.01099,0.01203,0.01169,0.01113,0.01204,0.00847,0.03396,0.10555,0.63263,0.12297
75+,0.00991,0.00917,0.0102,0.00684,0.00688,0.01225,0.00835,0.00522,0.01026,0.02249,0.03224,0.02596,0.01019,0.02174,0.2056,0.18678
