Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.20611,0.47882,0.334,0.17527,0.19699,0.39469,0.39974,0.39632,0.22459,0.1425,0.17893,0.27171,0.29593,0.17265,0.03267,0.11641
5 to 9,0.65922,0.40629,0.70169,0.33201,0.14873,0.19698,0.49178,0.58581,0.42525,0.33518,0.21224,0.31591,0.46455,0.38472,0.21193,0.23034
10 to 14,0.49653,0.73932,0.63292,0.53745,0.17832,0.1163,0.37092,0.57623,0.49102,0.46285,0.37391,0.25836,0.36795,0.46673,0.24859,0.37428
15 to 19,0.30977,0.4683,0.58481,0.65077,0.49427,0.25167,0.16923,0.41651,0.43434,0.5863,0.49055,0.41826,0.38657,0.32771,0.23294,0.51599
20 to 24,0.34202,0.16586,0.18935,0.32959,0.35347,0.34459,0.19125,0.10167,0.16124,0.28798,0.36274,0.288,0.25395,0.24148,0.03476,0.13474
25 to 29,0.54033,0.4663,0.20043,0.21761,0.37843,0.24743,0.31291,0.13286,0.10769,0.16507,0.22338,0.30825,0.25441,0.23747,0.12295,0.11276
30 to 34,0.40534,0.46661,0.26381,0.12864,0.12268,0.18279,0.13458,0.18685,0.14477,0.08467,0.15965,0.29126,0.29976,0.36223,0.08325,0.18705
35 to 39,0.32327,0.39186,0.33011,0.2721,0.0615,0.07363,0.19041,0.11693,0.13845,0.14978,0.09209,0.12303,0.22196,0.33124,0.14679,0.3748
40 to 44,0.12824,0.21742,0.19086,0.16621,0.0808,0.03253,0.07932,0.08968,0.06548,0.08951,0.06759,0.05755,0.09115,0.18282,0.09793,0.14886
45 to 49,0.06763,0.12601,0.12688,0.14269,0.09281,0.05236,0.03825,0.05051,0.0698,0.05105,0.04877,0.12299,0.06602,0.09754,0.054,0.16579
50 to 54,0.07488,0.10253,0.09554,0.15117,0.1012,0.07628,0.06043,0.05185,0.04279,0.05931,0.0393,0.11705,0.17773,0.1137,0.09489,0.27661
55 to 59,0.06526,0.08533,0.0451,0.05921,0.0565,0.04136,0.05347,0.03372,0.01522,0.04374,0.0694,0.03994,0.04612,0.11289,0.04629,0.12274
60 to 64,0.05219,0.11013,0.05876,0.05749,0.03619,0.03851,0.06349,0.05747,0.04083,0.03588,0.0666,0.04452,0.03367,0.06222,0.05555,0.06033
65 to 69,0.02312,0.04434,0.05149,0.03654,0.01486,0.01909,0.02163,0.03677,0.03626,0.02735,0.01934,0.05986,0.0449,0.03373,0.02994,0.12576
70 to 74,0.00344,0.01252,0.01997,0.01019,0.00393,0.00249,0.00713,0.0102,0.00895,0.00677,0.01276,0.00983,0.01341,0.02145,0,0.04584
75+,0.00501,0.0088,0.0076,0.00735,0.00507,0.00415,0.00547,0.00625,0.00563,0.01377,0.01852,0.01805,0.00479,0.0142,0.02772,0.00541
