Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.51482,0.42423,0.25035,0.1164,0.19102,0.55695,0.75254,0.80877,0.58748,0.32283,0.40934,0.55007,0.54433,0.33243,0.13741,0.11532
5 to 9,0.61593,0.75956,0.54758,0.19024,0.10817,0.23628,0.81353,1.16552,1.03796,0.59307,0.33425,0.53279,0.48972,0.46414,0.35738,0.15749
10 to 14,0.38162,0.58162,1.10202,0.41619,0.12152,0.1019,0.47143,1.00538,1.22921,0.78739,0.48669,0.32775,0.3101,0.38808,0.2882,0.22562
15 to 19,0.23151,0.29357,0.506,0.80841,0.39918,0.19798,0.13651,0.5067,0.9623,1.05052,0.59665,0.44967,0.31198,0.221,0.26503,0.21968
20 to 24,0.37248,0.12425,0.14105,0.25283,0.70635,0.40029,0.19002,0.12525,0.34433,0.64223,0.56084,0.38637,0.21513,0.19314,0.06201,0.06548
25 to 29,0.57023,0.37459,0.11844,0.1061,0.28445,0.75032,0.40062,0.14734,0.15115,0.24802,0.39207,0.46514,0.27206,0.1906,0.1281,0.04813
30 to 34,0.6332,0.61648,0.24276,0.06168,0.07534,0.25817,0.71983,0.29484,0.23723,0.10498,0.20769,0.37348,0.32104,0.28945,0.09905,0.05549
35 to 39,0.52838,0.6093,0.44083,0.19833,0.0375,0.06831,0.29069,0.7807,0.33819,0.19264,0.09774,0.14805,0.25214,0.31421,0.19486,0.11584
40 to 44,0.23881,0.42633,0.47123,0.30767,0.12459,0.03731,0.11931,0.24679,0.72062,0.23228,0.12807,0.07242,0.13568,0.25271,0.1821,0.11363
45 to 49,0.10976,0.175,0.2311,0.30309,0.27376,0.10281,0.04865,0.08224,0.24452,0.54715,0.184,0.13842,0.06225,0.0869,0.1361,0.10573
50 to 54,0.1229,0.09334,0.09212,0.16297,0.18317,0.21071,0.08785,0.06314,0.09618,0.22211,0.339,0.19501,0.09795,0.08072,0.09249,0.12172
55 to 59,0.10712,0.10084,0.0403,0.05223,0.08707,0.12174,0.11231,0.06021,0.02706,0.05939,0.15204,0.25658,0.12799,0.0914,0.04515,0.04593
60 to 64,0.07207,0.06948,0.03084,0.02678,0.02272,0.06101,0.09908,0.09573,0.07846,0.03504,0.04081,0.10809,0.16937,0.08058,0.06525,0.01984
65 to 69,0.03082,0.03365,0.02845,0.0161,0.00734,0.01885,0.02395,0.05426,0.07589,0.02723,0.01604,0.04481,0.06713,0.12298,0.05152,0.03327
70 to 74,0.01146,0.01583,0.02048,0.00853,0.00581,0.00351,0.01321,0.02502,0.0297,0.02326,0.01607,0.0096,0.01883,0.03946,0.05895,0.02565
75+,0.01036,0.01093,0.00867,0.00603,0.00541,0.00738,0.00604,0.00701,0.01698,0.0295,0.02639,0.01545,0.00372,0.00814,0.03493,0.01689
