Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.15756,0.26493,0.21027,0.13833,0.25984,0.39782,0.32495,0.27121,0.19904,0.11098,0.15546,0.20186,0.21816,0.12541,0.07192,0.05984
5 to 9,0.41159,0.23853,0.4251,0.17579,0.13281,0.22341,0.47746,0.45987,0.31232,0.19241,0.12195,0.19499,0.21886,0.17977,0.21966,0.08978
10 to 14,0.33124,0.42062,0.48312,0.36699,0.12904,0.09313,0.36984,0.55297,0.45123,0.29492,0.18662,0.1315,0.14813,0.18085,0.20349,0.16604
15 to 19,0.27154,0.24404,0.41852,0.40483,0.36778,0.14256,0.0976,0.34553,0.44265,0.43625,0.24832,0.18754,0.15274,0.11372,0.21473,0.18947
20 to 24,0.51909,0.15102,0.14878,0.25408,0.34047,0.31626,0.122,0.08041,0.20554,0.34405,0.29384,0.20199,0.12393,0.0991,0.05452,0.06769
25 to 29,0.5184,0.44613,0.14417,0.10565,0.28732,0.29372,0.25179,0.07654,0.07225,0.13799,0.23063,0.29164,0.18817,0.11016,0.10952,0.04342
30 to 34,0.41801,0.50931,0.3149,0.08475,0.08628,0.19603,0.22674,0.16748,0.10444,0.05012,0.14265,0.29243,0.29456,0.2267,0.11524,0.07393
35 to 39,0.29192,0.35973,0.39449,0.2682,0.05578,0.0588,0.17753,0.20548,0.1584,0.08374,0.05798,0.11633,0.25318,0.30563,0.24654,0.16497
40 to 44,0.20478,0.25498,0.29823,0.27481,0.16129,0.04131,0.08128,0.14011,0.16326,0.12873,0.07874,0.04196,0.11278,0.26106,0.28296,0.23851
45 to 49,0.1363,0.1659,0.19743,0.24739,0.24938,0.119,0.04618,0.05538,0.14418,0.17307,0.14086,0.10857,0.06107,0.09117,0.32561,0.31196
50 to 54,0.147,0.11796,0.10167,0.15568,0.16098,0.18694,0.09616,0.05589,0.06251,0.14957,0.12817,0.16778,0.0854,0.06477,0.17159,0.29516
55 to 59,0.13159,0.12667,0.05879,0.06488,0.09347,0.11158,0.11485,0.06558,0.01672,0.0405,0.11948,0.14032,0.14673,0.08744,0.05815,0.10201
60 to 64,0.07716,0.09222,0.04477,0.04101,0.03079,0.06001,0.09862,0.09963,0.05623,0.02572,0.02841,0.10466,0.1097,0.10488,0.10127,0.03377
65 to 69,0.03596,0.03932,0.04031,0.02445,0.01135,0.01992,0.02285,0.05506,0.06154,0.02115,0.01044,0.03658,0.08081,0.08695,0.09063,0.06954
70 to 74,0.01524,0.02316,0.03107,0.01704,0.01078,0.00469,0.01568,0.02617,0.02892,0.03176,0.02058,0.00916,0.02456,0.0611,0.06983,0.08051
75+,0.00842,0.00994,0.0104,0.00794,0.00724,0.00549,0.00557,0.00682,0.01635,0.03273,0.02859,0.01807,0.00437,0.01199,0.07898,0.03929
