Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.43602,0.56699,0.40399,0.21198,0.2996,0.58647,0.59343,0.60887,0.4211,0.26511,0.40917,0.60503,0.64381,0.39226,0.23393,0.20733
5 to 9,0.73516,0.72512,0.82607,0.33791,0.17778,0.26962,0.68855,0.87094,0.70777,0.47783,0.33391,0.5828,0.58841,0.55752,0.6159,0.27908
10 to 14,0.49916,0.79024,1.13973,0.6256,0.19043,0.12283,0.43286,0.78043,0.78316,0.60028,0.47873,0.36199,0.37213,0.46709,0.48788,0.41024
15 to 19,0.3188,0.43343,0.70737,0.89604,0.53712,0.23528,0.13182,0.4201,0.6289,0.7624,0.5625,0.48375,0.373,0.26181,0.44132,0.38855
20 to 24,0.49588,0.18898,0.2209,0.38443,0.64947,0.41861,0.17945,0.10979,0.23779,0.46146,0.50939,0.40637,0.25094,0.22744,0.09747,0.11573
25 to 29,0.65312,0.529,0.18675,0.17849,0.38391,0.50197,0.34037,0.12576,0.10959,0.19112,0.35501,0.47744,0.30782,0.21285,0.20526,0.08324
30 to 34,0.61767,0.71652,0.34877,0.1019,0.11131,0.24749,0.37016,0.22014,0.16481,0.08337,0.19526,0.37373,0.3553,0.32611,0.15783,0.09707
35 to 39,0.49256,0.62805,0.53929,0.29074,0.05781,0.07547,0.22285,0.36101,0.21361,0.14803,0.09406,0.15242,0.28266,0.34664,0.309,0.2003
40 to 44,0.26265,0.46207,0.51116,0.37215,0.14881,0.04129,0.10029,0.17305,0.27743,0.15654,0.11721,0.07605,0.1489,0.27766,0.28403,0.19393
45 to 49,0.13124,0.21151,0.26616,0.34288,0.26538,0.09937,0.0442,0.0645,0.14252,0.23885,0.15461,0.14191,0.07287,0.09495,0.22606,0.17698
50 to 54,0.14741,0.13031,0.13008,0.21475,0.19061,0.18051,0.07632,0.05294,0.06531,0.15379,0.18797,0.19219,0.11269,0.09318,0.15427,0.2082
55 to 59,0.13953,0.14452,0.06417,0.07823,0.10658,0.11292,0.09205,0.05002,0.01978,0.04563,0.13341,0.15756,0.13329,0.10068,0.07342,0.0764
60 to 64,0.09091,0.10533,0.04943,0.04489,0.03237,0.06064,0.08295,0.07942,0.05563,0.02891,0.03883,0.10245,0.11379,0.08527,0.10516,0.03468
65 to 69,0.04141,0.05002,0.04589,0.02573,0.01165,0.02034,0.0216,0.04447,0.052,0.02104,0.01542,0.04529,0.06911,0.0866,0.07533,0.05829
70 to 74,0.01554,0.02373,0.03096,0.01419,0.00786,0.00397,0.01213,0.02032,0.02028,0.01861,0.01582,0.01033,0.02121,0.0411,0.05657,0.0432
75+,0.01068,0.01287,0.01213,0.00832,0.00638,0.00607,0.00487,0.00575,0.01151,0.02071,0.02201,0.01407,0.00408,0.00905,0.05157,0.01761
