Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.51694,0.51359,0.20908,0.06174,0.11136,0.55218,0.77828,0.50428,0.1418,0.01889,0.03209,0.05945,0.053,0.02802,0.1781,0.4239
5 to 9,0.7233,2.57924,0.41158,0.08471,0.00378,0.11505,0.72287,0.89814,0.41694,0.1684,0.03968,0.07205,0.01268,0.03036,0,0.05685
10 to 14,0.4224,0.54516,1.92604,0.51247,0.06287,0.02533,0.27409,0.80716,0.72858,0.57112,0.31199,0.06116,0.02057,0.01649,0,0.05136
15 to 19,0.09707,0.12374,0.35061,1.812,0.44586,0.01764,0,0.15447,0.45313,0.55423,0.53589,0.14227,0.03328,0.01323,0,0.08042
20 to 24,0.05706,0.0182,0.0129,0.10154,1.58817,0.11559,0.0172,0.0024,0.02225,0.10764,0.17993,0.01333,0.03916,0.0055,0.00995,0
25 to 29,0.27368,0.12331,0.02054,0.00241,0.10833,1.62377,0.13637,0.00914,0,0.00831,0.0488,0.03572,0.06854,0.00787,0,0
30 to 34,0.59435,0.36587,0.10009,0.00163,0.0327,0.16539,1.31699,0.16586,0.01348,0.01096,0.00543,0.05021,0.12193,0.0302,0.00998,0
35 to 39,0.46393,0.48963,0.34743,0.09283,6.00E-04,0.00449,0.38783,1.33758,0.13415,0.04234,0.02877,0.01631,0.03195,0.06279,0.07999,0.11873
40 to 44,0.19844,0.44,0.54344,0.27732,0.03877,0,0.00821,0.13848,1.26409,0.1647,0.02639,0.01115,0.00686,0.05121,0.10505,0.01802
45 to 49,0.0498,0.1252,0.35834,0.51932,0.18638,0.00476,0.0196,0.03519,0.11707,0.99476,0.18897,0.05712,0.00809,0.01071,0,0
50 to 54,0.0311,0.03024,0.0529,0.26633,0.2269,0.05992,0.01312,0.02009,0.04914,0.09408,1.34566,0.20183,0.04535,0.00869,0.0099,0.21599
55 to 59,0.01332,0.01196,0.02056,0.05514,0.07424,0.00862,0.01863,0.00296,0,0.00918,0.15588,1.2843,0.11905,0.02211,0,0
60 to 64,0.02268,0.00195,0.00248,0.01718,0.01334,0.00679,0.01008,0.00641,0.00104,0.0041,0.01915,0.04413,1.37896,0.12386,0.01845,0.25094
65 to 69,0.00803,0.00845,0.00031,0.00095,0.0025,0.00161,0,0.00183,0.01687,0.00863,0,0.00387,0.19479,1.03214,0.21671,0
70 to 74,0,0,0.00089,0.00046,0.00072,0,0,0.00399,0.00111,0.00046,0.00066,0.00796,0.00642,0.06056,0.29442,0.02641
75+,0.00635,0.00172,0,0.00888,0,0,0,0,0.00122,0.01544,0,0.01253,0.01392,0.00781,0,0
