Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.46639,0.6928,0.53019,0.30431,0.44692,0.82223,0.77581,0.8291,0.49181,0.30795,0.36439,0.63854,0.65397,0.57896,0.22767,0.18996
5 to 9,1.00746,0.71884,1.00351,0.49053,0.29452,0.4,0.87887,1.08251,0.76861,0.54926,0.32477,0.66428,0.64016,0.87529,0.62426,0.26778
10 to 14,0.70786,0.9145,1.05772,0.75229,0.29449,0.19776,0.54592,0.87969,0.71889,0.62173,0.43669,0.42309,0.41763,0.74726,0.49006,0.38031
15 to 19,0.42629,0.51844,0.73299,0.82898,0.67128,0.34674,0.18245,0.47136,0.52296,0.65504,0.4417,0.51228,0.39436,0.38301,0.431,0.34882
20 to 24,0.56759,0.21513,0.24394,0.40568,0.57657,0.51419,0.24134,0.14443,0.20271,0.35947,0.33644,0.37117,0.23605,0.3299,0.09047,0.10805
25 to 29,0.69288,0.51968,0.20744,0.21162,0.45526,0.43634,0.37763,0.16427,0.11291,0.1663,0.22341,0.37018,0.25099,0.26971,0.17034,0.07029
30 to 34,0.61898,0.62202,0.31966,0.11883,0.14988,0.27535,0.2525,0.21283,0.16749,0.08193,0.13135,0.2752,0.26112,0.38314,0.12422,0.07829
35 to 39,0.50542,0.53798,0.44774,0.28027,0.08176,0.10866,0.22112,0.23452,0.16832,0.14279,0.07804,0.13381,0.21671,0.41055,0.22799,0.15099
40 to 44,0.2762,0.39513,0.38572,0.29694,0.14649,0.05594,0.12595,0.15356,0.13177,0.11103,0.08594,0.07364,0.12756,0.32556,0.19798,0.14248
45 to 49,0.14766,0.2034,0.22603,0.27172,0.21904,0.10496,0.05656,0.07429,0.10026,0.11174,0.09423,0.14183,0.0769,0.1235,0.17193,0.1316
50 to 54,0.15823,0.13746,0.12468,0.19291,0.161,0.15586,0.07566,0.06464,0.05718,0.10797,0.07346,0.15613,0.10937,0.1437,0.14447,0.16776
55 to 59,0.14799,0.14789,0.06828,0.08314,0.10523,0.09587,0.07712,0.05063,0.01922,0.04412,0.08645,0.07663,0.09955,0.13246,0.07575,0.06804
60 to 64,0.09202,0.10423,0.05155,0.05127,0.03561,0.05557,0.0657,0.06615,0.04663,0.02972,0.02983,0.07314,0.05429,0.08839,0.08708,0.03476
65 to 69,0.04455,0.0501,0.04714,0.02836,0.01493,0.0222,0.02008,0.03983,0.03976,0.01787,0.01357,0.04095,0.0491,0.06255,0.05476,0.04919
70 to 74,0.01584,0.02206,0.02802,0.01445,0.009,0.00415,0.01108,0.01608,0.01286,0.01235,0.01205,0.01119,0.01784,0.04239,0.02638,0.03513
75+,0.00993,0.01083,0.00956,0.00707,0.0061,0.00554,0.00392,0.00429,0.00685,0.01187,0.01197,0.01099,0.00371,0.01021,0.03659,0.00759
