Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.19825,0.3832,0.28949,0.15634,0.27377,0.52685,0.44583,0.41734,0.27131,0.12717,0.15803,0.27567,0.25339,0.14439,0.07728,0.08914
5 to 9,0.60514,0.38509,0.64772,0.26803,0.14463,0.2773,0.65483,0.72236,0.53631,0.27597,0.15579,0.25981,0.27102,0.19613,0.25617,0.10331
10 to 14,0.45717,0.63206,0.64535,0.53047,0.16787,0.0999,0.44627,0.75523,0.71812,0.46187,0.28307,0.17381,0.18589,0.19936,0.25344,0.23392
15 to 19,0.25825,0.30805,0.50783,0.47654,0.46281,0.17145,0.07767,0.33779,0.56974,0.61633,0.3598,0.29569,0.1923,0.12883,0.2049,0.26439
20 to 24,0.417,0.12336,0.1472,0.28969,0.35572,0.32261,0.0967,0.05511,0.18168,0.40574,0.34789,0.27876,0.14664,0.10632,0.03432,0.06105
25 to 29,0.54481,0.43232,0.12243,0.11982,0.30506,0.34508,0.26027,0.06823,0.05863,0.13498,0.24924,0.3872,0.26149,0.13233,0.09691,0.05086
30 to 34,0.41294,0.49478,0.27292,0.0577,0.06458,0.18385,0.2504,0.16134,0.0794,0.03792,0.10358,0.28422,0.28106,0.19547,0.10145,0.07804
35 to 39,0.32684,0.40446,0.39104,0.22669,0.03648,0.04806,0.17282,0.26079,0.15825,0.06958,0.03598,0.08366,0.20924,0.21727,0.26234,0.20541
40 to 44,0.19119,0.29503,0.32429,0.28789,0.12807,0.02893,0.05878,0.13177,0.22097,0.1214,0.0594,0.03042,0.08176,0.17828,0.27778,0.20786
45 to 49,0.09056,0.13573,0.17883,0.24081,0.22364,0.08505,0.02814,0.03667,0.11509,0.1975,0.12416,0.08771,0.03222,0.06539,0.21027,0.21682
50 to 54,0.07771,0.0771,0.08,0.1394,0.13,0.13239,0.05043,0.0248,0.0358,0.11825,0.14976,0.14586,0.0568,0.0322,0.07528,0.12885
55 to 59,0.09,0.08316,0.03882,0.06088,0.08474,0.09349,0.07764,0.03246,0.00886,0.02826,0.10003,0.16262,0.14719,0.06769,0.03754,0.06648
60 to 64,0.04009,0.05025,0.02507,0.02744,0.02137,0.04701,0.05846,0.05062,0.02662,0.01047,0.01625,0.09376,0.11757,0.08959,0.07579,0.02539
65 to 69,0.0221,0.02252,0.02366,0.01756,0.00852,0.01609,0.0146,0.02871,0.03274,0.01396,0.00533,0.03018,0.08237,0.09477,0.07023,0.06996
70 to 74,0.00619,0.01005,0.0146,0.00731,0.00337,0.00198,0.00725,0.01448,0.01568,0.01338,0.00657,0.00447,0.01554,0.03356,0.06791,0.05666
75+,0.00574,0.00515,0.00669,0.00602,0.00392,0.00371,0.00373,0.00534,0.00952,0.01795,0.01098,0.01076,0.00336,0.01034,0.06723,0.03169
