Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.35522,0.25074,0.12416,0.06892,0.15639,0.42567,0.61399,0.71336,0.3825,0.25205,0.4622,0.77402,1.06955,0.62559,0.35245,0.34203
5 to 9,0.31401,0.58448,0.3377,0.11626,0.07578,0.15119,0.49702,0.93627,0.78606,0.52496,0.36923,0.75283,0.95365,0.88931,0.92391,0.45876
10 to 14,0.14684,0.32665,1.01948,0.39463,0.08907,0.05931,0.24414,0.67587,0.97662,0.78431,0.5808,0.47563,0.63128,0.74505,0.74266,0.66562
15 to 19,0.07826,0.1206,0.33442,0.90729,0.38763,0.11623,0.0627,0.28412,0.61934,1.02032,0.75571,0.67489,0.63049,0.43075,0.68197,0.6342
20 to 24,0.12688,0.0455,0.06041,0.17324,0.99985,0.30501,0.08866,0.06295,0.19655,0.54715,0.68322,0.56753,0.41671,0.36282,0.15377,0.19134
25 to 29,0.21798,0.14573,0.04737,0.05527,0.26666,0.91692,0.23993,0.07876,0.07804,0.17964,0.43528,0.6583,0.51547,0.34491,0.31285,0.13887
30 to 34,0.36097,0.30784,0.11452,0.03247,0.05302,0.22319,0.75407,0.20616,0.13675,0.07446,0.21525,0.53318,0.63264,0.52564,0.24141,0.15763
35 to 39,0.38088,0.44403,0.27658,0.12986,0.02567,0.05036,0.2204,0.97348,0.25029,0.15458,0.10937,0.19928,0.47072,0.56459,0.47629,0.32254
40 to 44,0.13858,0.34912,0.40304,0.27095,0.13902,0.02619,0.07593,0.20427,0.87106,0.25524,0.14731,0.09851,0.25158,0.46986,0.45037,0.32065
45 to 49,0.05278,0.13817,0.21524,0.36009,0.36971,0.08028,0.02666,0.05598,0.21866,0.84647,0.27206,0.21987,0.12076,0.16,0.34636,0.30009
50 to 54,0.05682,0.04693,0.06435,0.17585,0.25521,0.18143,0.04714,0.04019,0.05855,0.22849,0.74259,0.33584,0.20723,0.15693,0.24071,0.35772
55 to 59,0.03272,0.03637,0.01906,0.04032,0.08516,0.09024,0.06603,0.03034,0.01366,0.04887,0.19716,0.74366,0.31207,0.18333,0.11441,0.13919
60 to 64,0.02644,0.0242,0.01741,0.02207,0.02013,0.04009,0.06192,0.05046,0.04023,0.02492,0.0482,0.20995,0.70865,0.17762,0.17812,0.0599
65 to 69,0.00922,0.01187,0.01189,0.01221,0.0049,0.01146,0.01166,0.02818,0.04322,0.01918,0.01807,0.07486,0.16512,0.49084,0.16846,0.10157
70 to 74,0.00363,0.00553,0.00865,0.00493,0.00634,0.00206,0.00635,0.01303,0.01693,0.01628,0.01844,0.01336,0.04144,0.10425,0.30305,0.08333
75+,0.00417,0.00415,0.00396,0.0034,0.00406,0.00738,0.00345,0.00389,0.0093,0.02178,0.03058,0.03064,0.00829,0.01774,0.10771,0.10372
