Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.37866,0.32914,0.2332,0.12237,0.19002,0.46911,0.60862,0.68237,0.40261,0.25262,0.44068,0.94013,1.21711,0.8649,0.50288,0.41461
5 to 9,0.45042,0.61317,0.49991,0.19828,0.10395,0.20236,0.70391,1.00142,0.69804,0.46175,0.35689,0.91797,1.10823,1.22923,1.32762,0.56897
10 to 14,0.30122,0.47482,1.02874,0.43097,0.11947,0.08909,0.43096,0.91463,0.83401,0.61261,0.51913,0.5654,0.70508,1.03784,1.07888,0.82536
15 to 19,0.18252,0.24118,0.46411,0.84639,0.38305,0.16711,0.11923,0.46136,0.68584,0.82349,0.63155,0.76381,0.70098,0.58361,0.97144,0.79344
20 to 24,0.30828,0.10175,0.13233,0.26904,0.68293,0.34478,0.16342,0.11032,0.25135,0.51748,0.6104,0.65061,0.48019,0.50776,0.22498,0.24104
25 to 29,0.48159,0.33183,0.11696,0.11175,0.29405,0.64059,0.35144,0.12953,0.10523,0.20924,0.43804,0.79923,0.60985,0.49426,0.47237,0.1741
30 to 34,0.47665,0.5476,0.26091,0.06678,0.07329,0.21737,0.6154,0.26316,0.16648,0.08126,0.22715,0.65279,0.72984,0.74989,0.35939,0.2005
35 to 39,0.37452,0.48298,0.43383,0.2234,0.03551,0.05568,0.24524,0.66651,0.23252,0.14846,0.10094,0.2527,0.57104,0.82743,0.72232,0.41441
40 to 44,0.17325,0.31122,0.40447,0.34092,0.13245,0.03183,0.10285,0.21354,0.48422,0.1824,0.13892,0.12371,0.3033,0.66012,0.67861,0.41089
45 to 49,0.08666,0.13783,0.20312,0.31472,0.26715,0.10166,0.04203,0.07193,0.17027,0.43351,0.20033,0.23325,0.13946,0.22743,0.52286,0.38744
50 to 54,0.10898,0.08019,0.08491,0.16837,0.18251,0.18987,0.08206,0.0549,0.06953,0.17975,0.3767,0.33372,0.21874,0.21294,0.34559,0.44662
55 to 59,0.09333,0.09627,0.04031,0.05592,0.08136,0.10649,0.1076,0.05695,0.01957,0.04616,0.16305,0.45127,0.28831,0.23729,0.16527,0.16816
60 to 64,0.0645,0.06524,0.03142,0.02999,0.02277,0.05444,0.0937,0.09393,0.0582,0.02771,0.0432,0.18548,0.36474,0.217,0.23834,0.07293
65 to 69,0.02431,0.03004,0.02864,0.01784,0.00709,0.01699,0.02139,0.05314,0.05484,0.02201,0.01712,0.07532,0.15267,0.31064,0.18404,0.12034
70 to 74,0.00945,0.01499,0.02257,0.00969,0.00649,0.0036,0.01206,0.02466,0.02268,0.01996,0.01759,0.01655,0.04209,0.10127,0.21275,0.09056
75+,0.01103,0.0122,0.01113,0.00896,0.00803,0.00885,0.00626,0.00715,0.01336,0.02881,0.03352,0.02989,0.00895,0.02214,0.12304,0.06173
