Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.40771,0.23885,0.15979,0.07694,0.16415,0.37736,0.42207,0.42716,0.27635,0.17866,0.37886,0.70794,1.01287,0.79829,0.47159,0.45241
5 to 9,0.33217,0.68524,0.37204,0.12971,0.07631,0.14336,0.49673,0.67081,0.51087,0.33245,0.28851,0.69411,0.90727,1.15449,1.26974,0.61082
10 to 14,0.22094,0.36855,1.2064,0.36468,0.10391,0.06109,0.29305,0.64405,0.72006,0.50311,0.43687,0.42487,0.58172,0.98473,1.07084,0.89734
15 to 19,0.12075,0.16444,0.3904,0.98208,0.39886,0.1083,0.06747,0.2975,0.63375,0.77315,0.58784,0.59882,0.58106,0.56438,0.9425,0.86515
20 to 24,0.22879,0.06165,0.09179,0.22431,1.03726,0.28762,0.09206,0.05531,0.21319,0.51257,0.65534,0.52668,0.39861,0.46603,0.22369,0.26869
25 to 29,0.43835,0.25959,0.08498,0.07321,0.32603,0.8512,0.24848,0.06632,0.07111,0.19754,0.49732,0.70674,0.54491,0.48006,0.49109,0.20283
30 to 34,0.45314,0.55111,0.25158,0.04902,0.06538,0.19648,0.73683,0.18645,0.12906,0.05852,0.22441,0.61479,0.69551,0.73175,0.35028,0.22351
35 to 39,0.34017,0.48083,0.44848,0.21559,0.02785,0.03666,0.18963,0.77735,0.20188,0.11529,0.08248,0.20856,0.52481,0.88035,0.80508,0.44559
40 to 44,0.13254,0.25839,0.40132,0.3809,0.17277,0.02296,0.07142,0.1547,0.74096,0.18322,0.1366,0.09861,0.27481,0.68652,0.75928,0.4576
45 to 49,0.06854,0.10939,0.19084,0.34524,0.38593,0.11153,0.02573,0.04552,0.16979,0.72795,0.23489,0.18887,0.11872,0.23864,0.59444,0.47608
50 to 54,0.09983,0.06076,0.06549,0.1549,0.24987,0.21549,0.06337,0.02991,0.05918,0.18272,0.73052,0.311,0.19671,0.21212,0.34859,0.55605
55 to 59,0.07508,0.08187,0.03039,0.04791,0.0901,0.10572,0.0918,0.03808,0.0148,0.03601,0.17524,0.8205,0.30212,0.23953,0.1673,0.20493
60 to 64,0.05627,0.05104,0.02391,0.02359,0.02266,0.05061,0.07619,0.06646,0.04998,0.02062,0.04081,0.18878,0.67418,0.27058,0.24224,0.08465
65 to 69,0.01496,0.02216,0.02163,0.01467,0.00525,0.0144,0.01377,0.03902,0.04593,0.01914,0.01525,0.06226,0.166,0.65963,0.21317,0.13688
70 to 74,0.00647,0.01187,0.02054,0.00778,0.00768,0.00346,0.00751,0.01863,0.0207,0.01866,0.01582,0.01346,0.03682,0.11688,0.46871,0.10252
75+,0.01324,0.01455,0.01312,0.01124,0.01392,0.01284,0.00604,0.00546,0.0135,0.03873,0.05316,0.03955,0.01025,0.02736,0.14176,0.15851
