Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.36908,0.26998,0.1737,0.11612,0.20942,0.50696,0.56826,0.46424,0.31161,0.24505,0.49378,0.98892,1.46463,1.02084,0.61541,0.60548
5 to 9,0.39287,0.54264,0.39477,0.19186,0.11985,0.2218,0.63382,0.66287,0.55328,0.45624,0.40091,0.96248,1.33316,1.45638,1.62674,0.81706
10 to 14,0.24738,0.391,0.85453,0.43027,0.13486,0.09737,0.37474,0.58389,0.65116,0.60629,0.59229,0.59833,0.84928,1.22455,1.30889,1.19682
15 to 19,0.14904,0.19161,0.36115,0.88293,0.44245,0.18816,0.10528,0.29409,0.51598,0.81559,0.72392,0.81514,0.84753,0.69238,1.18264,1.13536
20 to 24,0.24467,0.08038,0.09709,0.25841,0.85718,0.38797,0.14576,0.06895,0.18458,0.49852,0.68729,0.69836,0.58015,0.6024,0.26777,0.34792
25 to 29,0.37152,0.24937,0.08217,0.10316,0.325,0.76901,0.31498,0.08023,0.07723,0.19537,0.48093,0.84296,0.73623,0.57178,0.56555,0.24951
30 to 34,0.40725,0.41871,0.18348,0.06127,0.08208,0.24816,0.61866,0.17144,0.12502,0.07663,0.24839,0.6745,0.88433,0.88965,0.44384,0.29018
35 to 39,0.35581,0.40352,0.32628,0.21229,0.03954,0.0619,0.23434,0.48675,0.17985,0.1429,0.11284,0.25741,0.678,0.94994,0.86851,0.58562
40 to 44,0.17569,0.30355,0.35,0.33681,0.14939,0.03553,0.09571,0.14737,0.41346,0.18282,0.15768,0.12931,0.35609,0.76894,0.81764,0.59701
45 to 49,0.07532,0.12497,0.17092,0.3349,0.32021,0.11547,0.03724,0.04687,0.13373,0.46006,0.231,0.25359,0.17147,0.26095,0.6462,0.55397
50 to 54,0.08663,0.06567,0.07327,0.18378,0.22551,0.22506,0.07275,0.03523,0.05323,0.17933,0.45318,0.35968,0.26736,0.25217,0.42213,0.65074
55 to 59,0.07082,0.07062,0.03058,0.05636,0.10326,0.13633,0.1001,0.03447,0.01447,0.04639,0.18712,0.5135,0.35639,0.28391,0.20361,0.24072
60 to 64,0.05094,0.04822,0.02264,0.02883,0.02777,0.06675,0.09263,0.06007,0.0427,0.02736,0.04906,0.202,0.4996,0.26017,0.30137,0.10682
65 to 69,0.02007,0.02295,0.02105,0.01696,0.00828,0.02007,0.02137,0.03414,0.04122,0.02072,0.01919,0.08182,0.18907,0.42186,0.23281,0.17406
70 to 74,0.00792,0.01135,0.01647,0.00921,0.00749,0.00409,0.01196,0.01575,0.01677,0.01911,0.01978,0.01769,0.05298,0.12581,0.29149,0.13403
75+,0.00854,0.00906,0.00846,0.00797,0.00868,0.01016,0.00638,0.00474,0.01035,0.0269,0.03692,0.03231,0.01149,0.02649,0.1563,0.09776
