Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.16362,0.32085,0.29647,0.14839,0.25623,0.49678,0.43524,0.39929,0.25752,0.12747,0.1902,0.24312,0.3085,0.1473,0.09753,0.08696
5 to 9,0.46487,0.23368,0.48364,0.2174,0.12634,0.22153,0.50909,0.54501,0.42273,0.2321,0.13256,0.20267,0.24621,0.21627,0.24121,0.10643
10 to 14,0.39951,0.43892,0.42395,0.37376,0.13541,0.09326,0.37605,0.54802,0.48821,0.32939,0.24118,0.14572,0.16378,0.19382,0.18278,0.18604
15 to 19,0.25768,0.28628,0.4408,0.42417,0.43078,0.19323,0.08838,0.31147,0.48309,0.52593,0.32285,0.23341,0.17589,0.12249,0.20149,0.21122
20 to 24,0.41898,0.12609,0.14939,0.27537,0.3456,0.37616,0.11762,0.06656,0.2028,0.34571,0.35195,0.25797,0.17379,0.09746,0.0509,0.06575
25 to 29,0.52532,0.38494,0.13696,0.13136,0.33881,0.36382,0.29009,0.07863,0.06246,0.13968,0.29362,0.4072,0.26117,0.14223,0.1326,0.04475
30 to 34,0.48867,0.50823,0.3267,0.07572,0.0887,0.24291,0.27935,0.17717,0.10193,0.04753,0.1597,0.31712,0.40618,0.33031,0.15988,0.08225
35 to 39,0.39839,0.42374,0.42365,0.25333,0.05229,0.069,0.19945,0.25058,0.17821,0.08369,0.05892,0.0987,0.31008,0.37567,0.33397,0.19254
40 to 44,0.24055,0.33598,0.34248,0.30782,0.17651,0.03995,0.08251,0.1544,0.19724,0.14249,0.08052,0.04726,0.13533,0.29364,0.35668,0.28546
45 to 49,0.12366,0.1695,0.20362,0.26631,0.24182,0.11725,0.03964,0.04717,0.13884,0.19366,0.14484,0.08904,0.05079,0.08071,0.26225,0.33638
50 to 54,0.12615,0.09644,0.10774,0.16048,0.16523,0.20572,0.08651,0.04298,0.04938,0.13657,0.1474,0.17016,0.07742,0.04492,0.11739,0.27883
55 to 59,0.10883,0.09695,0.0523,0.06268,0.10015,0.13183,0.09798,0.04122,0.01424,0.02887,0.11863,0.14047,0.15534,0.07008,0.04099,0.06758
60 to 64,0.06903,0.07037,0.0366,0.03377,0.03336,0.06493,0.09857,0.08327,0.04701,0.01713,0.02323,0.10207,0.12891,0.11604,0.12055,0.02076
65 to 69,0.03146,0.03777,0.03762,0.02217,0.01016,0.02361,0.0284,0.05438,0.05678,0.01765,0.00769,0.0318,0.10527,0.10298,0.10117,0.06444
70 to 74,0.01457,0.01923,0.02301,0.01275,0.00867,0.00494,0.01758,0.02697,0.02831,0.02284,0.01416,0.00663,0.03259,0.06459,0.08324,0.07711
75+,0.00844,0.00872,0.0094,0.0069,0.00593,0.00481,0.0049,0.00592,0.01488,0.03084,0.02657,0.01203,0.00293,0.01029,0.07403,0.04883
