Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.43177,0.58014,0.35693,0.16453,0.22688,0.51914,0.67611,0.62743,0.42288,0.22504,0.37383,0.57111,0.9063,0.46785,0.31761,0.14982
5 to 9,0.76702,0.7119,0.711,0.26432,0.13118,0.23024,0.77794,0.89942,0.71219,0.40855,0.30202,0.5464,0.83274,0.66561,0.84109,0.2024
10 to 14,0.52932,0.79727,0.93916,0.48326,0.14414,0.1013,0.46923,0.7896,0.78709,0.51628,0.43536,0.33739,0.52884,0.55661,0.66482,0.2972
15 to 19,0.32961,0.44308,0.60396,0.67274,0.40864,0.19971,0.14001,0.41349,0.632,0.66358,0.5186,0.45326,0.51985,0.31148,0.6031,0.28195
20 to 24,0.51212,0.18853,0.19333,0.30424,0.48114,0.36798,0.19567,0.10541,0.23666,0.40752,0.47557,0.3855,0.35219,0.27504,0.13325,0.08467
25 to 29,0.70817,0.54052,0.15829,0.14078,0.30322,0.43866,0.38786,0.1242,0.10469,0.16454,0.33311,0.46042,0.44355,0.25412,0.28261,0.0602
30 to 34,0.68941,0.77023,0.30859,0.07934,0.0866,0.22454,0.41851,0.23034,0.16278,0.06943,0.18071,0.36208,0.52475,0.40099,0.22171,0.07028
35 to 39,0.55711,0.69196,0.4937,0.23392,0.04426,0.06725,0.26378,0.37555,0.22584,0.12568,0.08495,0.14657,0.4285,0.4346,0.44773,0.15031
40 to 44,0.29716,0.50717,0.4666,0.31,0.12081,0.03631,0.11541,0.18727,0.28985,0.14453,0.11028,0.07122,0.21556,0.35365,0.42489,0.15513
45 to 49,0.14719,0.23408,0.25036,0.28823,0.21834,0.0926,0.05052,0.06586,0.15596,0.21538,0.15279,0.13617,0.10493,0.11713,0.33236,0.13919
50 to 54,0.16878,0.14026,0.12174,0.18301,0.15831,0.17216,0.09216,0.05361,0.06732,0.14384,0.18639,0.19055,0.16033,0.11111,0.21746,0.15677
55 to 59,0.16092,0.15682,0.05974,0.0654,0.08643,0.10617,0.113,0.05319,0.01962,0.03944,0.12914,0.15781,0.20468,0.12379,0.10095,0.05681
60 to 64,0.10157,0.11575,0.04774,0.03673,0.02554,0.05589,0.10024,0.08907,0.05666,0.02438,0.03504,0.10256,0.17165,0.11127,0.15066,0.02556
65 to 69,0.04373,0.051,0.03978,0.02023,0.00896,0.01752,0.02451,0.04577,0.05378,0.01769,0.01359,0.04244,0.10238,0.10249,0.10747,0.04278
70 to 74,0.01686,0.02573,0.02808,0.01166,0.00621,0.00355,0.01356,0.02119,0.02139,0.01624,0.0143,0.00943,0.03056,0.0514,0.08501,0.03314
75+,0.01147,0.01344,0.01062,0.00666,0.00481,0.0052,0.00512,0.00579,0.01185,0.01796,0.01973,0.01303,0.00563,0.01087,0.0725,0.01335
