Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.45658,0.5182,0.31683,0.1342,0.20942,0.54899,0.65873,0.67705,0.45756,0.25773,0.41396,0.65527,0.88862,0.61209,0.32407,0.25492
5 to 9,0.77593,0.66726,0.64822,0.21335,0.12097,0.25034,0.77755,0.97843,0.76439,0.46235,0.33422,0.63469,0.81946,0.86573,0.85777,0.3468
10 to 14,0.52856,0.72753,0.89221,0.39842,0.13071,0.10991,0.48449,0.89296,0.86482,0.58411,0.4823,0.39296,0.52217,0.73564,0.67799,0.51243
15 to 19,0.33547,0.39444,0.55277,0.57071,0.37435,0.20989,0.14171,0.47014,0.70204,0.75555,0.56939,0.52201,0.50914,0.41226,0.61159,0.48658
20 to 24,0.53465,0.17292,0.17445,0.25148,0.45553,0.38835,0.19406,0.11971,0.26545,0.4686,0.5256,0.4442,0.34583,0.36197,0.13525,0.1454
25 to 29,0.72455,0.50343,0.14742,0.11492,0.27427,0.46733,0.38629,0.13981,0.11796,0.19037,0.36628,0.52649,0.43238,0.3349,0.2888,0.10417
30 to 34,0.67112,0.68902,0.28431,0.06488,0.07702,0.23294,0.41611,0.25158,0.18007,0.07956,0.19766,0.41669,0.50298,0.51678,0.2239,0.12314
35 to 39,0.52961,0.595,0.44745,0.19244,0.04031,0.07006,0.25441,0.41377,0.24739,0.14482,0.09485,0.16808,0.41014,0.56158,0.43867,0.25805
40 to 44,0.2845,0.42872,0.4128,0.25185,0.10926,0.03818,0.11315,0.2066,0.32037,0.16226,0.12046,0.08221,0.20961,0.45063,0.41191,0.25834
45 to 49,0.14567,0.20039,0.21584,0.23132,0.19825,0.09714,0.04871,0.07263,0.16742,0.24932,0.16654,0.15644,0.10147,0.1525,0.32682,0.23604
50 to 54,0.16632,0.12375,0.10699,0.14536,0.14176,0.17597,0.08706,0.05931,0.07239,0.1635,0.20755,0.22143,0.15606,0.14655,0.21759,0.27251
55 to 59,0.15456,0.14065,0.05288,0.05099,0.07622,0.1073,0.10685,0.05664,0.02099,0.04445,0.14185,0.18167,0.19433,0.1611,0.09963,0.09764
60 to 64,0.1004,0.10359,0.04257,0.0289,0.02255,0.05736,0.09511,0.09631,0.0613,0.02778,0.03882,0.11647,0.16663,0.14279,0.15283,0.04347
65 to 69,0.0443,0.0461,0.03708,0.01668,0.00828,0.01835,0.02373,0.05075,0.05826,0.0203,0.01536,0.04984,0.09963,0.13666,0.10814,0.07352
70 to 74,0.01738,0.02365,0.02645,0.00965,0.0056,0.00387,0.01402,0.02346,0.02373,0.0191,0.01611,0.011,0.03096,0.06823,0.08609,0.05805
75+,0.01165,0.01254,0.01021,0.00577,0.00463,0.00585,0.00545,0.00674,0.01342,0.02145,0.02301,0.01582,0.00575,0.01459,0.07463,0.02318
