Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.77662,0.3651,0.18502,0.08288,0.12823,0.34871,0.57988,0.69304,0.36668,0.18563,0.27796,0.47306,0.65925,0.56018,0.38546,0.33181
5 to 9,0.53709,1.047,0.51391,0.15177,0.0898,0.13823,0.5384,0.93396,0.73358,0.38106,0.23275,0.46324,0.588,0.78984,1.00803,0.4462
10 to 14,0.25667,0.48562,1.49927,0.4289,0.10347,0.0569,0.24477,0.68614,0.86832,0.54883,0.37447,0.29484,0.38015,0.66131,0.82918,0.64685
15 to 19,0.13181,0.1883,0.45612,1.16674,0.42367,0.12154,0.06502,0.28412,0.5735,0.7827,0.49601,0.42075,0.37799,0.37827,0.75565,0.61374
20 to 24,0.18242,0.07879,0.10157,0.24708,1.11078,0.29418,0.09783,0.06173,0.17254,0.45245,0.47665,0.38479,0.27052,0.32294,0.17327,0.18595
25 to 29,0.32863,0.20484,0.06752,0.07272,0.24932,0.90755,0.25197,0.07319,0.068,0.1338,0.2964,0.45446,0.3488,0.31634,0.34772,0.1348
30 to 34,0.5883,0.47757,0.15717,0.04039,0.05876,0.21576,0.88985,0.21378,0.12401,0.05479,0.13451,0.34692,0.44839,0.50727,0.27557,0.15637
35 to 39,0.62904,0.63867,0.41409,0.16318,0.0265,0.04102,0.23159,1.04088,0.23156,0.11605,0.06677,0.1215,0.31261,0.52443,0.52239,0.31394
40 to 44,0.31891,0.59245,0.63341,0.35788,0.12666,0.02429,0.08319,0.22766,0.86751,0.18203,0.09961,0.06365,0.16326,0.42756,0.50394,0.31842
45 to 49,0.09104,0.20165,0.30084,0.47464,0.42718,0.09377,0.02623,0.05748,0.18457,0.71072,0.17975,0.15146,0.07953,0.14371,0.3806,0.29854
50 to 54,0.07533,0.06982,0.11674,0.25449,0.30294,0.24937,0.05168,0.03567,0.05751,0.1775,0.5375,0.22358,0.13045,0.13811,0.2699,0.36325
55 to 59,0.05447,0.05415,0.03277,0.05917,0.1362,0.17357,0.09939,0.02898,0.01342,0.04334,0.14042,0.52559,0.21038,0.18045,0.12786,0.14233
60 to 64,0.04363,0.03464,0.01982,0.02019,0.02723,0.07308,0.10649,0.06567,0.03781,0.01994,0.03058,0.12948,0.52695,0.17381,0.22135,0.06282
65 to 69,0.01932,0.01834,0.01768,0.01248,0.00589,0.01762,0.02216,0.03597,0.03856,0.01423,0.01092,0.04828,0.10972,0.51251,0.19458,0.09892
70 to 74,0.00646,0.00816,0.01642,0.00712,0.00649,0.00319,0.01084,0.0149,0.01531,0.01235,0.01149,0.00839,0.02992,0.09479,0.3886,0.08044
75+,0.00986,0.0095,0.01098,0.00669,0.00689,0.01036,0.00814,0.00687,0.01319,0.02278,0.02808,0.02381,0.0086,0.01819,0.13628,0.10459
