Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.42435,0.54379,0.38391,0.2493,0.42138,0.85615,0.87195,0.77145,0.42735,0.2152,0.31609,0.64625,0.6326,0.39777,0.17359,0.12382
5 to 9,0.88164,0.58154,0.74611,0.39881,0.26339,0.39383,0.99138,1.06994,0.70702,0.39166,0.26407,0.62426,0.58025,0.56216,0.45671,0.16527
10 to 14,0.61995,0.74302,0.84008,0.65847,0.27767,0.19004,0.62449,0.92672,0.72869,0.46824,0.37054,0.38943,0.36318,0.46707,0.34861,0.2364
15 to 19,0.39198,0.42791,0.59548,0.7954,0.70648,0.36696,0.20898,0.49913,0.56174,0.55557,0.41488,0.51057,0.36465,0.26461,0.312,0.22256
20 to 24,0.55491,0.17893,0.19706,0.38988,0.68178,0.59039,0.28078,0.14206,0.21167,0.31647,0.35425,0.39961,0.23634,0.22547,0.06852,0.06705
25 to 29,0.71785,0.4642,0.16696,0.19874,0.50893,0.55817,0.49012,0.16362,0.10812,0.13942,0.24297,0.45201,0.27361,0.20457,0.14409,0.04913
30 to 34,0.63997,0.58312,0.27863,0.11153,0.15803,0.33477,0.38448,0.25634,0.16221,0.06538,0.13659,0.34937,0.30263,0.29874,0.10733,0.05472
35 to 39,0.49688,0.49374,0.40005,0.27592,0.08069,0.11164,0.29609,0.30822,0.19022,0.11303,0.06986,0.14796,0.24148,0.29829,0.19378,0.10972
40 to 44,0.2729,0.36543,0.35317,0.31892,0.1714,0.05941,0.14589,0.19188,0.18112,0.10615,0.08489,0.07852,0.13256,0.23947,0.17152,0.10615
45 to 49,0.1434,0.18069,0.19678,0.28597,0.2682,0.12288,0.0647,0.07659,0.11835,0.12553,0.10214,0.14242,0.06867,0.08571,0.14005,0.09354
50 to 54,0.1629,0.11819,0.10555,0.19779,0.20537,0.2101,0.10153,0.06445,0.06005,0.10525,0.09648,0.17917,0.1069,0.09087,0.10547,0.11544
55 to 59,0.1544,0.12887,0.05496,0.07724,0.11917,0.12629,0.11283,0.05592,0.01872,0.03347,0.0869,0.10967,0.10884,0.09296,0.04989,0.0416
60 to 64,0.09945,0.09579,0.04296,0.04771,0.04025,0.07203,0.09914,0.08487,0.04939,0.02179,0.0283,0.08994,0.0732,0.0711,0.07248,0.01926
65 to 69,0.04668,0.04453,0.03867,0.02714,0.01583,0.02697,0.02731,0.04575,0.04281,0.01501,0.01164,0.04483,0.0547,0.05841,0.04767,0.03142
70 to 74,0.01757,0.02157,0.02507,0.01426,0.00991,0.00541,0.01586,0.02071,0.01593,0.0119,0.01103,0.01038,0.01951,0.03607,0.02589,0.02306
75+,0.01099,0.01053,0.00902,0.00753,0.00721,0.00734,0.00585,0.00601,0.00913,0.01242,0.01347,0.0127,0.00348,0.00774,0.03034,0.00731
