Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.36106,0.5025,0.34421,0.21224,0.32539,0.66659,0.72548,0.71601,0.52244,0.30825,0.46655,0.75438,0.8948,0.54816,0.34389,0.26004
5 to 9,0.70926,0.5708,0.68185,0.33986,0.2003,0.30961,0.84225,1.00844,0.86037,0.55182,0.38324,0.73252,0.82241,0.77476,0.90808,0.34872
10 to 14,0.48788,0.68782,0.81929,0.58291,0.20899,0.14429,0.52769,0.8809,0.90971,0.66513,0.53492,0.44493,0.51111,0.64183,0.69978,0.5058
15 to 19,0.31237,0.39166,0.56379,0.74435,0.5557,0.27586,0.16921,0.47891,0.72584,0.8257,0.61403,0.59082,0.51106,0.3635,0.63112,0.47487
20 to 24,0.47606,0.17113,0.18569,0.35927,0.58445,0.47416,0.23193,0.13415,0.28241,0.49436,0.54318,0.48762,0.3378,0.31282,0.14045,0.1419
25 to 29,0.62861,0.46499,0.15794,0.17716,0.41232,0.48468,0.42466,0.15415,0.1381,0.21264,0.38018,0.56309,0.40783,0.2836,0.29337,0.10275
30 to 34,0.56808,0.60983,0.28082,0.10043,0.12389,0.27668,0.37455,0.25596,0.20715,0.09705,0.21412,0.44431,0.4689,0.43704,0.22626,0.12033
35 to 39,0.43813,0.51434,0.41493,0.26398,0.06423,0.08937,0.26903,0.34125,0.25473,0.16892,0.10584,0.18563,0.37407,0.45644,0.43542,0.24191
40 to 44,0.23671,0.37087,0.37127,0.3207,0.1498,0.04829,0.12629,0.19475,0.26755,0.16728,0.13045,0.0936,0.19817,0.37234,0.39197,0.23795
45 to 49,0.12481,0.17823,0.20111,0.28836,0.24619,0.10731,0.05645,0.07567,0.16404,0.21458,0.16244,0.16982,0.09967,0.12698,0.31167,0.21274
50 to 54,0.14612,0.11659,0.10356,0.19036,0.18152,0.1869,0.09386,0.06354,0.08022,0.16537,0.16813,0.2233,0.15159,0.12844,0.21799,0.25403
55 to 59,0.14081,0.13271,0.05338,0.07234,0.10448,0.11463,0.109,0.05917,0.02447,0.05024,0.13919,0.15117,0.16869,0.13225,0.10309,0.09172
60 to 64,0.09108,0.09837,0.04253,0.04397,0.03347,0.06392,0.09685,0.09126,0.06718,0.03286,0.04226,0.11592,0.11914,0.10932,0.15141,0.04174
65 to 69,0.04176,0.04602,0.03893,0.02535,0.01285,0.02232,0.02586,0.05048,0.06336,0.02352,0.01755,0.05345,0.08674,0.09055,0.10102,0.06828
70 to 74,0.01545,0.02174,0.0255,0.01355,0.00829,0.00444,0.01445,0.0227,0.02351,0.01959,0.01703,0.01221,0.02842,0.0518,0.06412,0.05091
75+,0.00996,0.01111,0.00934,0.00749,0.00622,0.00628,0.00546,0.00623,0.01304,0.02085,0.02188,0.01593,0.00513,0.01122,0.06654,0.01735
