Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.50612,0.31387,0.20057,0.10706,0.18855,0.48508,0.54831,0.5018,0.30584,0.19683,0.37213,0.72768,1.10746,0.85592,0.55839,0.49203
5 to 9,0.48186,0.74567,0.48666,0.18562,0.10186,0.20166,0.59132,0.74659,0.57057,0.37135,0.30914,0.71939,1.00994,1.22299,1.46679,0.65955
10 to 14,0.28544,0.45847,1.27425,0.45435,0.12103,0.07966,0.32105,0.64255,0.7124,0.52002,0.46167,0.45153,0.64704,1.03105,1.18436,0.95966
15 to 19,0.15972,0.20944,0.45735,1.09229,0.43415,0.15341,0.08785,0.31587,0.55067,0.71658,0.57263,0.62093,0.64324,0.58633,1.07454,0.91047
20 to 24,0.25846,0.07762,0.10478,0.25146,1.04002,0.33743,0.11949,0.066,0.17539,0.42004,0.52722,0.51979,0.43228,0.49397,0.24063,0.27373
25 to 29,0.43341,0.26279,0.08465,0.08942,0.29498,0.89214,0.27569,0.07612,0.06981,0.15219,0.36213,0.6181,0.54019,0.46669,0.49142,0.19615
30 to 34,0.53278,0.49737,0.20854,0.05725,0.07374,0.23444,0.72326,0.18411,0.11997,0.05985,0.18319,0.48342,0.63307,0.70293,0.37799,0.22286
35 to 39,0.45985,0.52763,0.43854,0.23802,0.03541,0.05186,0.22646,0.69026,0.19358,0.11766,0.08792,0.18961,0.49525,0.77568,0.76548,0.45479
40 to 44,0.2042,0.37635,0.50174,0.39743,0.14779,0.02815,0.08427,0.1681,0.5895,0.16507,0.12349,0.09376,0.26831,0.64866,0.71606,0.45298
45 to 49,0.08303,0.13606,0.22171,0.36815,0.33639,0.09901,0.03076,0.0481,0.14384,0.54447,0.19195,0.19265,0.13021,0.22248,0.56058,0.43456
50 to 54,0.09032,0.06987,0.0849,0.18683,0.21749,0.20417,0.0611,0.03587,0.05224,0.15793,0.485,0.28897,0.20739,0.2107,0.37364,0.5132
55 to 59,0.06661,0.06697,0.03322,0.05785,0.10038,0.11654,0.07781,0.03288,0.0129,0.03803,0.15738,0.54572,0.29116,0.23793,0.1827,0.1914
60 to 64,0.04808,0.04279,0.02243,0.02558,0.02412,0.05506,0.06802,0.0536,0.03911,0.02149,0.03857,0.16389,0.55334,0.23422,0.27494,0.08706
65 to 69,0.01878,0.02122,0.022,0.01611,0.00683,0.01551,0.01543,0.03144,0.03968,0.01676,0.01453,0.06139,0.15742,0.5171,0.23724,0.1423
70 to 74,0.00796,0.01018,0.01606,0.00823,0.00593,0.00276,0.00878,0.01495,0.01498,0.01436,0.01418,0.01285,0.04041,0.11643,0.37711,0.11066
75+,0.00963,0.00877,0.00797,0.00664,0.00728,0.00778,0.00488,0.00397,0.00883,0.02064,0.02803,0.02314,0.00871,0.02295,0.15463,0.11057
