Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.30803,0.40976,0.30671,0.17903,0.29495,0.56597,0.5511,0.52258,0.36681,0.23038,0.37382,0.58051,0.72255,0.47954,0.25813,0.21964
5 to 9,0.59577,0.4555,0.58529,0.27442,0.16267,0.25925,0.64555,0.74573,0.61324,0.415,0.29935,0.55577,0.65685,0.68956,0.6789,0.29893
10 to 14,0.43882,0.57296,0.73183,0.50723,0.17368,0.11407,0.42722,0.69681,0.69807,0.53778,0.44448,0.35141,0.42177,0.58559,0.54173,0.44324
15 to 19,0.28356,0.32871,0.51545,0.68056,0.5117,0.21921,0.11956,0.37959,0.59069,0.71636,0.53472,0.47904,0.42179,0.33195,0.50297,0.42562
20 to 24,0.4543,0.14659,0.1644,0.32738,0.5551,0.40639,0.16054,0.09332,0.22975,0.44571,0.5019,0.41863,0.29811,0.28731,0.11221,0.12813
25 to 29,0.58187,0.42627,0.14401,0.15181,0.37707,0.46389,0.32793,0.10603,0.09461,0.18136,0.36105,0.5192,0.37985,0.2768,0.23972,0.08977
30 to 34,0.54575,0.57009,0.29773,0.08872,0.10558,0.24862,0.35166,0.20125,0.14464,0.07428,0.1985,0.4071,0.46774,0.45463,0.19931,0.10873
35 to 39,0.4335,0.4867,0.42861,0.26854,0.05754,0.07342,0.21941,0.32264,0.20402,0.13263,0.08975,0.15818,0.36883,0.49229,0.39466,0.22366
40 to 44,0.24104,0.36406,0.38297,0.3376,0.1656,0.04144,0.09574,0.16371,0.25968,0.15919,0.11672,0.07784,0.18675,0.39388,0.37761,0.23562
45 to 49,0.12456,0.17564,0.21133,0.30533,0.26975,0.10742,0.04371,0.05794,0.14485,0.23913,0.16716,0.14882,0.08828,0.13136,0.30122,0.2248
50 to 54,0.13472,0.10536,0.10452,0.18726,0.18772,0.1893,0.08116,0.04849,0.06128,0.15578,0.1959,0.21571,0.13539,0.11809,0.18741,0.25067
55 to 59,0.12275,0.11325,0.05178,0.06967,0.10666,0.11831,0.09564,0.04654,0.01792,0.04244,0.14153,0.17914,0.18056,0.13578,0.08612,0.08803
60 to 64,0.07886,0.08237,0.03892,0.03943,0.03347,0.06228,0.08879,0.07907,0.05307,0.0264,0.03743,0.11869,0.15452,0.13027,0.13866,0.03857
65 to 69,0.03595,0.04025,0.03693,0.02362,0.01153,0.02136,0.02378,0.04639,0.05386,0.02075,0.01427,0.04856,0.10052,0.12834,0.1041,0.06812
70 to 74,0.0146,0.0199,0.02448,0.01342,0.00854,0.00433,0.01403,0.02195,0.02312,0.02109,0.01682,0.0109,0.03072,0.06569,0.08074,0.05563
75+,0.00955,0.01,0.00952,0.00758,0.00639,0.00569,0.00494,0.00568,0.01276,0.02497,0.02567,0.01585,0.00502,0.01333,0.07338,0.02486
