Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.40454,0.38359,0.21943,0.11613,0.22033,0.5978,0.68143,0.62172,0.37951,0.26209,0.52564,1.1012,1.33726,0.68399,0.23808,0.16416
5 to 9,0.5412,0.63093,0.4605,0.18605,0.12318,0.26376,0.78505,0.89926,0.6523,0.47679,0.42694,1.06513,1.21633,0.96719,0.62987,0.22069
10 to 14,0.36645,0.54815,0.84589,0.38475,0.1372,0.11655,0.48229,0.81457,0.75587,0.62155,0.61853,0.66169,0.77111,0.811,0.50131,0.32182
15 to 19,0.22707,0.28705,0.4195,0.68754,0.42126,0.22097,0.13878,0.42247,0.6136,0.81585,0.74352,0.89634,0.7726,0.45829,0.45535,0.30727
20 to 24,0.37191,0.12285,0.1218,0.2353,0.67524,0.43079,0.18915,0.10382,0.22495,0.50027,0.69334,0.75514,0.52421,0.39882,0.10371,0.09368
25 to 29,0.54214,0.37706,0.10559,0.10099,0.31366,0.70699,0.38771,0.11921,0.09698,0.20234,0.48976,0.90168,0.65444,0.379,0.2171,0.06729
30 to 34,0.54188,0.58936,0.22588,0.06043,0.08341,0.26856,0.59863,0.23277,0.15278,0.08191,0.26044,0.72577,0.77278,0.57986,0.16809,0.07754
35 to 39,0.43122,0.52403,0.37132,0.19501,0.04182,0.07288,0.26891,0.52543,0.20889,0.14961,0.1206,0.286,0.61127,0.62999,0.33106,0.15813
40 to 44,0.20968,0.35927,0.35206,0.28194,0.1371,0.04104,0.11545,0.18877,0.3835,0.17669,0.15943,0.14112,0.32215,0.50455,0.30862,0.15841
45 to 49,0.10487,0.16041,0.17947,0.26014,0.26559,0.11893,0.04841,0.06573,0.14994,0.37381,0.22585,0.27142,0.15479,0.1732,0.24549,0.14956
50 to 54,0.12305,0.09397,0.07838,0.14451,0.18164,0.21683,0.0903,0.05208,0.06282,0.17369,0.37255,0.37691,0.24024,0.16673,0.16219,0.1742
55 to 59,0.10724,0.10645,0.0373,0.04955,0.08794,0.12547,0.11394,0.0515,0.01793,0.04731,0.18684,0.44116,0.30291,0.18337,0.07836,0.0641
60 to 64,0.07245,0.07377,0.02848,0.027,0.02525,0.06534,0.10017,0.08351,0.05242,0.02877,0.051,0.2056,0.34685,0.16201,0.11301,0.0283
65 to 69,0.02952,0.0346,0.0263,0.01594,0.00839,0.02106,0.02412,0.04732,0.05007,0.0218,0.02019,0.08649,0.15917,0.21322,0.08519,0.04637
70 to 74,0.01158,0.01723,0.01969,0.0088,0.00689,0.00435,0.01384,0.02178,0.02028,0.02025,0.02091,0.01955,0.04655,0.07877,0.08637,0.03621
75+,0.01117,0.01192,0.0088,0.00672,0.00723,0.00897,0.00631,0.00607,0.0116,0.02599,0.03523,0.03094,0.00928,0.01659,0.0575,0.02092
