Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.43956,0.65482,0.57054,0.36847,0.49002,0.75647,0.64565,0.64872,0.47467,0.29143,0.37271,0.5202,0.62668,0.42777,0.2866,0.22336
5 to 9,0.92323,0.6715,1.04949,0.56742,0.31266,0.36059,0.72472,0.84017,0.7274,0.50445,0.31796,0.52835,0.60118,0.61937,0.75719,0.27707
10 to 14,0.64566,0.8444,1.10807,0.86742,0.30554,0.17426,0.46381,0.69841,0.68536,0.56075,0.43377,0.33069,0.38252,0.51854,0.58474,0.41137
15 to 19,0.40235,0.48901,0.78318,0.98342,0.71314,0.3006,0.15037,0.38117,0.51763,0.62361,0.44259,0.40487,0.37011,0.2858,0.5259,0.36739
20 to 24,0.5399,0.20676,0.26251,0.47984,0.62895,0.45543,0.19509,0.10831,0.20121,0.3356,0.34705,0.29562,0.21668,0.2253,0.10764,0.11444
25 to 29,0.6591,0.50121,0.22365,0.24518,0.47974,0.39762,0.3138,0.11664,0.10393,0.14911,0.22579,0.29866,0.23298,0.18369,0.19198,0.06739
30 to 34,0.58503,0.5977,0.34947,0.13962,0.15473,0.2467,0.22453,0.16807,0.15081,0.071,0.12945,0.22841,0.24691,0.27556,0.14093,0.07723
35 to 39,0.47418,0.51617,0.4878,0.33731,0.0831,0.08863,0.18622,0.19576,0.16916,0.12504,0.07576,0.108,0.19376,0.29135,0.26102,0.14704
40 to 44,0.25858,0.37823,0.41934,0.35883,0.15969,0.04725,0.09719,0.12542,0.13872,0.10345,0.08661,0.05751,0.11271,0.2289,0.23608,0.13759
45 to 49,0.13857,0.19359,0.24395,0.33062,0.24145,0.0924,0.04469,0.05558,0.09959,0.11353,0.10367,0.11362,0.07147,0.09917,0.20721,0.14813
50 to 54,0.14956,0.12866,0.13368,0.22888,0.17885,0.1426,0.06172,0.04814,0.05559,0.10944,0.08172,0.13438,0.10518,0.0961,0.17747,0.18798
55 to 59,0.13836,0.13743,0.07052,0.09371,0.10834,0.08494,0.06393,0.03801,0.01731,0.03827,0.08947,0.06719,0.09943,0.09669,0.08761,0.07811
60 to 64,0.08735,0.09882,0.05345,0.05805,0.03626,0.04888,0.05566,0.04892,0.04222,0.02525,0.02941,0.06268,0.05218,0.07062,0.10525,0.03579
65 to 69,0.04118,0.04583,0.04754,0.0321,0.01426,0.01812,0.01578,0.02824,0.03616,0.01609,0.01187,0.03205,0.04694,0.0546,0.07017,0.05226
70 to 74,0.01497,0.02071,0.02922,0.01655,0.00914,0.00346,0.00857,0.01206,0.01261,0.01109,0.01146,0.00834,0.01681,0.03564,0.03631,0.03738
75+,0.00961,0.01041,0.01033,0.00838,0.0064,0.00481,0.00326,0.00332,0.00666,0.01122,0.01258,0.00963,0.00341,0.00803,0.045,0.00934
