"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2021-05-20,"60-69yrs",1466505,67341,,,1795046,.8170,.0380,
2021-05-20,"70-79yrs",1035981,47203,,,1159902,.8930,.0410,
2021-05-20,"80+",637361,114623,,,679266,.9380,.1690,
2021-05-20,"Adults_18plus",7072124,472809,,,12083325,.5850,.0390,
2021-05-20,"Ontario_12plus",7100727,473541,,,13034844,.5447,.0363,
2021-05-20,"Undisclosed_or_missing",2138,218,,,0,,,
2021-05-21,"12-17yrs",42426,794,,,951519,.0450,.0010,
2021-05-21,"18-29yrs",839634,50015,,,2455535,.3420,.0200,
2021-05-21,"30-39yrs",850119,62175,,,2056059,.4130,.0300,
2021-05-21,"40-49yrs",1006967,66435,,,1876583,.5370,.0350,
2021-05-21,"50-59yrs",1349099,81332,,,2060934,.6550,.0390,
2021-05-21,"60-69yrs",1472953,70718,,,1795046,.8210,.0390,
2021-05-21,"70-79yrs",1038023,48605,,,1159902,.8950,.0420,
2021-05-21,"80+",638034,115463,,,679266,.9390,.1700,
2021-05-21,"Adults_18plus",7194829,494743,,,12083325,.5950,.0410,
2021-05-21,"Ontario_12plus",7237255,495537,,,13034844,.5552,.0380,
2021-05-21,"Undisclosed_or_missing",2136,220,,,0,,,
2021-05-22,"12-17yrs",55173,858,,,951519,.0580,.0010,
2021-05-22,"18-29yrs",883864,53880,,,2455535,.3600,.0220,
2021-05-22,"30-39yrs",889905,66887,,,2056059,.4330,.0330,
2021-05-22,"40-49yrs",1040674,71131,,,1876583,.5550,.0380,
2021-05-22,"50-59yrs",1374319,86380,,,2060934,.6670,.0420,
2021-05-22,"60-69yrs",1480208,74335,,,1795046,.8250,.0410,
2021-05-22,"70-79yrs",1040192,50080,,,1159902,.8970,.0430,
2021-05-22,"80+",638765,116206,,,679266,.9400,.1710,
2021-05-22,"Adults_18plus",7347927,518899,,,12083325,.6080,.0430,
2021-05-22,"Ontario_12plus",7403100,519757,,,13034844,.5679,.0399,
2021-05-22,"Undisclosed_or_missing",2196,224,,,0,,,
2021-05-23,"12-17yrs",66723,883,,,951519,.0700,.0010,
2021-05-23,"18-29yrs",923355,55749,,,2455535,.3760,.0230,
2021-05-23,"30-39yrs",921294,68983,,,2056059,.4480,.0340,
2021-05-23,"40-49yrs",1063105,73316,,,1876583,.5670,.0390,
2021-05-23,"50-59yrs",1391003,88809,,,2060934,.6750,.0430,
2021-05-23,"60-69yrs",1485507,76107,,,1795046,.8280,.0420,
2021-05-23,"70-79yrs",1041586,50957,,,1159902,.8980,.0440,
2021-05-23,"80+",639211,116575,,,679266,.9410,.1720,
2021-05-23,"Adults_18plus",7465061,530496,,,12083325,.6180,.0440,
2021-05-23,"Ontario_12plus",7531784,531379,,,13034844,.5778,.0408,
2021-05-23,"Undisclosed_or_missing",2220,224,,,0,,,
2021-05-24,"12-17yrs",80584,902,,,951519,.0850,.0010,
2021-05-24,"18-29yrs",950806,56767,,,2455535,.3870,.0230,
2021-05-24,"30-39yrs",943317,70243,,,2056059,.4590,.0340,
2021-05-24,"40-49yrs",1077127,74563,,,1876583,.5740,.0400,
2021-05-24,"50-59yrs",1402360,90058,,,2060934,.6800,.0440,
2021-05-24,"60-69yrs",1488287,76965,,,1795046,.8290,.0430,
2021-05-24,"70-79yrs",1042501,51447,,,1159902,.8990,.0440,
2021-05-24,"80+",639537,116800,,,679266,.9420,.1720,
2021-05-24,"Adults_18plus",7543935,536843,,,12083325,.6240,.0440,
2021-05-24,"Ontario_12plus",7624519,537745,,,13034844,.5849,.0413,
2021-05-24,"Undisclosed_or_missing",2226,225,,,0,,,
2021-05-25,"12-17yrs",95249,938,,,951519,.1000,.0010,
2021-05-25,"18-29yrs",974295,57804,,,2455535,.3970,.0240,
2021-05-25,"30-39yrs",961040,71342,,,2056059,.4670,.0350,
2021-05-25,"40-49yrs",1088359,75823,,,1876583,.5800,.0400,
2021-05-25,"50-59yrs",1412240,91343,,,2060934,.6850,.0440,
2021-05-25,"60-69yrs",1490746,77961,,,1795046,.8300,.0430,
2021-05-25,"70-79yrs",1043334,51845,,,1159902,.9000,.0450,
2021-05-25,"80+",639846,117007,,,679266,.9420,.1720,
2021-05-25,"Adults_18plus",7609860,543125,,,12083325,.6300,.0450,
2021-05-25,"Ontario_12plus",7705109,544063,,,13034844,.5911,.0417,
2021-05-25,"Undisclosed_or_missing",2245,225,,,0,,,
2021-05-26,"12-17yrs",112650,1004,,,951519,.1180,.0010,
2021-05-26,"18-29yrs",1004248,61435,,,2455535,.4090,.0250,
2021-05-26,"30-39yrs",984523,75576,,,2056059,.4790,.0370,
2021-05-26,"40-49yrs",1105295,80127,,,1876583,.5890,.0430,
2021-05-26,"50-59yrs",1428259,96356,,,2060934,.6930,.0470,
2021-05-26,"60-69yrs",1495200,83313,,,1795046,.8330,.0460,
2021-05-26,"70-79yrs",1044859,53352,,,1159902,.9010,.0460,
2021-05-26,"80+",640361,117922,,,679266,.9430,.1740,
2021-05-26,"Adults_18plus",7702745,568081,,,12083325,.6370,.0470,
2021-05-26,"Ontario_12plus",7815395,569085,,,13034844,.5996,.0437,
2021-05-26,"Undisclosed_or_missing",2238,232,,,0,,,
2021-05-27,"12-17yrs",131527,1063,,,951519,.1380,.0010,
2021-05-27,"18-29yrs",1038343,64870,,,2455535,.4230,.0260,
2021-05-27,"30-39yrs",1010983,79820,,,2056059,.4920,.0390,
2021-05-27,"40-49yrs",1123252,84301,,,1876583,.5990,.0450,
2021-05-27,"50-59yrs",1442881,101011,,,2060934,.7000,.0490,
2021-05-27,"60-69yrs",1499428,89965,,,1795046,.8350,.0500,
2021-05-27,"70-79yrs",1046276,54854,,,1159902,.9020,.0470,
2021-05-27,"80+",640910,118734,,,679266,.9440,.1750,
2021-05-27,"Adults_18plus",7802073,593555,,,12083325,.6460,.0490,
2021-05-27,"Ontario_12plus",7933600,594618,,,13034844,.6086,.0456,
2021-05-27,"Undisclosed_or_missing",2244,236,,,0,,,
2021-05-28,"12-17yrs",149810,1112,,,951519,.1570,.0010,
2021-05-28,"18-29yrs",1075246,68708,,,2455535,.4380,.0280,
2021-05-28,"30-39yrs",1040138,84484,,,2056059,.5060,.0410,
2021-05-28,"40-49yrs",1144248,89319,,,1876583,.6100,.0480,
2021-05-28,"50-59yrs",1458730,106204,,,2060934,.7080,.0520,
2021-05-28,"60-69yrs",1505267,98293,,,1795046,.8390,.0550,
2021-05-28,"70-79yrs",1048214,56701,,,1159902,.9040,.0490,
2021-05-28,"80+",641650,119861,,,679266,.9450,.1760,
2021-05-28,"Adults_18plus",7913493,623570,,,12083325,.6550,.0520,
2021-05-28,"Ontario_12plus",8063303,624682,,,13034844,.6186,.0479,
2021-05-28,"Undisclosed_or_missing",2250,238,,,0,,,
2021-05-29,"12-17yrs",164876,1215,,,951519,.1730,.0010,
2021-05-29,"18-29yrs",1107925,72928,,,2455535,.4510,.0300,
2021-05-29,"30-39yrs",1067279,89489,,,2056059,.5190,.0440,
2021-05-29,"40-49yrs",1162997,94326,,,1876583,.6200,.0500,
2021-05-29,"50-59yrs",1473046,111649,,,2060934,.7150,.0540,
2021-05-29,"60-69yrs",1509933,109504,,,1795046,.8410,.0610,
2021-05-29,"70-79yrs",1049665,58643,,,1159902,.9050,.0510,
2021-05-29,"80+",642292,121141,,,679266,.9460,.1780,
2021-05-29,"Adults_18plus",8013137,657680,,,12083325,.6630,.0540,
2021-05-29,"Ontario_12plus",8178013,658895,,,13034844,.6274,.0505,
2021-05-29,"Undisclosed_or_missing",2293,244,,,0,,,
2021-05-30,"12-17yrs",186924,1292,,,951519,.1960,.0010,
2021-05-30,"18-29yrs",1141187,75771,,,2455535,.4650,.0310,
2021-05-30,"30-39yrs",1092529,92729,,,2056059,.5310,.0450,
2021-05-30,"40-49yrs",1179618,97570,,,1876583,.6290,.0520,
2021-05-30,"50-59yrs",1485769,115160,,,2060934,.7210,.0560,
2021-05-30,"60-69yrs",1514346,122296,,,1795046,.8440,.0680,
2021-05-30,"70-79yrs",1050930,60356,,,1159902,.9060,.0520,
2021-05-30,"80+",642761,122471,,,679266,.9460,.1800,
2021-05-30,"Adults_18plus",8107140,686353,,,12083325,.6710,.0570,
2021-05-30,"Ontario_12plus",8294064,687645,,,13034844,.6363,.0528,
2021-05-30,"Undisclosed_or_missing",2320,249,,,0,,,
2021-05-31,"12-17yrs",201421,1337,,,951519,.2120,.0010,
2021-05-31,"18-29yrs",1164653,77368,,,2455535,.4740,.0320,
2021-05-31,"30-39yrs",1109651,94331,,,2056059,.5400,.0460,
2021-05-31,"40-49yrs",1190978,99394,,,1876583,.6350,.0530,
2021-05-31,"50-59yrs",1494378,117287,,,2060934,.7250,.0570,
2021-05-31,"60-69yrs",1516817,132073,,,1795046,.8450,.0740,
2021-05-31,"70-79yrs",1051877,61466,,,1159902,.9070,.0530,
2021-05-31,"80+",640612,121759,,,679266,.9430,.1790,
2021-05-31,"Adults_18plus",8168966,703678,,,12083325,.6760,.0580,
2021-05-31,"Ontario_12plus",8370387,705015,,,13034844,.6422,.0541,
2021-05-31,"Undisclosed_or_missing",4806,1817,,,0,,,
2021-06-01,"12-17yrs",214348,1374,,,951519,.2250,.0010,
2021-06-01,"18-29yrs",1191607,80029,,,2455535,.4850,.0330,
2021-06-01,"30-39yrs",1130383,97260,,,2056059,.5500,.0470,
2021-06-01,"40-49yrs",1204126,102495,,,1876583,.6420,.0550,
2021-06-01,"50-59yrs",1503127,121172,,,2060934,.7290,.0590,
2021-06-01,"60-69yrs",1519942,139971,,,1795046,.8470,.0780,
2021-06-01,"70-79yrs",1053078,63924,,,1159902,.9080,.0550,
2021-06-01,"80+",641122,131637,,,679266,.9440,.1940,
2021-06-01,"Adults_18plus",8243385,736488,,,12083325,.6820,.0610,
2021-06-01,"Ontario_12plus",8457733,737862,,,13034844,.6489,.0566,
2021-06-01,"Undisclosed_or_missing",4765,1860,,,0,,,
2021-06-02,"12-17yrs",230283,1433,,,951519,.2420,.0020,
2021-06-02,"18-29yrs",1221667,83288,,,2455535,.4980,.0340,
2021-06-02,"30-39yrs",1152765,100907,,,2056059,.5610,.0490,
2021-06-02,"40-49yrs",1219742,106349,,,1876583,.6500,.0570,
2021-06-02,"50-59yrs",1512059,125834,,,2060934,.7340,.0610,
2021-06-02,"60-69yrs",1523603,145415,,,1795046,.8490,.0810,
2021-06-02,"70-79yrs",1054369,67404,,,1159902,.9090,.0580,
2021-06-02,"80+",641700,148625,,,679266,.9450,.2190,
2021-06-02,"Adults_18plus",8325905,777822,,,12083325,.6890,.0640,
2021-06-02,"Ontario_12plus",8556188,779255,,,13034844,.6564,.0598,
2021-06-02,"Undisclosed_or_missing",4770,1908,,,0,,,
2021-06-03,"12-17yrs",248847,1542,,,951519,.2620,.0020,
2021-06-03,"18-29yrs",1250368,87284,,,2455535,.5090,.0360,
2021-06-03,"30-39yrs",1173607,105339,,,2056059,.5710,.0510,
2021-06-03,"40-49yrs",1234987,110853,,,1876583,.6580,.0590,
2021-06-03,"50-59yrs",1520527,131306,,,2060934,.7380,.0640,
2021-06-03,"60-69yrs",1527039,151523,,,1795046,.8510,.0840,
2021-06-03,"70-79yrs",1055612,72395,,,1159902,.9100,.0620,
2021-06-03,"80+",642254,172781,,,679266,.9460,.2540,
2021-06-03,"Adults_18plus",8404394,831481,,,12083325,.6960,.0690,
2021-06-03,"Ontario_12plus",8653241,833023,,,13034844,.6639,.0639,
2021-06-03,"Undisclosed_or_missing",4783,1958,,,0,,,
2021-06-04,"12-17yrs",269495,1668,,,951519,.2830,.0020,
2021-06-04,"18-29yrs",1281318,91738,,,2455535,.5220,.0370,
2021-06-04,"30-39yrs",1196845,110420,,,2056059,.5820,.0540,
2021-06-04,"40-49yrs",1251085,116137,,,1876583,.6670,.0620,
2021-06-04,"50-59yrs",1530707,137762,,,2060934,.7430,.0670,
2021-06-04,"60-69yrs",1531016,159013,,,1795046,.8530,.0890,
2021-06-04,"70-79yrs",1057146,80947,,,1159902,.9110,.0700,
2021-06-04,"80+",642865,196363,,,679266,.9460,.2890,
2021-06-04,"Adults_18plus",8490982,892380,,,12083325,.7030,.0740,
2021-06-04,"Ontario_12plus",8760477,894048,,,13034844,.6721,.0686,
2021-06-04,"Undisclosed_or_missing",4785,2017,,,0,,,
2021-06-05,"12-17yrs",288985,1755,,,951519,.3040,.0020,
2021-06-05,"18-29yrs",1312634,96433,,,2455535,.5350,.0390,
2021-06-05,"30-39yrs",1220621,115790,,,2056059,.5940,.0560,
2021-06-05,"40-49yrs",1267057,121550,,,1876583,.6750,.0650,
2021-06-05,"50-59yrs",1540128,144223,,,2060934,.7470,.0700,
2021-06-05,"60-69yrs",1534777,167399,,,1795046,.8550,.0930,
2021-06-05,"70-79yrs",1058463,92064,,,1159902,.9130,.0790,
2021-06-05,"80+",643437,221974,,,679266,.9470,.3270,
2021-06-05,"Adults_18plus",8577117,959433,,,12083325,.7100,.0790,
2021-06-05,"Ontario_12plus",8866102,961188,,,13034844,.6802,.0737,
2021-06-05,"Undisclosed_or_missing",4823,2069,,,0,,,
2021-06-06,"12-17yrs",307419,1878,,,951519,.3230,.0020,
2021-06-06,"18-29yrs",1340248,100418,,,2455535,.5460,.0410,
2021-06-06,"30-39yrs",1240020,120613,,,2056059,.6030,.0590,
2021-06-06,"40-49yrs",1279695,126697,,,1876583,.6820,.0680,
2021-06-06,"50-59yrs",1547643,151693,,,2060934,.7510,.0740,
2021-06-06,"60-69yrs",1537789,178372,,,1795046,.8570,.0990,
2021-06-06,"70-79yrs",1059540,108436,,,1159902,.9130,.0930,
2021-06-06,"80+",643861,241340,,,679266,.9480,.3550,
2021-06-06,"Adults_18plus",8648796,1027569,,,12083325,.7160,.0850,
2021-06-06,"Ontario_12plus",8956215,1029447,,,13034844,.6871,.0790,
2021-06-06,"Undisclosed_or_missing",4840,2073,,,0,,,
2021-06-07,"12-17yrs",322353,1948,,,951519,.3390,.0020,
2021-06-07,"18-29yrs",1357620,102955,,,2455535,.5530,.0420,
2021-06-07,"30-39yrs",1251923,123510,,,2056059,.6090,.0600,
2021-06-07,"40-49yrs",1288981,129856,,,1876583,.6870,.0690,
2021-06-07,"50-59yrs",1552712,157692,,,2060934,.7530,.0770,
2021-06-07,"60-69yrs",1539722,188168,,,1795046,.8580,.1050,
2021-06-07,"70-79yrs",1060292,125502,,,1159902,.9140,.1080,
2021-06-07,"80+",644157,255095,,,679266,.9480,.3760,
2021-06-07,"Adults_18plus",8695407,1082778,,,12083325,.7200,.0900,
2021-06-07,"Ontario_12plus",9017760,1084726,,,13034844,.6918,.0832,
2021-06-07,"Undisclosed_or_missing",4839,2079,,,0,,,
2021-06-08,"12-17yrs",338836,2057,,,951519,.3560,.0020,
2021-06-08,"18-29yrs",1376520,107684,,,2455535,.5610,.0440,
2021-06-08,"30-39yrs",1265586,129020,,,2056059,.6160,.0630,
2021-06-08,"40-49yrs",1299854,135803,,,1876583,.6930,.0720,
2021-06-08,"50-59yrs",1558994,167202,,,2060934,.7560,.0810,
2021-06-08,"60-69yrs",1542573,207807,,,1795046,.8590,.1160,
2021-06-08,"70-79yrs",1061479,152009,,,1159902,.9150,.1310,
2021-06-08,"80+",644605,270626,,,679266,.9490,.3980,
2021-06-08,"Adults_18plus",8749611,1170151,,,12083325,.7240,.0970,
2021-06-08,"Ontario_12plus",9088447,1172208,,,13034844,.6972,.0899,
2021-06-08,"Undisclosed_or_missing",4836,2122,,,0,,,
2021-06-09,"12-17yrs",356539,2270,,,951519,.3750,.0020,
2021-06-09,"18-29yrs",1394715,113644,,,2455535,.5680,.0460,
2021-06-09,"30-39yrs",1279107,135995,,,2056059,.6220,.0660,
2021-06-09,"40-49yrs",1309797,143278,,,1876583,.6980,.0760,
2021-06-09,"50-59yrs",1564623,179070,,,2060934,.7590,.0870,
2021-06-09,"60-69yrs",1545168,233182,,,1795046,.8610,.1300,
2021-06-09,"70-79yrs",1062628,183006,,,1159902,.9160,.1580,
2021-06-09,"80+",645068,290062,,,679266,.9500,.4270,
2021-06-09,"Adults_18plus",8801106,1278237,,,12083325,.7280,.1060,
2021-06-09,"Ontario_12plus",9157645,1280507,,,13034844,.7026,.0982,
2021-06-09,"Undisclosed_or_missing",4798,2169,,,0,,,
2021-06-10,"12-17yrs",372872,2434,,,951519,.3920,.0030,
2021-06-10,"18-29yrs",1411817,120178,,,2455535,.5750,.0490,
2021-06-10,"30-39yrs",1291852,143962,,,2056059,.6280,.0700,
2021-06-10,"40-49yrs",1319264,151713,,,1876583,.7030,.0810,
2021-06-10,"50-59yrs",1570078,192930,,,2060934,.7620,.0940,
2021-06-10,"60-69yrs",1547791,261600,,,1795046,.8620,.1460,
2021-06-10,"70-79yrs",1063690,218361,,,1159902,.9170,.1880,
2021-06-10,"80+",645536,306362,,,679266,.9500,.4510,
2021-06-10,"Adults_18plus",8850028,1395106,,,12083325,.7320,.1150,
2021-06-10,"Ontario_12plus",9222900,1397540,,,13034844,.7076,.1072,
2021-06-10,"Undisclosed_or_missing",4793,2236,,,0,,,
2021-06-11,"12-17yrs",388682,3020,,,951519,.4080,.0030,
2021-06-11,"18-29yrs",1429203,129054,,,2455535,.5820,.0530,
2021-06-11,"30-39yrs",1304653,154331,,,2056059,.6350,.0750,
2021-06-11,"40-49yrs",1328740,162732,,,1876583,.7080,.0870,
2021-06-11,"50-59yrs",1576156,210459,,,2060934,.7650,.1020,
2021-06-11,"60-69yrs",1550557,293060,,,1795046,.8640,.1630,
2021-06-11,"70-79yrs",1064885,255147,,,1159902,.9180,.2200,
2021-06-11,"80+",646024,323660,,,679266,.9510,.4760,
2021-06-11,"Adults_18plus",8900218,1528443,,,12083325,.7370,.1260,
2021-06-11,"Ontario_12plus",9288900,1531463,,,13034844,.7126,.1175,
2021-06-11,"Undisclosed_or_missing",4778,2279,,,0,,,
2021-06-12,"12-17yrs",401349,3605,,,951519,.4220,.0040,
2021-06-12,"18-29yrs",1445610,138460,,,2455535,.5890,.0560,
2021-06-12,"30-39yrs",1317703,165760,,,2056059,.6410,.0810,
2021-06-12,"40-49yrs",1337499,174348,,,1876583,.7130,.0930,
2021-06-12,"50-59yrs",1581982,228482,,,2060934,.7680,.1110,
2021-06-12,"60-69yrs",1553271,323792,,,1795046,.8650,.1800,
2021-06-12,"70-79yrs",1066045,291300,,,1159902,.9190,.2510,
2021-06-12,"80+",646462,339704,,,679266,.9520,.5000,
2021-06-12,"Adults_18plus",8948572,1661846,,,12083325,.7410,.1380,
2021-06-12,"Ontario_12plus",9349921,1665451,,,13034844,.7173,.1278,
2021-06-12,"Undisclosed_or_missing",4770,2310,,,0,,,
2021-06-13,"12-17yrs",414856,4425,,,951519,.4360,.0050,
2021-06-13,"18-29yrs",1461598,148638,,,2455535,.5950,.0610,
2021-06-13,"30-39yrs",1328998,175830,,,2056059,.6460,.0860,
2021-06-13,"40-49yrs",1345351,184824,,,1876583,.7170,.0980,
2021-06-13,"50-59yrs",1587168,245831,,,2060934,.7700,.1190,
2021-06-13,"60-69yrs",1555616,354193,,,1795046,.8670,.1970,
2021-06-13,"70-79yrs",1066974,326280,,,1159902,.9200,.2810,
2021-06-13,"80+",646767,354446,,,679266,.9520,.5220,
2021-06-13,"Adults_18plus",8992472,1790042,,,12083325,.7440,.1480,
2021-06-13,"Ontario_12plus",9407328,1794467,,,13034844,.7217,.1377,
2021-06-13,"Undisclosed_or_missing",4757,2315,,,0,,,
2021-06-14,"12-17yrs",424052,5476,,,951519,.4460,.0060,
2021-06-14,"18-29yrs",1472629,156459,,,2455535,.6000,.0640,
2021-06-14,"30-39yrs",1336575,184004,,,2056059,.6500,.0890,
2021-06-14,"40-49yrs",1350098,192679,,,1876583,.7190,.1030,
2021-06-14,"50-59yrs",1590389,259766,,,2060934,.7720,.1260,
2021-06-14,"60-69yrs",1557113,377451,,,1795046,.8670,.2100,
2021-06-14,"70-79yrs",1067543,350847,,,1159902,.9200,.3020,
2021-06-14,"80+",646976,365323,,,679266,.9520,.5380,
2021-06-14,"Adults_18plus",9021323,1886529,,,12083325,.7470,.1560,
2021-06-14,"Ontario_12plus",9445375,1892005,,,13034844,.7246,.1451,
2021-06-14,"Undisclosed_or_missing",4746,2315,,,0,,,
2021-06-15,"12-17yrs",435069,6681,,,951519,.4572,.0070,
2021-06-15,"18-29yrs",1483783,170764,,,2455535,.6043,.0695,
2021-06-15,"30-39yrs",1344190,198558,,,2056059,.6538,.0966,
2021-06-15,"40-49yrs",1355012,205040,,,1876583,.7221,.1093,
2021-06-15,"50-59yrs",1594058,280605,,,2060934,.7735,.1362,
2021-06-15,"60-69yrs",1559115,409388,,,1795046,.8686,.2281,
2021-06-15,"70-79yrs",1068421,386162,,,1159902,.9211,.3329,
2021-06-15,"80+",647305,378202,,,679266,.9529,.5568,
2021-06-15,"Adults_18plus",9051884,2028719,,,12083325,.7491,.1679,
2021-06-15,"Ontario_12plus",9486953,2035400,,,13034844,.7278,.1562,
2021-06-15,"Undisclosed_or_missing",4726,2351,,,0,,,
2021-06-16,"12-17yrs",447553,8114,,,951519,.4704,.0085,
2021-06-16,"18-29yrs",1495017,187162,,,2455535,.6088,.0762,
2021-06-16,"30-39yrs",1351741,216143,,,2056059,.6574,.1051,
2021-06-16,"40-49yrs",1359294,221520,,,1876583,.7243,.1180,
2021-06-16,"50-59yrs",1597394,306307,,,2060934,.7751,.1486,
2021-06-16,"60-69yrs",1561100,445049,,,1795046,.8697,.2479,
2021-06-16,"70-79yrs",1069257,421530,,,1159902,.9219,.3634,
2021-06-16,"80+",647646,390503,,,679266,.9534,.5749,
2021-06-16,"Adults_18plus",9081449,2188214,,,12083325,.7516,.1811,
2021-06-16,"Ontario_12plus",9529002,2196328,,,13034844,.7310,.1685,
2021-06-16,"Undisclosed_or_missing",4697,2387,,,0,,,
2021-06-17,"12-17yrs",458371,9889,,,951519,.4817,.0104,
2021-06-17,"18-29yrs",1505226,204897,,,2455535,.6130,.0834,
2021-06-17,"30-39yrs",1358658,234927,,,2056059,.6608,.1143,
2021-06-17,"40-49yrs",1363386,240442,,,1876583,.7265,.1281,
2021-06-17,"50-59yrs",1600681,334474,,,2060934,.7767,.1623,
2021-06-17,"60-69yrs",1562965,484233,,,1795046,.8707,.2698,
2021-06-17,"70-79yrs",1070053,455706,,,1159902,.9225,.3929,
2021-06-17,"80+",647992,404047,,,679266,.9540,.5948,
2021-06-17,"Adults_18plus",9108961,2358726,,,12083325,.7538,.1952,
2021-06-17,"Ontario_12plus",9567332,2368615,,,13034844,.7340,.1817,
2021-06-17,"Undisclosed_or_missing",4658,2420,,,0,,,
2021-06-18,"12-17yrs",467953,11667,,,951519,.4918,.0123,
2021-06-18,"18-29yrs",1513976,222122,,,2455535,.6166,.0905,
2021-06-18,"30-39yrs",1364945,253206,,,2056059,.6639,.1232,
2021-06-18,"40-49yrs",1367189,261170,,,1876583,.7286,.1392,
2021-06-18,"50-59yrs",1603786,364853,,,2060934,.7782,.1770,
2021-06-18,"60-69yrs",1564733,523736,,,1795046,.8717,.2918,
2021-06-18,"70-79yrs",1070889,489894,,,1159902,.9233,.4224,
2021-06-18,"80+",648301,418155,,,679266,.9544,.6156,
2021-06-18,"Adults_18plus",9133819,2533136,,,12083325,.7559,.2096,
2021-06-18,"Ontario_12plus",9601772,2544803,,,13034844,.7366,.1952,
2021-06-18,"Undisclosed_or_missing",4650,2438,,,0,,,
2021-06-19,"12-17yrs",476343,13213,,,951519,.5006,.0139,
2021-06-19,"18-29yrs",1523157,239406,,,2455535,.6203,.0975,
2021-06-19,"30-39yrs",1371955,271983,,,2056059,.6673,.1323,
2021-06-19,"40-49yrs",1371472,284265,,,1876583,.7308,.1515,
2021-06-19,"50-59yrs",1607142,397789,,,2060934,.7798,.1930,
2021-06-19,"60-69yrs",1566593,563691,,,1795046,.8727,.3140,
2021-06-19,"70-79yrs",1071649,523024,,,1159902,.9239,.4509,
2021-06-19,"80+",648635,429458,,,679266,.9549,.6322,
2021-06-19,"Adults_18plus",9160603,2709616,,,12083325,.7581,.2242,
2021-06-19,"Ontario_12plus",9636946,2722829,,,13034844,.7393,.2089,
2021-06-19,"Undisclosed_or_missing",4651,2473,,,0,,,
2021-06-20,"12-17yrs",486455,15246,,,951519,.5112,.0160,
2021-06-20,"18-29yrs",1532912,254912,,,2455535,.6243,.1038,
2021-06-20,"30-39yrs",1378297,287597,,,2056059,.6704,.1399,
2021-06-20,"40-49yrs",1375261,304769,,,1876583,.7329,.1624,
2021-06-20,"50-59yrs",1610032,427199,,,2060934,.7812,.2073,
2021-06-20,"60-69yrs",1568149,595181,,,1795046,.8736,.3316,
2021-06-20,"70-79yrs",1072283,549116,,,1159902,.9245,.4734,
2021-06-20,"80+",648851,437775,,,679266,.9552,.6445,
2021-06-20,"Adults_18plus",9185785,2856549,,,12083325,.7602,.2364,
2021-06-20,"Ontario_12plus",9672240,2871795,,,13034844,.7420,.2203,
2021-06-20,"Undisclosed_or_missing",4630,2485,,,0,,,
2021-06-21,"12-17yrs",491731,16607,,,951519,.5168,.0175,
2021-06-21,"18-29yrs",1538921,265511,,,2455535,.6267,.1081,
2021-06-21,"30-39yrs",1382187,297929,,,2056059,.6723,.1449,
2021-06-21,"40-49yrs",1377364,318846,,,1876583,.7340,.1699,
2021-06-21,"50-59yrs",1611685,447157,,,2060934,.7820,.2170,
2021-06-21,"60-69yrs",1568975,615891,,,1795046,.8741,.3431,
2021-06-21,"70-79yrs",1072632,566061,,,1159902,.9248,.4880,
2021-06-21,"80+",648959,442210,,,679266,.9554,.6510,
2021-06-21,"Adults_18plus",9200723,2953605,,,12083325,.7614,.2444,
2021-06-21,"Ontario_12plus",9692454,2970212,,,13034844,.7436,.2279,
2021-06-21,"Undisclosed_or_missing",4621,2488,,,0,,,
2021-06-22,"12-17yrs",497601,18123,,,951519,.5230,.0190,
2021-06-22,"18-29yrs",1546255,282106,,,2455535,.6297,.1149,
2021-06-22,"30-39yrs",1387392,315713,,,2056059,.6748,.1536,
2021-06-22,"40-49yrs",1380513,345306,,,1876583,.7357,.1840,
2021-06-22,"50-59yrs",1614370,483242,,,2060934,.7833,.2345,
2021-06-22,"60-69yrs",1570634,653338,,,1795046,.8750,.3640,
2021-06-22,"70-79yrs",1073340,592435,,,1159902,.9254,.5108,
2021-06-22,"80+",649222,452580,,,679266,.9558,.6663,
2021-06-22,"Adults_18plus",9221726,3124720,,,12083325,.7632,.2586,
2021-06-22,"Ontario_12plus",9719327,3142843,,,13034844,.7456,.2411,
2021-06-22,"Undisclosed_or_missing",4611,2529,,,0,,,
2021-06-23,"12-17yrs",504227,20350,,,951519,.5299,.0214,
2021-06-23,"18-29yrs",1553828,301817,,,2455535,.6328,.1229,
2021-06-23,"30-39yrs",1392906,337976,,,2056059,.6775,.1644,
2021-06-23,"40-49yrs",1383946,375528,,,1876583,.7375,.2001,
2021-06-23,"50-59yrs",1617335,524113,,,2060934,.7848,.2543,
2021-06-23,"60-69yrs",1572426,693386,,,1795046,.8760,.3863,
2021-06-23,"70-79yrs",1074089,624190,,,1159902,.9260,.5381,
2021-06-23,"80+",649537,463828,,,679266,.9562,.6828,
2021-06-23,"Adults_18plus",9244067,3320838,,,12083325,.7650,.2748,
2021-06-23,"Ontario_12plus",9748294,3341188,,,13034844,.7479,.2563,
2021-06-23,"Undisclosed_or_missing",4590,2556,,,0,,,
2021-06-24,"12-17yrs",510094,23313,,,951519,.5361,.0245,
2021-06-24,"18-29yrs",1561030,325296,,,2455535,.6357,.1325,
2021-06-24,"30-39yrs",1397868,363363,,,2056059,.6799,.1767,
2021-06-24,"40-49yrs",1387092,405880,,,1876583,.7392,.2163,
