Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.52512,0.2827,0.00206,0.00548,0.00263,0.00177,0.00406,0.00688,0.00251,0.02122,0.00588,0.01991,0.00932,0.00036,0,0
5 to 9,0.22593,6.7444,1.27269,0.0232,0.00347,0.00762,0.0345,0.02049,0.0148,0.03383,0.06577,0.06703,0.01143,0.00507,0,0.00422
10 to 14,0.03561,0.32782,6.45531,0.85527,0.00125,0.00226,0.02114,0.01392,0.01076,0.02005,0.07496,0.05308,0.00547,0.00192,0,0
15 to 19,0.01708,0.01543,0.08535,1.27732,0.06013,0.00828,0.00866,0.00456,0.02611,0.04286,0.04687,0.0362,0.01819,0,0.00152,0.00424
20 to 24,0.00196,0.00433,0.00252,0.00588,0.03363,0.01937,0.00367,0.00146,0.00073,0.00053,0.00057,0.00074,0.00183,0.00035,0,0
25 to 29,0.0055,0.00546,0.00402,0.00324,0.0035,0.01086,0.00609,0.00397,0.00204,0.00256,0.00139,0.00605,0.00023,0.00034,0,0.00152
30 to 34,0.01154,0.00966,0.00544,0.00435,0.00244,0.00194,0.00569,0.0057,0.00207,0.0051,0.00403,0.00243,0.00221,0.0022,0,0
35 to 39,0.00855,0.00919,0.00873,0.00618,0.00303,0.00261,0.004,0.00432,0.00284,0.00447,0.00403,0.00413,0.00621,0.00097,0.00152,0
40 to 44,0.00451,0.01117,0.01129,0.00602,0.002,0.00318,0.00448,0.00495,0.0063,0.00432,0.00522,0.00538,0.0014,0.00098,0.00157,0
45 to 49,0.00539,0.00807,0.00897,0.00715,0.00247,0.0028,0.00235,0.00239,0.00227,0.00262,0.00719,0.00393,0.00223,0.00158,0.00423,0
50 to 54,0.00323,0.00802,0.00739,0.00453,0.00141,0.00079,0.00207,0.00038,0.00273,0.00348,0.00393,0.00367,0.00184,0.00036,0.00704,0
55 to 59,0.0024,0.00272,0.00407,0.00302,0.00112,0.00145,0.00036,0.001,0.00086,0.0018,0.00233,0.00449,0.00101,0.00285,0.00429,0
60 to 64,0.00033,0.00091,0.00092,0.00071,1.00E-04,0.00059,0.00077,8.00E-05,0.00083,0.00051,0.00075,0.00156,0.00376,0.00158,0.00155,0
65 to 69,0.00017,0.00026,0.00013,0.00017,0.00022,0.00042,8.00E-05,0.00037,9.00E-05,0.00031,0,0,0.00216,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
