Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.90271,0.38077,0.00321,0.01574,0.01526,0.00236,0.00626,0.01068,0.0033,0.02729,0.00744,0.02519,0.01215,0.00039,0,0
5 to 9,0.3043,6.85989,1.50268,0.05238,0.02322,0.01102,0.05691,0.03433,0.01857,0.04093,0.07645,0.07928,0.01588,0.00568,0,0.00422
10 to 14,0.05543,0.38706,8.8451,2.23503,0.00934,0.0035,0.03812,0.02547,0.01493,0.02685,0.09682,0.06946,0.00817,0.00221,0,0
15 to 19,0.04909,0.03483,0.22303,6.23016,0.64888,0.01556,0.02049,0.01091,0.05083,0.08098,0.08736,0.06689,0.03332,0,0.00152,0.00424
20 to 24,0.01136,0.02903,0.01885,0.06345,0.25014,0.02829,0.00666,0.00266,0.00124,0.00089,0.00098,0.00123,0.00265,0.00039,0,0
25 to 29,0.0073,0.00791,0.00625,0.00609,0.00511,0.01114,0.00637,0.00416,0.00211,0.00264,0.00144,0.00624,0.00024,0.00034,0,0.00152
30 to 34,0.01776,0.01594,0.00982,0.0103,0.00442,0.00204,0.00617,0.00619,0.0022,0.00541,0.00428,0.00257,0.00231,0.00222,0,0
35 to 39,0.01327,0.01539,0.01598,0.01479,0.00551,0.00274,0.00435,0.0047,0.00302,0.00475,0.00429,0.00437,0.0065,0.00098,0.00152,0
40 to 44,0.00594,0.01402,0.01567,0.01172,0.00342,0.00329,0.00477,0.00528,0.00656,0.00449,0.00541,0.00557,0.00144,0.00099,0.00157,0
45 to 49,0.00694,0.00976,0.01201,0.0135,0.00416,0.0029,0.0025,0.00254,0.00235,0.00271,0.00743,0.00406,0.0023,0.00159,0.00423,0
50 to 54,0.00408,0.00933,0.00955,0.00844,0.00243,0.00081,0.0022,0.00041,0.00283,0.0036,0.00405,0.00378,0.0019,0.00037,0.00704,0
55 to 59,0.00304,0.00321,0.00533,0.00558,0.00186,0.0015,0.00038,0.00106,0.00089,0.00185,0.0024,0.00463,0.00104,0.00287,0.00429,0
60 to 64,0.00043,0.00127,0.00137,0.00131,0.00015,0.00061,0.00081,9.00E-05,0.00086,0.00052,0.00077,0.0016,0.00385,0.00159,0.00155,0
65 to 69,0.00018,0.00029,0.00015,0.00021,0.00025,0.00043,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00217,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
