Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.8179,0.22224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,6.00E-05,7.48408,1.05533,0.01521,0,0,0.00253,0.00825,0.01122,0.00925,0,0,0,0,0,0.00756
10 to 14,0,0.83161,11.77982,2.68172,0,0.00084,0.00704,0,0,0.00973,0,0,0,0,0,0
15 to 19,0,0,0.27115,8.72584,1.47225,0.00518,0,0,0,0.1057,0.03437,0,0,0,0,0
20 to 24,0.0122,0.00408,0.02834,0.10633,1.03487,0.04175,0.00158,0.003,0,0,0.00337,0.0019,0,0,0,0
25 to 29,0,0.0061,0.00547,0.00442,0.00275,0.00994,0.00641,0.00262,0,0.00238,0.00377,0.02493,0,0,0,0.00278
30 to 34,0.00476,0.01554,0.00935,0.01688,0.00772,0.00155,0.00361,0.00156,0.00515,0,0,0,0,0,0,0
35 to 39,0.00183,0.01126,0.01492,0.01492,0.00485,0.00334,0.00509,0.00369,0,0,0.01406,0.00408,0,0,0,0
40 to 44,0,0.01393,0.01176,0.01094,0.00295,0.00218,0.0067,0,0.00114,0.00263,0,0.00096,0,0.00485,0,0
45 to 49,0.00543,0.01008,0.00978,0.01077,0.00376,0.00403,0.00372,6.00E-04,0,0,0.00654,0,0.00329,0,0,0
50 to 54,0.00554,0.00605,0.00717,0.00783,0.004,0.00035,0.00228,0,0,0.00255,0,0,0,0,0,0
55 to 59,0,0.00318,0.00328,0.00121,0.00045,0.00035,0,0,0,0,0,0,0,0,0,0
60 to 64,0,0.00206,0.00058,0.00078,0.00032,0.00034,0.00216,0,0,0,0,0,0,0,0,0
65 to 69,0,0.00013,0,9.00E-05,0.00059,0,0,0,0,0,0,0,0,0,0,0
70 to 74,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0
75+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
