Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.80688,0.35161,0.00294,0.01418,0.00859,0.00202,0.00501,0.00843,0.00294,0.02431,0.00649,0.02082,0.00992,0.00036,0,0
5 to 9,0.281,6.57611,1.43101,0.04895,0.0129,0.00873,0.04223,0.02492,0.01618,0.03553,0.06446,0.06103,0.01145,0.00481,0,0.00422
10 to 14,0.05085,0.3686,8.36763,2.07493,0.00516,0.00277,0.02817,0.01841,0.01295,0.0232,0.08126,0.05326,0.00588,0.00187,0,0
15 to 19,0.04423,0.03255,0.20705,5.67652,0.35374,0.01235,0.01515,0.0079,0.04379,0.06952,0.07291,0.05132,0.02426,0,0.00152,0.00424
20 to 24,0.00639,0.01613,0.01041,0.03459,0.097,0.02241,0.00467,0.00185,0.00094,0.00068,0.00073,9.00E-04,0.00205,0.00036,0,0
25 to 29,0.00627,0.00627,0.00493,0.00483,0.00405,0.01094,0.00617,0.00403,0.00206,0.00258,0.00141,0.00607,0.00024,0.00034,0,0.00152
30 to 34,0.01422,0.01182,0.00725,0.00761,0.0031,0.00197,0.00583,0.00584,0.00211,0.00519,0.00409,0.00245,0.00222,0.0022,0,0
35 to 39,0.01048,0.01117,0.01155,0.01071,0.00383,0.00265,0.0041,0.00442,0.00289,0.00455,0.00409,0.00416,0.00626,0.00097,0.00152,0
40 to 44,0.0053,0.01222,0.01359,0.0101,0.00259,0.00321,0.00458,0.00505,0.0064,0.00437,0.00525,0.00538,0.0014,0.00098,0.00157,0
45 to 49,0.00618,0.00847,0.01037,0.01159,0.00316,0.00283,0.0024,0.00243,0.0023,0.00265,0.00722,0.00392,0.00224,0.00158,0.00423,0
50 to 54,0.00356,0.00786,0.00801,0.00704,0.0018,0.00079,0.0021,0.00039,0.00275,0.0035,0.00392,0.00364,0.00184,0.00036,0.00704,0
55 to 59,0.00251,0.00247,0.00408,0.00428,0.00136,0.00145,0.00036,0.00101,0.00086,0.00179,0.00231,0.00444,0.00101,0.00284,0.00429,0
60 to 64,0.00035,0.00092,0.00099,0.00095,0.00011,0.00059,0.00078,8.00E-05,0.00084,0.00051,0.00075,0.00155,0.00377,0.00158,0.00155,0
65 to 69,0.00017,0.00025,0.00013,0.00018,0.00023,0.00042,8.00E-05,0.00037,9.00E-05,0.00031,0,0,0.00216,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
