Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.74563,0.31283,0.00272,0.01403,0.01544,0.00212,0.00555,0.00965,0.00298,0.02503,0.00765,0.02523,0.01129,0.00035,0,0
5 to 9,0.25001,5.64005,1.27487,0.04679,0.02361,0.00929,0.0481,0.02979,0.01607,0.03622,0.07965,0.07973,0.01413,0.00455,0,0.00422
10 to 14,0.04696,0.32838,7.74359,2.06013,0.00979,0.00301,0.03298,0.02263,0.01322,0.02431,0.10337,0.07152,0.00741,0.00178,0,0
15 to 19,0.04376,0.03112,0.20558,6.04523,0.71509,0.01388,0.01849,0.01011,0.0469,0.07631,0.09673,0.07142,0.03132,0,0.00152,0.00424
20 to 24,0.01149,0.02953,0.01976,0.06992,0.30782,0.02771,0.00662,0.00269,0.00125,0.00091,0.00113,0.00136,0.00267,0.00036,0,0
25 to 29,0.00657,0.00667,0.00536,0.00543,0.005,0.01102,0.00627,0.0041,0.00208,0.00261,0.00144,0.00622,0.00024,0.00034,0,0.00152
30 to 34,0.01575,0.01347,0.00849,0.00929,0.0044,0.002,0.00603,0.00607,0.00216,0.00532,0.00429,0.00256,0.00228,0.0022,0,0
35 to 39,0.01199,0.01336,0.0142,0.0137,0.00558,0.0027,0.00426,0.00462,0.00297,0.00468,0.00432,0.00438,0.00643,0.00097,0.00152,0
40 to 44,0.00537,0.01213,0.01388,0.01082,0.00345,0.00324,0.00468,0.00519,0.00646,0.00443,0.00544,0.00557,0.00143,0.00098,0.00157,0
45 to 49,0.00636,0.00864,0.01087,0.01272,0.00425,0.00286,0.00246,0.00251,0.00232,0.00268,0.00749,0.00407,0.00228,0.00158,0.00423,0
50 to 54,0.00419,0.00972,0.01019,0.00934,0.00277,0.00081,0.00221,0.00041,0.00285,0.00363,0.00419,0.00388,0.0019,0.00036,0.00704,0
55 to 59,0.00304,0.00323,0.00549,0.00596,0.00207,0.00149,0.00038,0.00106,0.00089,0.00186,0.00246,0.00471,0.00104,0.00284,0.00429,0
60 to 64,4.00E-04,0.00113,0.00124,0.00123,0.00015,6.00E-04,8.00E-04,8.00E-05,0.00085,0.00052,0.00078,0.0016,0.00383,0.00158,0.00155,0
65 to 69,0.00016,0.00023,0.00012,0.00017,0.00023,0.00042,8.00E-05,0.00037,9.00E-05,0.00031,0,0,0.00216,0.00345,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
