Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.91326,0.25749,0.08075,0.15349,0,0,0.00891,0.05736,0.02071,0,0,0.00567,0,0,0,0
5 to 9,0.22792,8.45172,0.43331,0.28428,0,0,0.03335,0,0,0,0,0.01156,0,0,0,0
10 to 14,0.41277,0.56634,11.72608,1.22621,0,0,0,0.04713,0,0,0,0.03065,0.01481,0,0,0
15 to 19,0.02474,0.03846,0.24425,8.54285,0.4766,0,0,0,0.00901,0.0138,0,0.01047,0,0,0,0
20 to 24,0.01014,0,0.1499,0.13404,0.35779,0,0.00177,0.00967,0,0,0,0,0,0,0,0
25 to 29,0.01846,0.01271,0.01173,0.01068,0.00231,0.02723,0.00076,0.01632,0.00421,0,0,0,0,0,0,0
30 to 34,0.0438,0.02563,0.0029,0,0,0,0.00372,0.00784,0.00807,0,0,0.00637,0,0,0,0
35 to 39,0.01037,0.02105,0.02397,0.03574,0,0,0.00515,0.00616,0.00182,0.00798,0.00267,0.00236,0.02186,0,0.00331,0
40 to 44,0.00652,0.03823,0.02067,0.01132,0.00831,0,0.00536,0.00811,0.00838,0,0.00274,0,0.00496,0,0.00334,0
45 to 49,0,0.02226,0.04868,0.0308,0.00353,0,0.00084,0.00276,0.00183,0,0,0.00237,0,0.01079,0.00911,0
50 to 54,0.01118,0.01786,0.01468,0.01658,0,0,0.0023,0,0.00511,0,0,0.00648,0,0,0.00916,0
55 to 59,0,0.00691,0.00823,0.00796,0,0,0,0.00096,0.00177,0,0,0,0,0,0.00916,0
60 to 64,0,0,0.00156,0,0,0,0.00071,0,0,0.0025,0,0.00199,0,0,0.00333,0
65 to 69,0,0.00047,0,0,0,0.00903,0,0,0,0,0,0,0,0,0.00332,0
70 to 74,0,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0
75+,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0.00925,0
