Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.48746,0.25022,0.00193,0.0073,0.00517,0.00176,0.00441,0.00755,0.00308,0.02546,0.00853,0.02778,0.01361,4.00E-04,0,0
5 to 9,0.19997,5.70715,1.1416,0.03023,0.00862,0.00735,0.03926,0.02378,0.02028,0.04453,0.1129,0.11081,0.02266,0.00688,0,0.00422
10 to 14,0.03336,0.29405,6.13689,1.17908,0.00319,0.00224,0.02478,0.01662,0.0152,0.02725,0.13247,0.09014,0.01089,0.00258,0,0
15 to 19,0.02277,0.02011,0.11766,2.50929,0.17652,0.00925,0.01159,0.00619,0.04258,0.06772,0.09521,0.06975,0.0363,0,0.00152,0.00424
20 to 24,0.00385,0.01078,0.00645,0.01726,0.06245,0.02071,0.00428,0.00171,0.00094,0.00068,0.00084,0.00103,0.00238,0.00038,0,0
25 to 29,0.00546,0.00528,0.004,0.00362,0.00374,0.01086,0.00612,0.004,0.00207,0.00259,0.00144,0.00621,0.00024,0.00034,0,0.00152
30 to 34,0.01252,0.01099,0.00638,0.00582,0.00284,0.00196,0.00581,0.00583,0.00216,0.00531,0.00435,0.00259,0.00233,0.00223,0,0
35 to 39,0.00938,0.01066,0.01043,0.00839,0.00354,0.00263,0.00409,0.00442,0.00297,0.00466,0.00437,0.00441,0.00657,0.00098,0.00152,0
40 to 44,0.00555,0.01531,0.01596,0.00982,0.00259,0.00323,0.00469,0.00518,0.00686,0.00468,0.006,0.00607,0.00154,0.001,0.00157,0
45 to 49,0.00647,0.01062,0.01218,0.01129,0.00317,0.00284,0.00245,0.0025,0.00246,0.00283,0.00822,0.00441,0.00245,0.00162,0.00423,0
50 to 54,0.00468,0.01377,0.01306,0.00919,0.00207,0.00081,0.00224,0.00041,0.00314,0.00398,0.00489,0.00444,0.00214,0.00038,0.00704,0
55 to 59,0.00335,0.00449,0.00691,0.00582,0.00157,0.00149,0.00038,0.00107,0.00097,0.00202,0.00282,0.0053,0.00115,0.00294,0.00429,0
60 to 64,0.00048,0.00181,0.00183,0.00143,0.00013,0.00061,0.00082,9.00E-05,0.00092,0.00056,0.00087,0.00178,0.00415,0.00162,0.00155,0
65 to 69,0.00019,0.00035,0.00018,0.00022,0.00024,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.00221,0.00348,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
