Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.14303,0.09266,0.00069,0.00238,0.00222,0.00149,0.00332,0.00566,0.0021,0.0176,0.00569,0.0201,0.01161,0.00049,0,0
5 to 9,0.07405,3.62344,0.69427,0.01566,0.00389,0.00549,0.02831,0.01717,0.01487,0.03342,0.09516,0.1045,0.02708,0.01578,0,0.00422
10 to 14,0.01197,0.17883,3.57619,0.5863,0.00141,0.00168,0.0177,0.01188,0.01091,0.02001,0.10812,0.08218,0.01253,0.00555,0,0
15 to 19,0.00743,0.01041,0.05851,1.07815,0.07461,0.00725,0.00828,0.00442,0.02917,0.04735,0.07051,0.05715,0.03664,0,0.00152,0.00424
20 to 24,0.00165,0.00486,0.00284,0.0073,0.03826,0.01933,0.00377,0.0015,0.00079,0.00057,0.00068,0.00089,0.00225,0.00042,0,0
25 to 29,0.00462,0.00394,0.003,0.00284,0.00349,0.01079,0.00604,0.00395,0.00203,0.00254,0.00141,0.00611,0.00024,0.00035,0,0.00152
30 to 34,0.00941,0.00793,0.00456,0.00416,0.0025,0.00193,0.00568,0.0057,0.00209,0.00515,0.00423,0.00255,0.00236,0.00234,0,0
35 to 39,0.00704,0.0077,0.00745,0.00599,0.00312,0.0026,0.004,0.00432,0.00287,0.00453,0.00424,0.00435,0.00665,0.00103,0.00152,0
40 to 44,0.00378,0.01122,0.01145,0.00673,0.00216,0.00316,0.00454,0.00502,0.00658,0.00451,0.00583,0.00603,0.0016,0.0011,0.00157,0
45 to 49,0.00447,0.00797,0.00895,0.0079,0.00266,0.00279,0.00238,0.00242,0.00237,0.00273,0.00803,0.0044,0.00255,0.00178,0.00423,0
50 to 54,0.00312,0.01161,0.01066,0.00681,0.00169,0.00079,0.00217,4.00E-04,0.00305,0.00389,0.00494,0.00463,0.00236,0.00045,0.00704,0
55 to 59,0.00242,0.00424,0.0063,0.00477,0.00135,0.00146,0.00037,0.00106,0.00096,0.00201,0.00294,0.00569,0.0013,0.00351,0.00429,0
60 to 64,0.00041,0.00217,0.0021,0.00144,0.00012,6.00E-04,0.00083,9.00E-05,0.00095,0.00058,0.00096,0.002,0.00481,0.00193,0.00155,0
65 to 69,0.00023,0.00081,0.00038,0.00037,0.00027,0.00043,8.00E-05,4.00E-04,1.00E-04,0.00035,0,0,0.00264,0.00405,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
