Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.27232,0.17086,0.00157,0.00584,0.00252,0.00174,0.00426,0.00737,0.00277,0.02316,0.00738,0.02386,0.01131,4.00E-04,0,0
5 to 9,0.13655,5.19923,1.24534,0.03224,0.00394,0.00829,0.04536,0.02807,0.02158,0.04818,0.11772,0.11226,0.02043,0.00746,0,0.00422
10 to 14,0.02709,0.32077,8.01617,1.50373,0.0017,0.00277,0.03242,0.02224,0.01863,0.03395,0.16095,0.10594,0.01123,0.00303,0,0
15 to 19,0.01822,0.02144,0.15005,3.12281,0.0972,0.01081,0.01437,0.00783,0.05025,0.08106,0.11188,0.07942,0.03674,0,0.00152,0.00424
20 to 24,0.00188,0.00493,0.00344,0.0095,0.03612,0.01985,0.00391,0.00157,8.00E-04,0.00058,0.00067,0.00084,0.002,0.00036,0,0
25 to 29,0.00539,0.00595,0.00493,0.00423,0.00358,0.01095,0.00622,0.00407,0.00211,0.00264,0.00147,0.00633,0.00024,0.00034,0,0.00152
30 to 34,0.01211,0.0127,0.00835,0.00722,0.0026,0.00199,0.00599,0.00603,0.00224,0.00551,0.00456,0.00269,0.00236,0.00225,0,0
35 to 39,0.00915,0.01258,0.01395,0.0106,0.00325,0.00267,0.00423,0.00458,0.00309,0.00486,0.0046,0.0046,0.00667,0.00099,0.00152,0
40 to 44,0.00499,0.01629,0.01956,0.01159,0.00221,0.00329,0.00486,0.00539,0.00711,0.00487,0.00627,0.00627,0.00155,0.00102,0.00157,0
45 to 49,0.00589,0.01149,0.01518,0.01351,0.00272,0.0029,0.00255,0.0026,0.00255,0.00295,0.00862,0.00457,0.00247,0.00164,0.00423,0
50 to 54,0.00405,0.01436,0.01587,0.0108,0.00165,0.00083,0.00234,0.00044,0.00329,0.00418,0.00515,0.00461,0.00214,0.00038,0.00704,0
55 to 59,0.00288,0.00455,0.00812,0.00663,0.00128,0.00152,0.00039,0.00112,0.001,0.00209,0.00293,0.00544,0.00115,0.00298,0.00429,0
60 to 64,4.00E-04,0.00163,0.00188,0.00144,0.00011,0.00061,0.00083,9.00E-05,0.00093,0.00056,0.00087,0.00177,0.00408,0.00162,0.00155,0
65 to 69,0.00018,0.00038,0.00021,0.00025,0.00023,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.00222,0.00349,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
