Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.78318,0.32517,0.00281,0.0151,0.02021,0.00201,0.00476,0.0084,0.00257,0.02175,0.00643,0.02229,0.01049,0.00036,0,0
5 to 9,0.25987,5.78904,1.3015,0.04977,0.03094,0.00843,0.03772,0.02397,0.01268,0.02891,0.0614,0.06575,0.01236,0.00478,0,0.00422
10 to 14,0.04856,0.33524,7.86271,2.17958,0.01277,0.00272,0.02571,0.01811,0.01037,0.01929,0.07922,0.05867,0.00645,0.00187,0,0
15 to 19,0.0471,0.0331,0.2175,6.66347,0.96991,0.01288,0.01492,0.00837,0.03805,0.06262,0.07682,0.06059,0.02803,0,0.00152,0.00424
20 to 24,0.01504,0.0387,0.02577,0.09484,0.50262,0.02844,0.00632,0.00262,0.0012,0.00088,0.00107,0.00135,0.00269,0.00038,0,0
25 to 29,0.00624,0.00605,0.00485,0.00504,0.00513,0.01094,0.00615,0.00403,0.00204,0.00256,0.00141,0.0061,0.00024,0.00034,0,0.00152
30 to 34,0.0135,0.01056,0.00662,0.0075,0.00419,0.00196,0.00577,0.00581,0.00207,0.00511,0.00407,0.00245,0.00223,0.0022,0,0
35 to 39,0.01043,0.01075,0.01136,0.01134,0.00542,0.00265,0.00408,0.00442,0.00285,0.0045,0.00409,0.00419,0.00629,0.00097,0.00152,0
40 to 44,0.00463,0.00957,0.01088,0.00878,0.0033,0.00319,0.00449,0.00498,0.00621,0.00426,0.00517,0.00535,0.0014,0.00098,0.00157,0
45 to 49,0.00553,0.00689,0.00863,0.01044,0.0041,0.00281,0.00236,0.00241,0.00224,0.00259,0.00712,0.00391,0.00223,0.00158,0.00423,0
50 to 54,0.00353,0.00749,0.00781,0.00742,0.00263,0.00079,0.00209,0.00039,0.00271,0.00345,0.00392,0.00368,0.00185,0.00036,0.00704,0
55 to 59,0.00269,0.00267,0.0045,0.00506,0.00205,0.00146,0.00036,0.00102,0.00085,0.00179,0.00234,0.00452,0.00102,0.00285,0.00429,0
60 to 64,0.00037,0.00099,0.00108,0.0011,0.00015,6.00E-04,0.00078,8.00E-05,0.00084,0.00051,0.00076,0.00157,0.00379,0.00158,0.00155,0
65 to 69,0.00017,0.00024,0.00013,0.00018,0.00024,0.00042,8.00E-05,0.00037,9.00E-05,0.00031,0,0,0.00216,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
