Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.18918,0.09235,0.00063,0.00214,0.00219,0.00155,0.00351,0.00602,0.00216,0.01818,0.00516,0.01822,0.01025,0.00042,0,0
5 to 9,0.07381,2.2939,0.39683,0.00883,0.00269,0.00559,0.02645,0.01612,0.01178,0.02672,0.05533,0.06077,0.01493,0.00788,0,0.00422
10 to 14,0.01086,0.10222,1.84916,0.30088,0.00092,0.00166,0.01583,0.01067,0.00823,0.01523,0.06002,0.04566,0.00665,0.00274,0,0
15 to 19,0.00666,0.00587,0.03002,0.55885,0.05252,0.00716,0.0076,0.00407,0.02333,0.0381,0.04337,0.03523,0.02198,0,0.00152,0.00424
20 to 24,0.00163,0.00336,0.00186,0.00514,0.03506,0.01934,0.00373,0.00149,0.00075,0.00055,6.00E-04,0.00078,0.00197,0.00037,0,0
25 to 29,0.00481,0.00401,0.00296,0.0028,0.00349,0.01082,0.00607,0.00397,0.00204,0.00255,0.0014,0.00607,0.00024,0.00034,0,0.00152
30 to 34,0.00997,0.00741,0.00408,0.00382,0.00247,0.00194,0.00571,0.00573,0.00209,0.00515,0.00411,0.00248,0.00228,0.00226,0,0
35 to 39,0.00748,0.00723,0.00669,0.00551,0.00308,0.00261,0.00403,0.00435,0.00287,0.00453,0.00412,0.00423,0.00644,0.00099,0.00152,0
40 to 44,0.00389,0.00889,0.00864,0.00538,0.00206,0.00317,0.00453,0.00502,0.00645,0.00442,0.00541,0.0056,0.00148,0.00102,0.00157,0
45 to 49,0.00462,0.00637,0.00681,0.00635,0.00255,0.0028,0.00238,0.00242,0.00232,0.00268,0.00746,0.00409,0.00236,0.00165,0.00423,0
50 to 54,0.00283,0.00675,0.00592,0.00419,0.00148,0.00079,0.00211,0.00039,0.00283,0.00361,0.00414,0.00389,0.00198,0.00038,0.00704,0
55 to 59,0.0022,0.00246,0.0035,0.00294,0.00118,0.00146,0.00036,0.00103,0.00089,0.00187,0.00247,0.00478,0.00109,0.003,0.00429,0
60 to 64,0.00036,0.00119,0.00112,0.00086,0.00011,6.00E-04,8.00E-04,8.00E-05,0.00088,0.00054,0.00081,0.00168,0.00405,0.00165,0.00155,0
65 to 69,0.00019,4.00E-04,0.00019,0.00022,0.00024,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.00226,0.00356,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
