Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.10422,0.07749,0.00077,0.00394,0.00457,0.00156,0.00327,0.0056,0.00187,0.01556,0.00497,0.01684,0.00899,0.00037,0,0
5 to 9,0.06192,4.7266,1.24462,0.04487,0.02015,0.00831,0.03533,0.02167,0.01423,0.03083,0.1024,0.09937,0.01932,0.00763,0,0.00422
10 to 14,0.01328,0.32059,8.81047,2.30177,0.0097,0.00293,0.0267,0.01816,0.01302,0.02296,0.15141,0.10117,0.01138,0.00325,0,0
15 to 19,0.01229,0.02984,0.22969,6.63294,0.69575,0.01339,0.01489,0.00807,0.04565,0.07132,0.13853,0.0988,0.04678,0,0.00152,0.00424
20 to 24,0.0034,0.0252,0.01957,0.06803,0.26892,0.02618,0.0055,0.00222,0.00117,0.00083,0.00136,0.0016,0.00325,0.00046,0,0
25 to 29,0.00482,0.00596,0.00522,0.00524,0.00473,0.01097,0.00616,0.00403,0.00207,0.00258,0.00147,0.00631,0.00024,0.00034,0,0.00152
30 to 34,0.00929,0.00989,0.00687,0.00749,0.00365,0.00197,0.00577,0.0058,0.0021,0.00515,0.00431,0.00256,0.0023,0.00224,0,0
35 to 39,0.00696,0.00972,0.01139,0.01093,0.00459,0.00265,0.00407,0.0044,0.00288,0.00453,0.00433,0.00438,0.0065,0.00099,0.00152,0
40 to 44,0.00337,0.01075,0.01367,0.01053,0.00321,0.00322,0.00455,0.00504,0.00638,0.00436,0.00563,0.00573,0.00147,0.001,0.00157,0
45 to 49,0.00396,0.00735,0.01027,0.01189,0.00387,0.00283,0.00238,0.00242,0.00229,0.00263,0.0077,0.00416,0.00234,0.00162,0.00423,0
50 to 54,0.00273,0.01249,0.01493,0.01338,0.00335,0.00083,0.00221,0.00041,0.00295,0.00373,0.00483,0.00438,0.00209,0.00038,0.00704,0
55 to 59,0.00203,0.00403,0.00776,0.00825,0.00243,0.00151,0.00038,0.00106,0.00091,0.0019,0.00278,0.00522,0.00113,0.00298,0.00429,0
60 to 64,0.00032,0.00154,0.00191,0.00184,0.00018,0.00061,0.00081,9.00E-05,0.00088,0.00053,0.00085,0.00174,0.00406,0.00163,0.00155,0
65 to 69,0.00017,0.00039,0.00022,3.00E-04,0.00029,0.00043,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00223,0.0035,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
