Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.52007,0.20255,0.00099,0.00328,0.00223,0.00154,0.00366,0.00628,0.00229,0.01908,0.00559,0.01947,0.01041,0.00042,0,0
5 to 9,0.16187,3.42941,0.42415,0.00963,0.00209,0.0049,0.0236,0.01436,0.01024,0.02278,0.04819,0.05191,0.01195,0.00655,0,0.00422
10 to 14,0.01706,0.10925,1.42819,0.24062,0.00062,0.00142,0.01278,0.00858,0.00624,0.01137,0.04445,0.03339,0.00472,0.00212,0,0
15 to 19,0.01024,0.00641,0.02401,0.46466,0.04008,0.00655,0.00665,0.00355,0.01944,0.03141,0.03532,0.02846,0.0175,0,0.00152,0.00424
20 to 24,0.00166,0.00262,0.00126,0.00392,0.03195,0.01893,0.00357,0.00142,7.00E-04,0.00051,0.00055,0.00072,0.00183,0.00035,0,0
25 to 29,0.00477,0.00351,0.00253,0.00256,0.00342,0.01077,0.00601,0.00393,0.00201,0.00251,0.00137,0.00596,0.00023,0.00034,0,0.00152
30 to 34,0.0104,0.00661,0.00329,0.00334,0.00237,0.00192,0.00561,0.00563,0.00203,0.005,0.00396,0.00239,0.00221,0.00221,0,0
35 to 39,0.0078,0.00644,0.00538,0.00481,0.00295,0.00258,0.00395,0.00427,0.00279,0.00439,0.00397,0.00408,0.00622,0.00097,0.00152,0
40 to 44,0.00412,0.00773,0.00656,0.00448,0.00194,0.00313,0.00441,0.00487,0.00617,0.00423,0.00512,0.0053,0.0014,0.00099,0.00157,0
45 to 49,0.00485,0.00543,0.00508,0.00524,0.00239,0.00276,0.00231,0.00235,0.00222,0.00256,0.00705,0.00387,0.00224,0.0016,0.00423,0
50 to 54,0.00307,0.00588,0.00438,0.00341,0.00137,0.00077,0.00204,0.00038,0.00268,0.00341,0.00387,0.00364,0.00186,0.00037,0.00704,0
55 to 59,0.00235,0.0021,0.00256,0.00238,0.00109,0.00143,0.00035,0.00099,0.00085,0.00177,0.00231,0.00447,0.00102,0.00289,0.00429,0
60 to 64,0.00037,0.00096,0.00079,0.00069,1.00E-04,0.00059,0.00077,8.00E-05,0.00084,0.00051,0.00076,0.00158,0.00382,0.0016,0.00155,0
65 to 69,0.00019,0.00034,0.00015,0.00018,0.00023,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00219,0.00348,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
