Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.32977,0.20551,0.00172,0.00843,0.0095,0.00161,0.00348,0.00596,0.00215,0.01772,0.00541,0.0176,0.00936,0.00039,0,0
5 to 9,0.16424,6.01503,1.30375,0.04535,0.02255,0.0065,0.02743,0.01665,0.01258,0.02707,0.06595,0.06096,0.01296,0.00696,0,0.00422
10 to 14,0.02962,0.33582,7.59348,1.91479,0.00898,0.00206,0.01829,0.01229,0.01005,0.01765,0.0829,0.05306,0.00664,0.0027,0,0
15 to 19,0.02627,0.03016,0.19107,5.32672,0.62261,0.00949,0.01021,0.00547,0.03483,0.05428,0.07516,0.05167,0.02736,0,0.00152,0.00424
20 to 24,0.00707,0.02821,0.01812,0.06088,0.2667,0.02262,0.00462,0.00185,0.00104,0.00074,0.00094,0.0011,0.00247,0.00042,0,0
25 to 29,0.00499,0.00467,0.00367,0.00371,0.00408,0.01081,0.00604,0.00395,0.00202,0.00253,0.00139,0.00601,0.00023,0.00034,0,0.00152
30 to 34,0.00989,0.00768,0.00471,0.00513,0.00307,0.00193,0.00561,0.00563,0.00204,0.00501,0.00399,0.00239,0.00221,0.00221,0,0
35 to 39,0.0074,0.00746,0.00771,0.00741,0.00383,0.00259,0.00395,0.00427,0.0028,0.0044,0.004,0.00408,0.00621,0.00097,0.00152,0
40 to 44,0.00388,0.0095,0.01055,0.00803,0.00285,0.00315,0.00442,0.00488,0.0062,0.00424,0.00518,0.00531,0.0014,0.00099,0.00157,0
45 to 49,0.00451,0.00645,0.00789,0.00905,0.00343,0.00278,0.00231,0.00235,0.00222,0.00256,0.00711,0.00387,0.00223,0.0016,0.00423,0
50 to 54,0.00297,0.00805,0.00817,0.00726,0.00232,0.00078,0.00205,0.00038,0.00271,0.00344,0.00396,0.00367,0.00186,0.00037,0.00704,0
55 to 59,0.00212,0.00247,0.00407,0.00431,0.00167,0.00144,0.00035,0.00099,0.00085,0.00177,0.00233,0.00446,0.00102,0.00288,0.00429,0
60 to 64,0.00033,0.00104,0.00111,0.00107,0.00014,0.00059,0.00077,8.00E-05,0.00084,0.00051,0.00076,0.00157,0.0038,0.00159,0.00155,0
65 to 69,0.00018,0.00036,0.00019,0.00025,0.00027,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00218,0.00348,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
