Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.08077,0.0499,0.00035,0.00135,0.00201,0.00144,0.00305,0.00521,0.00174,0.01462,0.00415,0.01436,0.00841,0.00037,0,0
5 to 9,0.03988,3.97161,0.69166,0.01601,0.00595,0.00567,0.02955,0.01799,0.01258,0.02859,0.07342,0.07208,0.01858,0.01084,0,0.00422
10 to 14,0.00607,0.17816,3.24085,0.54636,0.00197,0.00169,0.01755,0.01182,0.00879,0.01628,0.07852,0.05379,0.00818,0.00367,0,0
15 to 19,0.0042,0.01065,0.05452,1.03267,0.10104,0.0073,0.00831,0.00445,0.02505,0.04097,0.055,0.04106,0.02634,0,0.00152,0.00424
20 to 24,0.0015,0.00744,0.00397,0.00988,0.05035,0.01971,0.00396,0.00158,0.00081,0.00059,7.00E-04,0.00087,0.00221,0.00041,0,0
25 to 29,0.00448,0.00407,0.00301,0.00285,0.00356,0.0108,0.00605,0.00395,0.00202,0.00253,0.00139,0.00604,0.00024,0.00034,0,0.00152
30 to 34,0.00866,0.00828,0.00452,0.00417,0.00263,0.00193,0.00569,0.00571,0.00207,0.0051,0.00412,0.00247,0.00228,0.00227,0,0
35 to 39,0.00647,0.00807,0.00741,0.00602,0.00327,0.0026,0.00401,0.00433,0.00284,0.00448,0.00413,0.0042,0.00643,0.001,0.00152,0
40 to 44,0.00313,0.0095,0.00922,0.00578,0.00222,0.00315,0.00449,0.00496,0.00631,0.00433,0.00538,0.00551,0.00146,0.00103,0.00157,0
45 to 49,0.00372,0.00682,0.00728,0.00683,0.00274,0.00278,0.00236,0.0024,0.00227,0.00263,0.00742,0.00402,0.00234,0.00166,0.00423,0
50 to 54,0.00227,0.00896,0.00774,0.00531,0.00172,0.00078,0.00212,0.00039,0.00282,0.00359,0.00426,0.00393,0.00201,4.00E-04,0.00704,0
55 to 59,0.00173,0.00292,0.00413,0.00343,0.00133,0.00145,0.00036,0.00102,0.00088,0.00184,0.0025,0.00475,0.00109,0.00305,0.00429,0
60 to 64,3.00E-04,0.00149,0.00137,0.00103,0.00012,6.00E-04,8.00E-04,8.00E-05,0.00087,0.00053,0.00082,0.00168,0.00408,0.00169,0.00155,0
65 to 69,0.00017,0.00056,0.00025,0.00027,0.00026,0.00043,8.00E-05,0.00039,9.00E-05,0.00032,0,0,0.00231,0.00364,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
