Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.84706,0.3496,0.00305,0.01649,0.02295,0.00209,0.00547,0.00944,0.00334,0.02821,0.00714,0.02444,0.01265,0.00039,0,0
5 to 9,0.27939,6.16962,1.39755,0.05387,0.03497,0.00893,0.0463,0.02837,0.01861,0.04229,0.07097,0.0748,0.0167,0.00582,0,0.00422
10 to 14,0.05259,0.35998,8.50687,2.37703,0.01454,0.00289,0.03178,0.02157,0.01535,0.02846,0.09218,0.06718,0.00879,0.00229,0,0
15 to 19,0.05141,0.03583,0.2372,7.32522,1.11314,0.01375,0.01848,0.00999,0.05628,0.09233,0.08969,0.06962,0.03812,0,0.00152,0.00424
20 to 24,0.01708,0.04374,0.02934,0.10884,0.5998,0.03018,0.00756,0.00305,0.00164,0.0012,0.00123,0.00153,0.00339,0.00042,0,0
25 to 29,0.00647,0.00641,0.00516,0.00538,0.00545,0.01097,0.00622,0.00406,0.00208,0.00261,0.00142,0.00615,0.00024,0.00034,0,0.00152
30 to 34,0.01552,0.01297,0.00818,0.00929,0.00502,0.00199,0.00594,0.00597,0.00217,0.00535,0.00418,0.00252,0.00229,0.00222,0,0
35 to 39,0.01173,0.01272,0.01353,0.01354,0.00633,0.00267,0.00419,0.00453,0.00298,0.0047,0.0042,0.00429,0.00647,0.00098,0.00152,0
40 to 44,0.00601,0.01405,0.01611,0.01298,0.00451,0.00325,0.0047,0.00521,0.00663,0.00455,0.00541,0.00558,0.00146,0.00099,0.00157,0
45 to 49,0.00717,0.01008,0.01273,0.01539,0.00561,0.00287,0.00247,0.00252,0.00239,0.00276,0.00747,0.00408,0.00233,0.0016,0.00423,0
50 to 54,0.00391,0.00866,0.00909,0.00866,0.00303,8.00E-04,0.00215,4.00E-04,0.00284,0.00362,0.00402,0.00376,0.00191,0.00037,0.00704,0
55 to 59,0.00295,0.00303,0.00515,0.00581,0.00233,0.00147,0.00037,0.00104,0.00089,0.00187,0.00239,0.00461,0.00105,0.00287,0.00429,0
60 to 64,0.00045,0.00134,0.00148,0.0015,0.00019,6.00E-04,8.00E-04,9.00E-05,0.00087,0.00053,0.00078,0.00161,0.00389,0.00159,0.00155,0
65 to 69,0.00018,3.00E-04,0.00016,0.00022,0.00027,0.00043,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00218,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
