Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.10321,0.06862,0.00055,0.00162,0.00179,0.00148,0.00319,0.00543,0.00194,0.01618,0.00565,0.01893,0.00976,4.00E-04,0,0
5 to 9,0.05484,3.66449,0.7631,0.01331,0.00282,0.00596,0.02943,0.01764,0.01504,0.03306,0.12643,0.12261,0.02329,0.01072,0,0.00422
10 to 14,0.00957,0.19656,4.27035,0.54094,0.0011,0.00186,0.01919,0.01274,0.01168,0.02094,0.15321,0.10291,0.01153,0.00404,0,0
15 to 19,0.00504,0.00885,0.05398,0.78559,0.05328,0.00735,0.00798,0.00423,0.02691,0.04303,0.07867,0.0577,0.02927,0,0.00152,0.00424
20 to 24,0.00133,0.00353,0.00221,0.00521,0.0338,0.01924,0.00368,0.00147,0.00075,0.00054,0.00067,0.00084,0.00202,0.00037,0,0
25 to 29,0.00459,0.00428,0.00332,0.00287,0.00347,0.01081,0.00607,0.00396,0.00204,0.00256,0.00144,0.00622,0.00024,0.00034,0,0.00152
30 to 34,0.00906,0.00824,0.00494,0.00401,0.00245,0.00194,0.0057,0.00571,0.0021,0.00516,0.00441,0.00262,0.00233,0.00228,0,0
35 to 39,0.00675,0.00791,0.00799,0.00573,0.00304,0.0026,0.00401,0.00433,0.00288,0.00453,0.00441,0.00445,0.00657,0.001,0.00152,0
40 to 44,0.0035,0.01136,0.01225,0.00621,0.00206,0.00318,0.00456,0.00503,0.00659,0.0045,0.00621,0.00624,0.00156,0.00105,0.00157,0
45 to 49,0.00411,0.00788,0.00936,0.00717,0.00253,0.0028,0.00239,0.00243,0.00236,0.00272,0.00849,0.00453,0.00247,0.00169,0.00423,0
50 to 54,0.0031,0.01542,0.01511,0.0076,0.00165,0.00081,0.00226,0.00042,0.00325,0.00411,0.00617,0.00545,0.00244,0.00043,0.00704,0
55 to 59,0.00228,0.00497,0.00789,0.00482,0.00128,0.00149,0.00038,0.00108,0.001,0.00207,0.00346,0.00635,0.00129,0.0033,0.00429,0
60 to 64,0.00034,0.00186,0.00193,0.00115,0.00011,0.00061,0.00082,9.00E-05,0.00093,0.00056,0.001,0.00199,0.00445,0.00174,0.00155,0
65 to 69,0.00018,0.00055,0.00028,0.00026,0.00024,0.00043,8.00E-05,0.00039,9.00E-05,0.00033,0,0,0.00238,0.00364,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
