Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.07594,0.03322,0.00031,0.00121,0.002,0.00142,0.00293,0.00501,0.00169,0.01415,0.00385,0.0136,0.00795,0.00035,0,0
5 to 9,0.02655,1.89967,0.48685,0.01114,0.00496,0.00448,0.01999,0.01216,0.00936,0.0208,0.04466,0.04753,0.01195,0.00641,0,0.00422
10 to 14,0.00542,0.1254,3.35545,0.55469,0.00229,0.00146,0.01419,0.00957,0.0082,0.01485,0.0624,0.0458,0.00672,0.00266,0,0
15 to 19,0.00378,0.00741,0.05535,1.02902,0.11374,0.00666,0.00713,0.00382,0.02361,0.03797,0.04544,0.03591,0.02249,0,0.00152,0.00424
20 to 24,0.00149,0.0062,0.00461,0.01112,0.05793,0.0193,0.00382,0.00153,0.00081,0.00059,0.00067,0.00085,0.00214,0.00039,0,0
25 to 29,0.0044,0.00322,0.0026,0.0026,0.00348,0.01076,0.00601,0.00392,0.002,0.00251,0.00137,0.00596,0.00023,0.00034,0,0.00152
30 to 34,0.00833,0.0056,0.00365,0.00359,0.00253,0.00192,0.00559,0.00561,0.00203,0.005,0.00397,0.0024,0.00222,0.00221,0,0
35 to 39,0.00622,0.00545,0.006,0.00518,0.00316,0.00258,0.00394,0.00426,0.00279,0.00439,0.00398,0.00408,0.00625,0.00097,0.00152,0
40 to 44,0.00304,0.00707,0.00861,0.00544,0.00222,0.00313,0.00441,0.00487,0.00623,0.00427,0.0052,0.00537,0.00143,0.001,0.00157,0
45 to 49,0.0036,0.00496,0.00664,0.00633,0.00273,0.00276,0.00231,0.00235,0.00224,0.00258,0.00715,0.00392,0.00227,0.00161,0.00423,0
50 to 54,0.00211,0.00545,0.00615,0.00439,0.00165,0.00077,0.00204,0.00038,0.00272,0.00346,0.00396,0.0037,0.0019,0.00037,0.00704,0
55 to 59,0.00164,0.00193,0.00351,0.003,0.0013,0.00143,0.00035,0.00099,0.00086,0.00179,0.00235,0.00455,0.00104,0.00292,0.00429,0
60 to 64,0.00028,0.00096,0.00113,0.00088,0.00012,0.00059,0.00078,8.00E-05,0.00085,0.00052,0.00078,0.00161,0.0039,0.00161,0.00155,0
65 to 69,0.00016,0.00033,0.00018,0.00021,0.00025,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00221,0.0035,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
