Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.95714,0.4046,0.00336,0.01786,0.01956,0.00208,0.00646,0.01106,0.00399,0.03356,0.00779,0.02716,0.01509,0.00045,0,0
5 to 9,0.32335,7.29343,1.57323,0.05955,0.03015,0.00892,0.05945,0.03599,0.02409,0.05433,0.08141,0.08815,0.02201,0.00785,0,0.00422
10 to 14,0.05801,0.40523,9.11882,2.5021,0.01195,0.00281,0.03935,0.02639,0.01912,0.03519,0.10188,0.07633,0.0112,0.00303,0,0
15 to 19,0.05569,0.0396,0.24968,7.57187,0.89846,0.01324,0.0225,0.01203,0.06894,0.11224,0.09765,0.07789,0.04773,0,0.00152,0.00424
20 to 24,0.01455,0.0377,0.0241,0.08785,0.38477,0.02704,0.00762,0.00305,0.00165,0.0012,0.00114,0.00145,0.00351,0.00046,0,0
25 to 29,0.00643,0.0064,0.00501,0.00518,0.00488,0.01093,0.00626,0.00409,0.0021,0.00263,0.00142,0.00616,0.00024,0.00034,0,0.00152
30 to 34,0.01834,0.01665,0.01013,0.01131,0.00506,0.002,0.00621,0.00623,0.00228,0.00562,0.00431,0.0026,0.00239,0.00226,0,0
35 to 39,0.01374,0.01614,0.01655,0.01629,0.00632,0.00269,0.00437,0.00473,0.00314,0.00494,0.00433,0.00443,0.00673,0.00099,0.00152,0
40 to 44,0.00719,0.01819,0.02007,0.0159,0.00454,0.00328,0.00495,0.00548,0.00704,0.00483,0.00562,0.0058,0.00153,0.00101,0.00157,0
45 to 49,0.00853,0.01295,0.01573,0.01871,0.0056,0.00289,0.0026,0.00264,0.00253,0.00293,0.00774,0.00424,0.00244,0.00164,0.00423,0
50 to 54,0.00427,0.00993,0.01005,0.00943,0.00281,8.00E-04,0.00222,0.00041,0.00294,0.00375,0.00409,0.00384,0.00196,0.00037,0.00704,0
55 to 59,0.00328,0.00357,0.00585,0.0065,0.0022,0.00148,0.00038,0.00108,0.00093,0.00194,0.00244,0.00472,0.00108,0.00292,0.00429,0
60 to 64,0.00053,0.00176,0.00188,0.00187,0.00019,0.00061,0.00084,9.00E-05,0.00091,0.00056,8.00E-04,0.00166,0.00403,0.00162,0.00155,0
65 to 69,0.00021,4.00E-04,0.00021,0.00029,0.00029,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.00221,0.00348,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
