Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.08513,0.43162,0.00352,0.01746,0.01704,0.00225,0.00646,0.01112,0.00375,0.03146,0.00846,0.02839,0.01148,0.00035,0,0
5 to 9,0.34494,7.28398,1.54353,0.05441,0.02442,0.00982,0.05641,0.0344,0.02102,0.04726,0.08629,0.08892,0.0139,0.00462,0,0.00422
10 to 14,0.06081,0.39758,8.78928,2.24609,0.00951,0.00306,0.03684,0.02488,0.01647,0.03021,0.10646,0.07594,0.00702,0.00179,0,0
15 to 19,0.05443,0.03618,0.22413,6.33164,0.66795,0.01379,0.02,0.01076,0.05635,0.09147,0.09655,0.07348,0.02904,0,0.00152,0.00424
20 to 24,0.01267,0.03054,0.01919,0.06531,0.26005,0.02662,0.00659,0.00265,0.00134,0.00097,0.00106,0.00131,0.00247,0.00036,0,0
25 to 29,0.00698,0.00704,0.00545,0.00539,0.00481,0.011,0.00628,0.00411,0.0021,0.00263,0.00143,0.00621,0.00024,0.00034,0,0.00152
30 to 34,0.01833,0.0158,0.00949,0.01005,0.00438,0.00201,0.00612,0.00615,0.00222,0.00547,0.00432,0.00259,0.00227,0.0022,0,0
35 to 39,0.01381,0.01542,0.01561,0.01458,0.00549,0.0027,0.00432,0.00467,0.00305,0.00481,0.00434,0.00441,0.0064,0.00097,0.00152,0
40 to 44,0.00676,0.01587,0.01729,0.013,0.00368,0.00327,0.00482,0.00533,0.00674,0.00462,0.00555,0.0057,0.00143,0.00098,0.00157,0
45 to 49,0.008,0.01127,0.01351,0.01525,0.00453,0.00289,0.00253,0.00257,0.00242,0.0028,0.00765,0.00416,0.00229,0.00158,0.00423,0
50 to 54,0.00464,0.01053,0.0105,0.00932,0.00261,0.00081,0.00222,0.00041,0.00291,0.0037,0.00416,0.00387,0.00188,0.00036,0.00704,0
55 to 59,0.00342,0.0036,0.00582,0.00614,0.00199,0.00149,0.00038,0.00107,0.00091,0.0019,0.00246,0.00473,0.00104,0.00284,0.00429,0
60 to 64,4.00E-04,0.00111,0.00118,0.00114,0.00014,6.00E-04,8.00E-04,8.00E-05,0.00086,0.00052,0.00077,0.00159,0.0038,0.00158,0.00155,0
65 to 69,0.00016,0.00024,0.00012,0.00017,0.00023,0.00042,8.00E-05,0.00037,9.00E-05,0.00031,0,0,0.00216,0.00345,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
