Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.0713,0.04496,0.00028,0.00098,0.00145,0.00142,0.00292,0.00497,0.00163,0.01364,0.00366,0.01294,0.00752,0.00034,0,0
5 to 9,0.03593,7.12188,1.02889,0.01848,0.00117,0.00553,0.02814,0.01653,0.01115,0.02445,0.05323,0.05522,0.01158,0.00562,0,0.00422
10 to 14,0.00483,0.26502,4.00551,0.52706,0.00043,0.00158,0.01547,0.01011,0.00718,0.0129,0.0524,0.03804,0.00492,0.00198,0,0
15 to 19,0.00306,0.01229,0.05259,0.79303,0.0309,0.0068,0.00711,0.00373,0.01996,0.03201,0.03653,0.02887,0.01702,0,0.00152,0.00424
20 to 24,0.00108,0.00146,0.00087,0.00302,0.03065,0.01881,0.00351,0.0014,0.00068,5.00E-04,0.00053,0.00069,0.00178,0.00035,0,0
25 to 29,0.0044,0.00397,0.00282,0.00266,0.0034,0.01077,0.00602,0.00393,0.002,0.00251,0.00137,0.00595,0.00023,0.00034,0,0.00152
30 to 34,0.00829,0.00788,0.00398,0.00357,0.00233,0.00192,0.00561,0.00562,0.00202,0.00498,0.00394,0.00238,0.0022,0.0022,0,0
35 to 39,0.00617,0.00741,0.00634,0.00506,0.00289,0.00258,0.00395,0.00426,0.00278,0.00437,0.00395,0.00405,0.00618,0.00097,0.00152,0
40 to 44,0.00293,0.00842,0.00753,0.0046,0.00188,0.00313,0.00439,0.00485,0.00611,0.00418,0.00505,0.00523,0.00138,0.00098,0.00157,0
45 to 49,0.00347,0.00583,0.00577,0.00534,0.00231,0.00276,0.0023,0.00234,0.00219,0.00253,0.00695,0.00381,0.00221,0.00158,0.00423,0
50 to 54,0.00201,0.00649,0.00517,0.00353,0.00131,0.00077,0.00203,0.00037,0.00264,0.00336,0.0038,0.00357,0.00182,0.00036,0.00704,0
55 to 59,0.00156,0.00224,0.00292,0.00241,0.00105,0.00143,0.00035,0.00098,0.00083,0.00174,0.00227,0.00438,0.00101,0.00285,0.00429,0
60 to 64,0.00026,0.00093,0.00083,0.00067,1.00E-04,0.00059,0.00077,8.00E-05,0.00083,5.00E-04,0.00074,0.00155,0.00376,0.00158,0.00155,0
65 to 69,0.00016,0.00029,0.00014,0.00017,0.00022,0.00042,8.00E-05,0.00037,9.00E-05,0.00031,0,0,0.00216,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
